timestamp,API_voeding_kgh,excipient_voeding_kgh,glijmiddel_voeding_kgh,totaal_debiet_kgh,menger_snelheid_RPM,menger_torque_Nm,menger_temp_C,verblijftijd_sec,API_fractie,RSD_pct,NIR_RSD_pct,spec_conform,verstoring
2025-03-01 00:14:20,5.219,44.76,0.517,50.5,249,7.87,27.0,129,0.10335,1.11,1.14,1,normaal
2025-03-01 00:14:30,5.081,44.63,0.497,50.21,249,7.76,27.0,133,0.10119,1.1,0.94,1,normaal
2025-03-01 00:14:40,5.053,45.21,0.504,50.77,248,7.89,27.0,111,0.09953,1.1,1.18,1,normaal
2025-03-01 00:14:50,5.187,44.76,0.501,50.45,251,7.75,27.0,122,0.10282,1.14,0.91,1,normaal
2025-03-01 00:15:00,5.097,44.83,0.508,50.44,248,7.63,27.0,124,0.10105,1.13,1.77,1,normaal
2025-03-01 00:15:10,5.081,45.13,0.49,50.7,250,7.86,27.0,115,0.1002,1.13,0.87,1,normaal
2025-03-01 00:15:20,5.105,44.74,0.504,50.35,251,7.8,27.0,121,0.10138,1.13,1.09,1,normaal
2025-03-01 00:15:30,5.198,45.07,0.499,50.77,250,7.8,27.0,117,0.10239,1.15,0.39,1,normaal
2025-03-01 00:15:40,5.076,45.24,0.492,50.81,251,7.64,27.0,114,0.0999,1.16,1.07,1,normaal
2025-03-01 00:15:50,5.055,44.92,0.499,50.48,251,7.53,27.0,118,0.10014,1.17,1.32,1,normaal
2025-03-01 00:16:00,5.052,44.73,0.51,50.29,250,7.65,27.0,113,0.10046,1.14,1.25,1,normaal
2025-03-01 00:16:10,5.151,45.03,0.52,50.7,251,7.84,27.0,116,0.10161,1.13,0.59,1,normaal
2025-03-01 00:16:20,5.116,44.32,0.508,49.95,249,7.67,27.0,119,0.10243,1.15,0.88,1,normaal
2025-03-01 00:16:30,5.079,45.02,0.483,50.58,248,7.8,27.0,109,0.10042,1.07,0.59,1,normaal
2025-03-01 00:16:40,5.039,45.15,0.504,50.69,250,7.78,27.0,116,0.09942,1.11,1.4,1,normaal
2025-03-01 00:16:50,5.048,45.15,0.498,50.69,252,7.69,27.0,122,0.09959,1.14,1.53,1,normaal
2025-03-01 00:17:00,5.083,45.01,0.499,50.59,250,7.72,27.0,120,0.10047,1.14,1.34,1,normaal
2025-03-01 00:17:10,5.142,44.61,0.509,50.26,249,7.71,27.0,122,0.1023,1.16,1.65,1,normaal
2025-03-01 00:17:20,5.055,45.32,0.489,50.87,251,7.76,27.0,118,0.09938,1.19,1.49,1,normaal
2025-03-01 00:17:30,5.074,44.84,0.499,50.41,252,7.75,27.0,117,0.10066,1.18,0.96,1,normaal
2025-03-01 00:17:40,5.089,45.6,0.512,51.2,250,7.75,27.0,118,0.09939,1.2,1.42,1,normaal
2025-03-01 00:17:50,5.073,44.92,0.499,50.49,249,7.63,27.0,122,0.10046,1.2,1.31,1,normaal
2025-03-01 00:18:00,5.079,45.28,0.503,50.86,249,7.68,27.0,116,0.09987,1.2,1.03,1,normaal
2025-03-01 00:18:10,5.182,45.22,0.49,50.9,251,7.62,27.0,119,0.10182,1.2,0.51,1,normaal
2025-03-01 00:18:20,5.059,45.22,0.481,50.76,250,7.78,27.0,119,0.09967,1.22,0.88,1,normaal
2025-03-01 00:18:30,5.113,44.54,0.501,50.15,249,7.7,27.0,123,0.10194,1.18,0.82,1,normaal
2025-03-01 00:18:40,5.101,44.67,0.513,50.29,250,7.72,27.0,122,0.10144,1.17,1.26,1,normaal
2025-03-01 00:18:50,5.01,44.76,0.481,50.25,250,7.83,27.0,115,0.0997,1.19,1.2,1,normaal
2025-03-01 00:19:00,5.075,44.92,0.506,50.5,251,7.67,27.0,118,0.1005,1.17,1.26,1,normaal
2025-03-01 00:19:10,5.012,44.9,0.508,50.42,250,7.68,27.0,122,0.09941,1.16,1.31,1,normaal
2025-03-01 00:19:20,5.066,44.82,0.498,50.39,249,7.56,27.0,108,0.10055,1.05,1.33,1,normaal
2025-03-01 00:19:30,5.102,45.29,0.506,50.89,251,7.65,27.0,126,0.10025,1.05,1.1,1,normaal
2025-03-01 00:19:40,5.135,45.56,0.508,51.2,251,7.69,27.0,115,0.10029,1.03,1.26,1,normaal
2025-03-01 00:19:50,5.051,45.07,0.495,50.61,251,7.84,27.0,122,0.09981,0.96,1.06,1,normaal
2025-03-01 00:20:00,5.062,45.04,0.501,50.61,250,7.73,27.0,124,0.10002,0.96,1.33,1,normaal
2025-03-01 00:20:10,5.158,44.87,0.488,50.51,250,7.7,27.0,123,0.10211,1.0,1.18,1,normaal
2025-03-01 00:20:20,5.097,45.0,0.503,50.6,248,7.79,27.0,118,0.10072,0.99,0.7,1,normaal
2025-03-01 00:20:30,5.012,45.03,0.497,50.54,249,7.96,27.0,125,0.09917,0.96,1.01,1,normaal
2025-03-01 00:20:40,5.123,44.93,0.486,50.54,250,7.66,27.0,123,0.10137,0.96,0.93,1,normaal
2025-03-01 00:20:50,5.094,44.68,0.506,50.28,249,7.87,27.0,120,0.10131,0.97,0.76,1,normaal
2025-03-01 00:21:00,5.003,44.79,0.495,50.28,249,7.62,27.0,117,0.0995,0.99,1.17,1,normaal
2025-03-01 00:21:10,5.142,45.24,0.51,50.89,250,7.65,27.0,118,0.10105,0.98,1.1,1,normaal
2025-03-01 00:21:20,5.129,44.76,0.5,50.39,251,7.66,27.0,122,0.1018,0.94,0.62,1,normaal
2025-03-01 00:21:30,5.049,44.98,0.507,50.53,250,7.63,27.0,119,0.09992,0.94,1.01,1,normaal
2025-03-01 00:21:40,5.092,45.02,0.491,50.6,251,7.71,27.0,110,0.10063,0.92,0.76,1,normaal
2025-03-01 00:21:50,5.069,44.84,0.502,50.41,250,7.73,27.0,126,0.10057,0.91,0.87,1,normaal
2025-03-01 00:22:00,5.12,44.54,0.491,50.15,251,7.8,27.0,129,0.10209,0.95,1.6,1,normaal
2025-03-01 00:22:10,5.091,44.89,0.511,50.49,251,7.78,27.0,131,0.10082,0.89,0.64,1,normaal
2025-03-01 00:22:20,5.121,45.62,0.5,51.24,251,7.53,27.0,115,0.09993,0.87,0.76,1,normaal
2025-03-01 00:22:30,4.971,45.49,0.484,50.95,249,7.61,27.0,120,0.09756,1.03,1.28,1,normaal
2025-03-01 00:22:40,5.145,45.36,0.494,50.99,249,7.81,27.0,114,0.10089,1.02,1.1,1,normaal
2025-03-01 00:22:50,5.077,44.94,0.486,50.5,249,7.48,27.0,120,0.10053,1.02,0.41,1,normaal
2025-03-01 00:23:00,5.075,45.24,0.501,50.81,247,7.79,26.9,118,0.09988,1.02,1.01,1,normaal
2025-03-01 00:23:10,5.059,44.78,0.493,50.33,249,7.66,27.0,117,0.10051,0.98,0.91,1,normaal
2025-03-01 00:23:20,5.055,45.38,0.492,50.93,251,7.64,27.0,125,0.09925,1.0,0.53,1,normaal
2025-03-01 00:23:30,5.017,45.02,0.524,50.56,250,7.72,27.0,125,0.09921,0.98,1.54,1,normaal
2025-03-01 00:23:40,5.061,44.92,0.483,50.47,251,7.84,27.0,119,0.10028,0.96,0.91,1,normaal
2025-03-01 00:23:50,5.191,45.1,0.496,50.79,250,7.66,27.0,124,0.1022,1.01,0.66,1,normaal
2025-03-01 00:24:00,5.084,44.99,0.497,50.57,251,7.83,27.0,121,0.10055,1.01,1.15,1,normaal
2025-03-01 00:24:10,5.028,45.03,0.513,50.57,249,7.78,27.0,121,0.09943,1.01,1.04,1,normaal
2025-03-01 00:24:20,5.066,45.34,0.518,50.92,250,7.83,27.0,120,0.09948,1.03,0.98,1,normaal
2025-03-01 00:24:30,5.041,44.62,0.505,50.17,252,7.78,27.0,120,0.10049,1.03,1.86,1,normaal
2025-03-01 00:24:40,5.083,44.49,0.505,50.08,251,7.75,27.0,128,0.10149,1.05,1.14,1,normaal
2025-03-01 00:24:50,5.029,45.18,0.491,50.7,250,7.79,27.0,119,0.0992,1.06,0.95,1,normaal
2025-03-01 00:25:00,5.072,45.0,0.516,50.59,252,7.74,27.0,124,0.10025,1.06,1.24,1,normaal
2025-03-01 00:25:10,5.06,44.73,0.495,50.28,252,7.65,27.0,122,0.10063,1.01,1.06,1,normaal
2025-03-01 00:25:20,5.011,45.04,0.503,50.55,250,7.82,27.0,110,0.09912,1.04,1.12,1,normaal
2025-03-01 00:25:30,5.027,44.86,0.504,50.39,248,7.57,27.0,113,0.09976,1.02,0.95,1,normaal
2025-03-01 00:25:40,5.007,45.32,0.501,50.83,250,7.78,27.0,123,0.09852,1.05,1.22,1,normaal
2025-03-01 00:25:50,5.078,45.17,0.501,50.75,250,7.76,27.0,122,0.10006,1.03,0.51,1,normaal
2025-03-01 00:26:00,5.104,44.4,0.48,49.98,249,7.71,27.0,122,0.10212,1.08,0.43,1,normaal
2025-03-01 00:26:10,5.032,44.82,0.5,50.35,247,7.57,26.9,122,0.09994,1.07,0.89,1,normaal
2025-03-01 00:26:20,5.017,45.28,0.517,50.81,249,7.81,27.0,127,0.09875,1.06,0.98,1,normaal
2025-03-01 00:26:30,5.073,45.25,0.51,50.83,251,7.77,27.0,118,0.09981,1.06,1.26,1,normaal
2025-03-01 00:26:40,5.02,45.42,0.496,50.94,251,7.67,27.0,137,0.09855,1.1,0.59,1,normaal
2025-03-01 00:26:50,5.048,44.67,0.502,50.22,251,7.71,27.0,126,0.10052,1.1,1.04,1,normaal
2025-03-01 00:27:00,5.047,45.25,0.496,50.79,251,7.81,27.0,119,0.09938,1.03,0.6,1,normaal
2025-03-01 00:27:10,4.971,44.61,0.51,50.09,249,7.73,27.0,114,0.09924,1.03,1.24,1,normaal
2025-03-01 00:27:20,5.11,44.71,0.494,50.31,251,7.66,27.0,113,0.10156,1.07,0.52,1,normaal
2025-03-01 00:27:30,5.049,45.25,0.506,50.81,251,7.89,27.0,120,0.09937,0.98,1.01,1,normaal
2025-03-01 00:27:40,5.011,44.32,0.486,49.81,250,7.62,27.0,113,0.1006,0.97,1.03,1,normaal
2025-03-01 00:27:50,4.98,45.14,0.501,50.63,251,7.65,27.0,119,0.09837,1.01,1.09,1,normaal
2025-03-01 00:28:00,5.102,44.95,0.498,50.55,249,7.54,27.0,127,0.10093,1.03,1.63,1,normaal
2025-03-01 00:28:10,5.054,44.6,0.497,50.15,251,7.94,27.0,118,0.10077,1.03,1.35,1,normaal
2025-03-01 00:28:20,5.081,45.16,0.5,50.74,250,7.59,27.0,116,0.10015,1.02,1.14,1,normaal
2025-03-01 00:28:30,5.139,44.93,0.502,50.57,252,7.78,27.0,119,0.10162,1.05,0.67,1,normaal
2025-03-01 00:28:40,5.072,44.33,0.473,49.87,249,7.7,27.0,119,0.10169,1.09,1.51,1,normaal
2025-03-01 00:28:50,4.987,45.21,0.501,50.7,250,7.63,27.0,118,0.09836,1.07,1.17,1,normaal
2025-03-01 00:29:00,5.01,44.59,0.505,50.1,250,7.56,27.0,116,0.09999,1.06,0.94,1,normaal
2025-03-01 00:29:10,5.022,45.35,0.515,50.89,250,7.68,27.0,120,0.09868,1.09,1.33,1,normaal
2025-03-01 00:29:20,4.986,44.97,0.518,50.47,251,7.72,27.0,121,0.09879,1.1,0.84,1,normaal
2025-03-01 00:29:30,5.092,44.94,0.483,50.52,251,7.69,27.0,113,0.1008,1.11,1.38,1,normaal
2025-03-01 00:29:40,4.96,45.27,0.495,50.72,250,7.71,27.0,112,0.0978,1.14,1.29,1,normaal
2025-03-01 00:29:50,4.996,44.65,0.504,50.15,250,7.72,27.0,118,0.09961,1.14,0.3,1,normaal
2025-03-01 00:30:00,5.009,44.77,0.487,50.27,250,7.57,27.0,124,0.09965,1.13,0.6,1,normaal
2025-03-01 00:30:10,4.872,45.07,0.508,50.45,251,7.86,27.0,122,0.09656,1.27,0.99,1,normaal
2025-03-01 00:30:20,5.012,44.71,0.502,50.22,251,7.76,27.0,118,0.0998,1.27,1.17,1,normaal
2025-03-01 00:30:30,4.928,45.15,0.481,50.56,249,7.65,27.0,123,0.09748,1.33,1.32,1,normaal
2025-03-01 00:30:40,4.946,45.23,0.505,50.68,251,7.68,27.0,122,0.09758,1.37,1.14,1,normaal
2025-03-01 00:30:50,4.995,44.38,0.502,49.87,248,7.62,27.0,121,0.10015,1.37,1.55,1,normaal
2025-03-01 00:31:00,5.007,45.05,0.514,50.57,249,7.57,27.0,124,0.09901,1.29,1.66,1,normaal
2025-03-01 00:31:10,5.0,45.16,0.499,50.66,249,7.83,27.0,123,0.09871,1.3,1.09,1,normaal
2025-03-01 00:31:20,4.965,44.97,0.509,50.45,250,7.64,27.0,123,0.09843,1.31,1.28,1,normaal
2025-03-01 00:31:30,4.958,44.68,0.508,50.14,249,7.7,27.0,119,0.09887,1.31,1.84,1,normaal
2025-03-01 00:31:40,5.048,44.53,0.513,50.09,249,7.76,27.0,109,0.10078,1.32,1.28,1,normaal
2025-03-01 00:31:50,5.041,45.04,0.495,50.57,249,7.74,27.0,113,0.09969,1.31,1.03,1,normaal
2025-03-01 00:32:00,4.927,45.44,0.502,50.86,251,7.66,27.0,123,0.09686,1.39,1.48,1,normaal
2025-03-01 00:32:10,4.882,45.24,0.5,50.62,250,7.73,27.0,123,0.09644,1.5,1.57,1,normaal
2025-03-01 00:32:20,4.902,45.23,0.509,50.64,251,7.74,27.0,114,0.09681,1.5,1.05,1,normaal
2025-03-01 00:32:30,4.95,45.46,0.513,50.93,250,7.83,27.0,120,0.09719,1.54,1.46,1,normaal
2025-03-01 00:32:40,4.975,45.28,0.513,50.77,250,7.65,27.0,116,0.09799,1.53,1.39,1,normaal
2025-03-01 00:32:50,5.013,44.85,0.498,50.36,249,7.71,27.0,107,0.09955,1.52,1.33,1,normaal
2025-03-01 00:33:00,4.936,44.84,0.506,50.28,251,7.49,27.0,113,0.09816,1.49,0.92,1,normaal
2025-03-01 00:33:10,4.92,45.19,0.501,50.62,251,7.62,27.0,120,0.09721,1.48,1.47,1,normaal
2025-03-01 00:33:20,5.019,44.91,0.506,50.43,250,7.69,27.0,113,0.09951,1.46,1.45,1,normaal
2025-03-01 00:33:30,4.888,44.75,0.498,50.14,252,7.7,27.0,120,0.09749,1.38,1.74,1,normaal
2025-03-01 00:33:40,4.942,44.72,0.49,50.16,249,7.82,27.0,123,0.09853,1.25,0.89,1,normaal
2025-03-01 00:33:50,4.86,44.87,0.517,50.24,250,7.7,27.0,114,0.09672,1.29,1.75,1,normaal
2025-03-01 00:34:00,4.912,45.32,0.505,50.74,250,7.5,27.0,118,0.09681,1.3,1.26,1,normaal
2025-03-01 00:34:10,4.989,45.41,0.515,50.92,249,7.54,27.0,123,0.09798,1.3,1.43,1,normaal
2025-03-01 00:34:20,4.966,44.97,0.51,50.44,250,7.86,27.0,125,0.09845,1.3,1.59,1,normaal
2025-03-01 00:34:30,4.982,45.42,0.507,50.91,250,7.72,27.0,120,0.09786,1.21,1.07,1,normaal
2025-03-01 00:34:40,4.99,45.08,0.499,50.57,249,7.53,27.0,113,0.09868,1.21,1.34,1,normaal
2025-03-01 00:34:50,4.926,45.11,0.515,50.55,251,7.82,27.0,130,0.09745,1.19,1.6,1,normaal
2025-03-01 00:35:00,4.991,45.24,0.509,50.74,250,7.58,27.0,120,0.09836,1.16,0.94,1,normaal
2025-03-01 00:35:10,4.977,44.57,0.499,50.05,250,7.8,27.0,120,0.09945,1.14,1.47,1,normaal
2025-03-01 00:35:20,4.911,44.94,0.503,50.35,251,7.63,27.0,130,0.09753,1.11,1.61,1,normaal
2025-03-01 00:35:30,4.992,45.32,0.491,50.8,250,7.93,27.0,123,0.09827,1.1,1.62,1,normaal
2025-03-01 00:35:40,4.892,45.08,0.491,50.46,252,7.82,27.0,132,0.09695,1.12,1.06,1,normaal
2025-03-01 00:35:50,4.922,45.01,0.49,50.42,250,7.69,27.0,120,0.09761,1.06,0.92,1,normaal
2025-03-01 00:36:00,4.883,44.8,0.52,50.2,249,7.9,27.0,121,0.09726,1.06,0.91,1,normaal
2025-03-01 00:36:10,5.004,45.38,0.503,50.88,249,7.75,27.0,106,0.09835,1.05,1.6,1,normaal
2025-03-01 00:36:20,5.016,44.56,0.506,50.08,249,7.82,27.0,122,0.10016,1.12,0.92,1,normaal
2025-03-01 00:36:30,4.984,44.49,0.507,49.98,250,7.78,27.0,115,0.09972,1.15,0.84,1,normaal
2025-03-01 00:36:40,4.965,44.68,0.48,50.13,248,7.82,27.0,115,0.09905,1.05,0.42,1,normaal
2025-03-01 00:36:50,4.987,45.08,0.504,50.57,249,7.5,27.0,119,0.09861,1.01,1.59,1,normaal
2025-03-01 00:37:00,4.913,45.15,0.497,50.56,251,7.66,27.0,110,0.09717,1.0,0.81,1,normaal
2025-03-01 00:37:10,4.947,44.83,0.511,50.28,248,7.65,27.0,119,0.09839,0.96,1.06,1,normaal
2025-03-01 00:37:20,4.953,44.9,0.508,50.36,251,7.68,27.0,120,0.09836,0.93,0.65,1,normaal
2025-03-01 00:37:30,4.888,44.92,0.515,50.32,250,7.7,27.0,117,0.09713,0.93,0.81,1,normaal
2025-03-01 00:37:40,4.853,44.47,0.51,49.83,250,7.68,27.0,123,0.09739,0.94,0.83,1,normaal
2025-03-01 00:37:50,4.971,45.29,0.489,50.75,249,7.66,27.0,121,0.09796,0.9,0.87,1,normaal
2025-03-01 00:38:00,4.868,45.2,0.51,50.58,250,7.76,27.0,120,0.09623,0.96,1.06,1,normaal
