timestamp,ruimte,GMP_grade,deeltjes_05um_per_m3,deeltjes_50um_per_m3,limiet_05um,limiet_50um,temperatuur_C,rel_vochtigheid_pct,drukverschil_kPa,min_drukverschil_kPa,in_specificatie,alarm,event
2025-06-01 09:00,Room_C1,C,68308,486,352000,2900,20.1,45.7,0.0298,0.015,1,geen,normaal
2025-06-01 09:00,Room_B1,B,1248,4,3520,29,19.9,46.1,0.0356,0.025,1,geen,normaal
2025-06-01 09:00,Room_A2,A,571,3,3520,20,20.4,44.9,0.0462,0.035,1,geen,normaal
2025-06-01 09:30,Room_A1,A,491,5,3520,20,19.8,44.7,0.0415,0.035,1,geen,normaal
2025-06-01 09:30,Room_B1,B,1286,4,3520,29,19.9,45.2,0.0351,0.025,1,geen,normaal
2025-06-01 09:30,Room_D1,D,985586,3055,3520000,29000,20.3,44.2,0.014,0.01,1,geen,normaal
2025-06-01 09:30,Room_A2,A,679,3,3520,20,20.0,45.4,0.05,0.035,1,geen,normaal
2025-06-01 09:30,Room_C1,C,68468,401,352000,2900,19.8,43.6,0.0235,0.015,1,geen,normaal
2025-06-01 09:30,Room_B2,B,698,5,3520,29,20.4,46.4,0.0346,0.025,1,geen,normaal
2025-06-01 10:00,Room_B1,B,1183,4,3520,29,19.7,45.8,0.0359,0.025,1,geen,normaal
2025-06-01 10:00,Room_D1,D,1006828,3123,3520000,29000,19.6,45.2,0.0219,0.01,1,geen,normaal
2025-06-01 10:00,Room_C1,C,86814,404,352000,2900,20.5,45.3,0.0244,0.015,1,geen,normaal
2025-06-01 10:00,Room_A1,A,513,5,3520,20,19.9,44.7,0.0474,0.035,1,geen,normaal
2025-06-01 10:00,Room_A2,A,593,3,3520,20,19.8,43.3,0.0382,0.035,1,geen,normaal
2025-06-01 10:00,Room_B2,B,722,5,3520,29,20.3,44.8,0.0326,0.025,1,geen,normaal
2025-06-01 10:30,Room_B1,B,1121,4,3520,29,20.6,44.9,0.0334,0.025,1,geen,normaal
2025-06-01 10:30,Room_A1,A,486,5,3520,20,20.3,44.2,0.0469,0.035,1,geen,normaal
2025-06-01 10:30,Room_D1,D,1025625,3267,3520000,29000,20.4,43.5,0.0203,0.01,1,geen,normaal
2025-06-01 10:30,Room_A2,A,584,4,3520,20,19.9,45.5,0.0469,0.035,1,geen,normaal
2025-06-01 10:30,Room_B2,B,706,5,3520,29,19.8,45.8,0.0343,0.025,1,geen,normaal
2025-06-01 10:30,Room_C1,C,304507,1123,352000,2900,20.0,44.4,0.0136,0.015,0,druk_alarm,deuropening
2025-06-01 11:00,Room_B1,B,1177,4,3520,29,20.3,46.0,0.0323,0.025,1,geen,normaal
2025-06-01 11:00,Room_A2,A,589,4,3520,20,19.6,43.7,0.0422,0.035,1,geen,normaal
2025-06-01 11:00,Room_D1,D,977626,3150,3520000,29000,20.3,44.5,0.017,0.01,1,geen,normaal
2025-06-01 11:00,Room_C1,C,67278,415,352000,2900,20.0,43.8,0.0221,0.015,1,geen,normaal
2025-06-01 11:00,Room_B2,B,675,5,3520,29,19.6,46.7,0.0317,0.025,1,geen,normaal
2025-06-01 11:00,Room_A1,A,505,5,3520,20,20.0,45.5,0.0473,0.035,1,geen,normaal
2025-06-01 11:30,Room_C1,C,89553,434,352000,2900,20.1,43.3,0.0296,0.015,1,geen,normaal
2025-06-01 11:30,Room_A1,A,539,5,3520,20,20.2,46.2,0.0441,0.035,1,geen,normaal
2025-06-01 11:30,Room_D1,D,1106213,3102,3520000,29000,20.0,44.1,0.021,0.01,1,geen,normaal
2025-06-01 11:30,Room_B1,B,1316,5,3520,29,20.1,46.0,0.0406,0.025,1,geen,normaal
2025-06-01 11:30,Room_B2,B,3476,13,3520,29,19.8,43.8,0.0284,0.025,1,geen,deuropening
2025-06-01 11:30,Room_A2,A,672,3,3520,20,20.1,45.4,0.0408,0.035,1,geen,normaal
2025-06-01 12:00,Room_A1,A,524,5,3520,20,19.7,44.0,0.0402,0.035,1,geen,normaal
2025-06-01 12:00,Room_C1,C,77859,458,352000,2900,19.9,45.4,0.0261,0.015,1,geen,normaal
2025-06-01 12:00,Room_D1,D,989136,3283,3520000,29000,19.9,46.4,0.0164,0.01,1,geen,normaal
2025-06-01 12:00,Room_A2,A,619,4,3520,20,19.8,44.3,0.0466,0.035,1,geen,normaal
2025-06-01 12:00,Room_B1,B,1118,5,3520,29,20.8,45.1,0.0358,0.025,1,geen,normaal
2025-06-01 12:00,Room_B2,B,737,5,3520,29,19.8,44.6,0.0397,0.025,1,geen,normaal
2025-06-01 12:30,Room_A2,A,602,3,3520,20,20.0,45.3,0.0447,0.035,1,geen,normaal
2025-06-01 12:30,Room_D1,D,1053111,3123,3520000,29000,20.0,47.3,0.0174,0.01,1,geen,normaal
2025-06-01 12:30,Room_A1,A,516,5,3520,20,19.7,46.2,0.0452,0.035,1,geen,normaal
2025-06-01 12:30,Room_B1,B,1120,4,3520,29,20.3,44.6,0.0352,0.025,1,geen,normaal
2025-06-01 12:30,Room_C1,C,67934,421,352000,2900,19.6,43.2,0.0247,0.015,1,geen,normaal
2025-06-01 12:30,Room_B2,B,669,5,3520,29,19.7,46.5,0.0358,0.025,1,geen,normaal
2025-06-01 13:00,Room_A1,A,573,5,3520,20,19.8,45.3,0.0441,0.035,1,geen,normaal
2025-06-01 13:00,Room_C1,C,74416,455,352000,2900,19.7,45.2,0.0252,0.015,1,geen,normaal
2025-06-01 13:00,Room_A2,A,584,3,3520,20,20.1,43.0,0.0387,0.035,1,geen,normaal
2025-06-01 13:00,Room_B2,B,721,5,3520,29,20.0,46.9,0.035,0.025,1,geen,normaal
2025-06-01 13:00,Room_D1,D,1021036,3253,3520000,29000,20.1,47.0,0.0188,0.01,1,geen,normaal
2025-06-01 13:00,Room_B1,B,1166,4,3520,29,20.3,46.6,0.0339,0.025,1,geen,normaal
2025-06-01 13:30,Room_A1,A,492,5,3520,20,19.6,44.8,0.0444,0.035,1,geen,normaal
2025-06-01 13:30,Room_A2,A,561,3,3520,20,20.4,46.6,0.0425,0.035,1,geen,normaal
2025-06-01 13:30,Room_B2,B,707,5,3520,29,19.7,44.7,0.0343,0.025,1,geen,normaal
2025-06-01 13:30,Room_C1,C,76522,418,352000,2900,19.9,44.6,0.0184,0.015,1,geen,normaal
2025-06-01 13:30,Room_D1,D,1082648,3139,3520000,29000,20.2,46.1,0.0216,0.01,1,geen,normaal
2025-06-01 13:30,Room_B1,B,1203,4,3520,29,20.0,44.9,0.0382,0.025,1,geen,normaal
2025-06-01 14:00,Room_A1,A,482,5,3520,20,19.9,43.6,0.0459,0.035,1,geen,normaal
2025-06-01 14:00,Room_B2,B,775,5,3520,29,20.4,44.0,0.0351,0.025,1,geen,normaal
2025-06-01 14:00,Room_A2,A,613,3,3520,20,20.6,44.8,0.0428,0.035,1,geen,normaal
2025-06-01 14:00,Room_C1,C,66983,410,352000,2900,19.6,44.7,0.0226,0.015,1,geen,normaal
2025-06-01 14:00,Room_B1,B,1114,4,3520,29,19.5,45.9,0.0338,0.025,1,geen,normaal
2025-06-01 14:00,Room_D1,D,1101141,3093,3520000,29000,20.1,43.4,0.0195,0.01,1,geen,normaal
2025-06-01 14:30,Room_B1,B,1174,4,3520,29,20.5,44.7,0.0412,0.025,1,geen,normaal
2025-06-01 14:30,Room_B2,B,653,5,3520,29,19.8,45.7,0.0362,0.025,1,geen,normaal
2025-06-01 14:30,Room_A2,A,677,3,3520,20,19.8,44.9,0.0433,0.035,1,geen,normaal
2025-06-01 14:30,Room_D1,D,1099340,3029,3520000,29000,20.0,47.4,0.0226,0.01,1,geen,normaal
2025-06-01 14:30,Room_A1,A,507,5,3520,20,19.7,46.8,0.0492,0.035,1,geen,normaal
2025-06-01 14:30,Room_C1,C,75719,423,352000,2900,20.3,46.9,0.0256,0.015,1,geen,normaal
2025-06-01 15:00,Room_B2,B,792,5,3520,29,19.9,43.5,0.0373,0.025,1,geen,normaal
2025-06-01 15:00,Room_C1,C,76584,416,352000,2900,20.2,45.7,0.0246,0.015,1,geen,normaal
2025-06-01 15:00,Room_D1,D,1009526,3034,3520000,29000,20.4,44.7,0.0215,0.01,1,geen,normaal
2025-06-01 15:00,Room_A1,A,496,5,3520,20,20.0,45.6,0.0481,0.035,1,geen,normaal
2025-06-01 15:00,Room_A2,A,586,3,3520,20,20.1,44.4,0.0447,0.035,1,geen,normaal
2025-06-01 15:00,Room_B1,B,1100,4,3520,29,20.0,46.0,0.0368,0.025,1,geen,normaal
2025-06-01 15:30,Room_B2,B,718,5,3520,29,20.4,43.8,0.0302,0.025,1,geen,normaal
2025-06-01 15:30,Room_B1,B,1361,4,3520,29,19.6,46.3,0.0328,0.025,1,geen,normaal
2025-06-01 15:30,Room_A2,A,589,3,3520,20,20.0,45.3,0.0449,0.035,1,geen,normaal
2025-06-01 15:30,Room_A1,A,484,5,3520,20,20.0,45.9,0.0395,0.035,1,geen,normaal
2025-06-01 15:30,Room_D1,D,1072440,3602,3520000,29000,20.3,44.1,0.0196,0.01,1,geen,normaal
2025-06-01 15:30,Room_C1,C,69353,412,352000,2900,20.2,46.2,0.0265,0.015,1,geen,normaal
2025-06-01 16:00,Room_C1,C,68595,498,352000,2900,19.5,46.0,0.0251,0.015,1,geen,normaal
2025-06-01 16:00,Room_A1,A,501,5,3520,20,19.8,45.4,0.0432,0.035,1,geen,normaal
2025-06-01 16:00,Room_B1,B,1165,4,3520,29,20.1,45.9,0.0388,0.025,1,geen,normaal
2025-06-01 16:00,Room_D1,D,1136153,3018,3520000,29000,20.2,44.2,0.0188,0.01,1,geen,normaal
2025-06-01 16:00,Room_B2,B,630,5,3520,29,20.1,44.4,0.0378,0.025,1,geen,normaal
2025-06-01 16:00,Room_A2,A,546,3,3520,20,20.0,44.8,0.0438,0.035,1,geen,normaal
2025-06-01 16:30,Room_B1,B,1180,5,3520,29,19.7,43.9,0.0391,0.025,1,geen,normaal
2025-06-01 16:30,Room_D1,D,973893,3077,3520000,29000,19.9,45.8,0.0167,0.01,1,geen,normaal
2025-06-01 16:30,Room_A2,A,603,3,3520,20,19.9,46.0,0.0459,0.035,1,geen,normaal
2025-06-01 16:30,Room_A1,A,491,5,3520,20,20.3,46.4,0.0428,0.035,1,geen,normaal
2025-06-01 16:30,Room_B2,B,713,5,3520,29,20.0,43.9,0.0341,0.025,1,geen,normaal
2025-06-01 16:30,Room_C1,C,66135,400,352000,2900,19.1,44.7,0.0226,0.015,1,geen,normaal
2025-06-01 17:00,Room_A1,A,464,5,3520,20,20.0,45.3,0.0453,0.035,1,geen,normaal
2025-06-01 17:00,Room_A2,A,538,3,3520,20,20.6,45.7,0.0448,0.035,1,geen,normaal
2025-06-01 17:00,Room_C1,C,67513,422,352000,2900,19.9,46.6,0.0225,0.015,1,geen,normaal
2025-06-01 17:00,Room_D1,D,988660,3101,3520000,29000,20.2,46.9,0.0169,0.01,1,geen,normaal
2025-06-01 17:00,Room_B2,B,662,5,3520,29,20.0,44.5,0.0333,0.025,1,geen,normaal
2025-06-01 17:00,Room_B1,B,1102,4,3520,29,20.0,45.3,0.0318,0.025,1,geen,normaal
2025-06-01 17:30,Room_B1,B,1065,4,3520,29,19.7,45.8,0.033,0.025,1,geen,normaal
2025-06-01 17:30,Room_A1,A,516,5,3520,20,20.1,44.5,0.047,0.035,1,geen,normaal
2025-06-01 17:30,Room_D1,D,1067099,3161,3520000,29000,19.8,45.3,0.0162,0.01,1,geen,normaal
2025-06-01 17:30,Room_C1,C,68073,404,352000,2900,20.3,44.1,0.0263,0.015,1,geen,normaal
2025-06-01 17:30,Room_B2,B,719,5,3520,29,20.4,45.2,0.0395,0.025,1,geen,normaal
2025-06-01 17:30,Room_A2,A,566,3,3520,20,19.9,44.8,0.0445,0.035,1,geen,normaal
2025-06-01 18:00,Room_B1,B,1134,5,3520,29,19.7,44.3,0.0374,0.025,1,geen,normaal
2025-06-01 18:00,Room_A1,A,505,5,3520,20,20.1,45.3,0.0467,0.035,1,geen,normaal
2025-06-01 18:00,Room_A2,A,1972,5,3520,20,20.2,44.2,0.0309,0.035,0,druk_alarm,deuropening
2025-06-01 18:00,Room_D1,D,987639,3085,3520000,29000,20.2,44.2,0.0185,0.01,1,geen,normaal
2025-06-01 18:00,Room_C1,C,73304,432,352000,2900,19.8,46.4,0.0235,0.015,1,geen,normaal
2025-06-01 18:00,Room_B2,B,648,5,3520,29,20.0,44.1,0.0391,0.025,1,geen,normaal
2025-06-01 18:30,Room_C1,C,78913,392,352000,2900,19.9,43.6,0.0262,0.015,1,geen,normaal
2025-06-01 18:30,Room_D1,D,1036131,3235,3520000,29000,20.6,45.0,0.0205,0.01,1,geen,normaal
2025-06-01 18:30,Room_B2,B,627,5,3520,29,20.0,44.2,0.0331,0.025,1,geen,normaal
2025-06-01 18:30,Room_A1,A,501,5,3520,20,20.2,44.6,0.0437,0.035,1,geen,normaal
2025-06-01 18:30,Room_B1,B,1183,4,3520,29,20.0,44.9,0.0393,0.025,1,geen,normaal
2025-06-01 18:30,Room_A2,A,2109,6,3520,20,19.6,42.8,0.0361,0.035,1,geen,deuropening
2025-06-01 19:00,Room_C1,C,66120,394,352000,2900,20.0,44.0,0.0223,0.015,1,geen,normaal
2025-06-01 19:00,Room_A1,A,459,5,3520,20,19.7,44.9,0.0465,0.035,1,geen,normaal
2025-06-01 19:00,Room_A2,A,563,3,3520,20,20.1,46.0,0.049,0.035,1,geen,normaal
2025-06-01 19:00,Room_B1,B,1072,4,3520,29,19.5,46.3,0.0427,0.025,1,geen,normaal
2025-06-01 19:00,Room_D1,D,944200,2937,3520000,29000,20.6,45.3,0.0135,0.01,1,geen,normaal
2025-06-01 19:00,Room_B2,B,711,5,3520,29,20.6,46.3,0.0349,0.025,1,geen,normaal
2025-06-01 19:30,Room_B1,B,1058,4,3520,29,19.7,44.6,0.0326,0.025,1,geen,normaal
2025-06-01 19:30,Room_D1,D,1025640,3302,3520000,29000,20.4,46.0,0.0193,0.01,1,geen,normaal
2025-06-01 19:30,Room_C1,C,69787,390,352000,2900,20.3,43.9,0.024,0.015,1,geen,normaal
2025-06-01 19:30,Room_A1,A,466,4,3520,20,20.7,45.9,0.0494,0.035,1,geen,normaal
2025-06-01 19:30,Room_B2,B,661,5,3520,29,19.9,42.7,0.0358,0.025,1,geen,normaal
2025-06-01 19:30,Room_A2,A,541,3,3520,20,20.3,44.5,0.0464,0.035,1,geen,normaal
2025-06-01 20:00,Room_D1,D,1087340,2920,3520000,29000,20.1,43.9,0.0192,0.01,1,geen,normaal
2025-06-01 20:00,Room_A1,A,468,4,3520,20,19.8,46.4,0.045,0.035,1,geen,normaal
2025-06-01 20:00,Room_A2,A,675,3,3520,20,19.4,44.9,0.0472,0.035,1,geen,normaal
2025-06-01 20:00,Room_C1,C,89555,404,352000,2900,20.4,45.9,0.0221,0.015,1,geen,normaal
2025-06-01 20:00,Room_B2,B,654,5,3520,29,20.0,47.1,0.0366,0.025,1,geen,normaal
2025-06-01 20:00,Room_B1,B,1023,4,3520,29,19.9,46.1,0.0328,0.025,1,geen,normaal
2025-06-01 20:30,Room_A2,A,524,3,3520,20,20.0,43.8,0.0442,0.035,1,geen,normaal
2025-06-01 20:30,Room_A1,A,478,5,3520,20,20.2,43.1,0.0353,0.035,1,geen,normaal
