timestamp,temp_werkelijk_C,druk_werkelijk_bar,debiet_werkelijk_kgh,niveau_werkelijk_pct,T1_thermokoppel_C,T1_status,T2_RTD_C,T2_status,T3_IR_C,T3_status,T4_thermistor_C,T4_status,P1_capacitief_bar,P1_status,P2_piezo_bar,P2_status,P3_bourdon_bar,P3_status,F1_coriolis_kgh,F1_status,F2_vortex_kgh,F2_status,F3_DP_kgh,F3_status,L1_radar_pct,L1_status,L2_DP_pct,L2_status
2025-10-01 10:00:00,155.11,5.399,107.2,69.5,153.4,ok,155.59,ok,154.6,ok,153.9,ok,5.456,ok,5.442,ok,5.55,ok,105.6,ok,107.7,ok,106.5,ok,69.4,ok,69.6,ok
2025-10-01 11:00:00,154.85,5.399,103.3,69.6,157.6,ok,155.68,ok,153.6,ok,156.4,ok,5.378,ok,5.208,ok,5.506,ok,104.6,ok,100.4,ok,102.7,ok,69.7,ok,69.0,ok
2025-10-01 12:00:00,154.44,5.429,100.8,70.0,154.4,ok,155.03,ok,154.4,ok,155.5,ok,5.39,ok,5.391,ok,5.095,ok,100.8,ok,98.2,ok,97.4,ok,69.3,ok,70.9,ok
2025-10-01 13:00:00,153.74,5.44,96.6,70.1,155.5,ok,154.79,ok,153.5,ok,153.0,ok,5.456,ok,5.376,ok,5.523,ok,94.3,ok,96.4,ok,97.8,ok,69.5,ok,69.5,ok
2025-10-01 14:00:00,153.4,5.453,92.9,69.4,152.9,ok,154.97,ok,154.2,ok,154.1,ok,5.437,ok,5.31,ok,5.533,ok,91.9,ok,87.9,ok,94.6,ok,69.6,ok,69.3,ok
2025-10-01 15:00:00,153.27,5.502,89.1,69.2,155.3,ok,154.79,ok,152.4,ok,150.9,ok,5.59,ok,5.276,ok,5.661,ok,87.3,ok,92.1,laag_debiet_onbetrouwbaar,89.5,ok,68.7,ok,67.9,ok
2025-10-01 16:00:00,152.97,5.51,86.8,68.4,154.0,ok,153.36,ok,151.5,ok,152.7,ok,5.487,ok,5.423,ok,5.397,ok,86.1,ok,81.7,laag_debiet_onbetrouwbaar,85.2,ok,67.8,ok,68.7,ok
2025-10-01 17:00:00,152.99,5.493,85.2,67.7,153.4,ok,153.51,ok,152.2,ok,148.9,ok,5.506,ok,5.598,ok,5.71,ok,84.3,ok,86.6,laag_debiet_onbetrouwbaar,87.8,ok,67.1,ok,68.2,ok
2025-10-01 18:00:00,153.21,5.5,85.7,67.1,151.6,ok,153.77,ok,153.2,ok,154.7,ok,5.452,ok,5.417,ok,5.684,ok,85.0,ok,85.9,laag_debiet_onbetrouwbaar,85.1,ok,67.3,ok,65.5,ok
2025-10-01 19:00:00,153.72,5.493,85.1,66.1,152.5,ok,153.1,ok,153.7,ok,151.5,ok,5.543,ok,5.493,ok,5.393,ok,85.7,ok,80.9,laag_debiet_onbetrouwbaar,83.4,ok,66.0,ok,66.8,ok
2025-10-01 20:00:00,154.07,5.521,86.8,64.8,153.1,ok,152.98,ok,155.1,ok,153.2,ok,5.502,ok,5.437,ok,5.387,ok,85.6,ok,83.3,laag_debiet_onbetrouwbaar,84.2,ok,66.1,ok,66.2,ok
2025-10-01 21:00:00,155.03,5.497,88.6,63.9,154.0,ok,153.48,ok,156.8,ok,154.5,ok,5.563,ok,5.64,ok,5.43,ok,87.5,ok,91.0,laag_debiet_onbetrouwbaar,85.9,ok,63.5,ok,64.9,ok
2025-10-01 22:00:00,155.76,5.476,91.3,62.4,153.6,ok,153.31,ok,155.7,ok,159.6,ok,5.469,ok,5.559,ok,5.63,ok,91.1,ok,91.5,ok,87.6,ok,62.6,ok,61.9,ok
2025-10-01 23:00:00,156.8,5.451,96.3,61.4,158.4,ok,153.62,ok,155.9,ok,156.4,ok,5.44,ok,5.488,ok,5.507,ok,95.8,ok,97.8,ok,102.7,ok,61.3,ok,61.6,ok
2025-10-02 00:00:00,157.73,5.414,100.8,59.9,158.4,ok,155.08,ok,157.8,ok,159.5,ok,5.352,ok,5.499,ok,5.39,ok,100.9,ok,102.6,ok,102.5,ok,60.2,ok,59.9,ok
2025-10-02 01:00:00,158.67,5.414,104.4,58.7,158.5,ok,155.99,ok,159.2,ok,158.0,ok,5.448,ok,5.528,ok,5.581,ok,105.3,ok,103.7,ok,105.2,ok,59.7,ok,58.6,ok
2025-10-02 02:00:00,159.87,5.38,106.5,57.3,161.5,ok,156.35,ok,160.2,ok,161.4,ok,5.501,ok,5.328,ok,5.507,ok,106.2,ok,106.2,ok,105.3,ok,57.5,ok,56.4,ok
2025-10-02 03:00:00,160.75,5.335,110.6,56.0,161.7,ok,157.82,ok,160.9,ok,157.4,ok,5.306,ok,5.322,ok,5.195,ok,112.4,ok,113.9,ok,113.1,ok,56.0,ok,54.5,ok
2025-10-02 04:00:00,161.35,5.319,113.4,54.8,161.3,ok,158.42,ok,161.2,ok,159.6,ok,5.307,ok,5.321,ok,5.348,ok,111.3,ok,113.9,ok,113.2,ok,54.7,ok,54.9,ok
2025-10-02 05:00:00,161.83,5.272,114.7,53.7,162.5,ok,160.17,ok,161.4,ok,164.9,ok,5.421,ok,5.202,ok,5.246,ok,115.2,ok,119.6,ok,115.8,ok,55.0,ok,54.0,ok
2025-10-02 06:00:00,162.09,5.256,115.4,52.6,160.5,ok,160.78,ok,162.9,ok,162.8,ok,5.236,ok,5.212,ok,5.332,ok,114.9,ok,117.8,ok,114.6,ok,52.5,ok,51.4,ok
2025-10-02 07:00:00,161.96,5.221,115.1,51.9,162.6,ok,161.77,ok,162.3,ok,163.6,ok,5.244,ok,5.012,ok,5.324,ok,115.7,ok,116.5,ok,116.7,ok,51.9,ok,50.8,ok
2025-10-02 08:00:00,162.06,5.16,114.1,51.6,161.7,ok,162.53,ok,162.0,ok,163.8,ok,5.139,ok,5.125,ok,5.022,ok,114.1,ok,110.3,ok,116.9,ok,51.2,ok,54.0,ok
2025-10-02 09:00:00,161.53,5.136,110.8,50.7,163.3,ok,162.19,ok,161.4,ok,162.3,ok,5.121,ok,5.106,ok,5.238,ok,110.4,ok,110.4,ok,109.1,ok,51.2,ok,50.4,ok
2025-10-02 10:00:00,160.92,5.081,107.4,50.1,161.0,ok,162.09,ok,161.5,ok,163.3,ok,5.093,ok,5.139,ok,5.112,ok,107.2,ok,103.7,ok,105.9,ok,50.3,ok,49.8,ok
2025-10-02 11:00:00,160.43,5.042,104.8,49.6,160.9,ok,162.5,ok,172.3,stoom_interferentie,160.2,ok,5.141,ok,4.92,ok,5.202,ok,104.5,ok,101.8,ok,103.6,ok,48.8,ok,50.7,ok
2025-10-02 12:00:00,159.79,5.008,100.0,50.2,157.9,ok,162.09,ok,159.4,ok,161.8,ok,5.047,ok,4.942,ok,4.577,ok,101.8,ok,104.3,ok,96.6,ok,50.1,ok,50.7,ok
2025-10-02 13:00:00,159.15,4.963,96.5,50.0,160.3,ok,160.83,ok,159.4,ok,158.6,ok,4.988,ok,4.945,ok,4.775,ok,96.4,ok,95.0,ok,99.7,ok,50.0,ok,50.7,ok
2025-10-02 14:00:00,158.44,4.903,92.5,50.7,159.8,ok,160.48,ok,156.9,ok,161.3,ok,4.975,ok,4.82,ok,4.939,ok,91.7,ok,97.4,ok,95.1,ok,50.0,ok,50.3,ok
2025-10-02 15:00:00,157.91,4.874,88.8,50.8,159.2,ok,160.42,ok,157.4,ok,157.5,ok,4.853,ok,4.772,ok,4.996,ok,89.6,ok,107.4,laag_debiet_onbetrouwbaar,90.5,ok,50.4,ok,51.1,ok
2025-10-02 16:00:00,157.42,4.836,87.7,51.4,159.2,ok,159.45,ok,158.0,ok,158.1,ok,4.815,ok,4.96,ok,4.857,ok,87.3,ok,91.7,laag_debiet_onbetrouwbaar,87.8,ok,51.5,ok,52.0,ok
2025-10-02 17:00:00,157.08,4.798,85.9,52.1,156.2,ok,158.04,ok,156.4,ok,159.1,ok,4.824,ok,4.762,ok,4.823,ok,87.5,ok,96.1,laag_debiet_onbetrouwbaar,86.4,ok,52.1,ok,51.9,ok
2025-10-02 18:00:00,156.91,4.755,84.7,53.0,160.7,ok,158.23,ok,156.9,ok,156.2,ok,4.767,ok,4.763,ok,4.841,ok,85.0,ok,79.8,laag_debiet_onbetrouwbaar,86.6,ok,52.7,ok,53.1,ok
2025-10-02 19:00:00,157.1,4.716,85.5,53.7,158.0,ok,157.21,ok,155.9,ok,157.7,ok,4.762,ok,4.676,ok,4.564,ok,86.2,ok,69.3,laag_debiet_onbetrouwbaar,84.4,ok,53.3,ok,51.8,ok
2025-10-02 20:00:00,157.17,4.676,86.9,55.0,159.5,ok,156.88,ok,158.3,ok,160.3,ok,4.686,ok,4.752,ok,4.581,ok,86.1,ok,93.5,laag_debiet_onbetrouwbaar,85.0,ok,55.9,ok,55.7,ok
2025-10-02 21:00:00,157.92,4.667,89.5,55.7,155.3,ok,156.92,ok,157.9,ok,159.2,ok,4.677,ok,4.781,ok,4.942,ok,88.2,ok,101.3,laag_debiet_onbetrouwbaar,88.8,ok,56.2,ok,56.1,ok
2025-10-02 22:00:00,158.12,4.626,92.3,57.7,159.8,ok,156.73,ok,157.9,ok,158.4,ok,4.61,ok,4.721,ok,4.626,ok,91.2,ok,94.7,ok,93.6,ok,58.0,ok,57.7,ok
2025-10-02 23:00:00,159.13,4.609,95.3,58.8,158.3,ok,156.93,ok,157.6,ok,161.4,ok,4.648,ok,4.563,ok,4.784,ok,93.7,ok,103.6,ok,96.8,ok,58.9,ok,59.0,ok
2025-10-03 00:00:00,159.65,4.556,100.1,60.0,162.0,ok,158.22,ok,158.2,ok,159.1,ok,4.526,ok,4.477,ok,4.548,ok,99.2,ok,99.0,ok,99.3,ok,58.7,ok,60.0,ok
2025-10-03 01:00:00,160.45,4.541,103.3,61.4,163.9,ok,158.4,ok,159.3,ok,158.8,ok,4.608,ok,4.753,ok,4.5,ok,106.4,ok,102.4,ok,103.7,ok,62.0,ok,62.0,ok
2025-10-03 02:00:00,161.14,4.522,107.8,62.2,161.0,ok,159.42,ok,159.9,ok,161.1,ok,4.532,ok,4.625,ok,4.743,ok,107.9,ok,107.2,ok,104.5,ok,62.6,ok,61.3,ok
2025-10-03 03:00:00,161.42,4.513,110.6,63.8,158.4,ok,159.92,ok,162.0,ok,160.5,ok,4.524,ok,4.526,ok,4.464,ok,109.6,ok,107.0,ok,111.6,ok,63.9,ok,64.2,ok
2025-10-03 04:00:00,161.84,4.489,113.4,65.0,162.5,ok,160.32,ok,162.5,ok,165.1,saturatie,4.524,ok,4.552,ok,4.642,ok,112.2,ok,115.2,ok,110.5,ok,64.0,ok,65.7,ok
2025-10-03 05:00:00,162.17,4.497,114.9,66.3,161.9,ok,161.14,ok,161.5,ok,159.2,ok,4.589,ok,4.573,ok,4.472,ok,118.1,ok,116.7,ok,118.4,ok,66.2,ok,66.0,ok
2025-10-03 06:00:00,162.01,4.506,115.5,67.2,162.1,ok,160.99,ok,160.8,ok,164.1,ok,4.522,ok,4.666,ok,4.549,ok,115.4,ok,113.6,ok,117.5,ok,66.5,ok,67.0,ok
2025-10-03 07:00:00,161.66,4.497,114.6,67.7,160.9,ok,161.85,ok,160.9,ok,162.1,ok,4.519,ok,4.423,ok,4.643,ok,114.0,ok,113.1,ok,113.5,ok,68.1,ok,67.8,ok
2025-10-03 08:00:00,161.25,4.511,112.6,68.8,161.2,ok,162.86,ok,159.1,ok,165.1,saturatie,4.557,ok,4.341,ok,4.441,ok,110.7,ok,114.6,ok,109.5,ok,69.4,ok,68.1,ok
2025-10-03 09:00:00,160.76,4.531,109.7,68.9,160.6,ok,161.63,ok,159.7,ok,160.9,ok,4.546,ok,4.572,ok,4.391,ok,109.2,ok,105.7,ok,112.8,ok,68.6,ok,70.3,ok
2025-10-03 10:00:00,159.72,4.531,106.9,69.4,156.8,ok,161.69,ok,159.0,ok,157.8,ok,4.383,ok,4.535,ok,4.48,ok,107.2,ok,108.9,ok,105.8,ok,69.6,ok,69.8,ok
2025-10-03 11:00:00,158.64,4.537,103.5,70.2,159.1,ok,161.67,ok,158.3,ok,161.3,ok,4.494,ok,4.458,ok,4.515,ok,104.4,ok,107.8,ok,104.1,ok,70.2,ok,70.3,ok
2025-10-03 12:00:00,157.85,4.55,100.3,69.8,157.0,ok,161.34,ok,157.6,ok,157.3,ok,4.532,ok,4.78,ok,4.429,ok,100.1,ok,98.2,ok,98.8,ok,70.0,ok,70.2,ok
2025-10-03 13:00:00,156.89,4.59,95.5,69.9,156.0,ok,160.16,ok,156.7,ok,158.4,ok,4.542,ok,4.662,ok,4.721,ok,95.1,ok,102.5,ok,92.9,ok,69.4,ok,70.8,ok
2025-10-03 14:00:00,155.72,4.624,92.4,69.4,153.4,ok,158.55,ok,155.2,ok,160.2,ok,4.573,ok,4.774,ok,4.645,ok,93.8,ok,95.1,ok,90.4,ok,69.3,ok,70.0,ok
2025-10-03 15:00:00,155.07,4.65,89.4,69.1,154.4,ok,158.06,ok,153.0,ok,156.0,ok,4.581,ok,4.714,ok,4.473,ok,89.3,ok,100.2,laag_debiet_onbetrouwbaar,91.3,ok,69.3,ok,70.3,ok
2025-10-03 16:00:00,154.17,4.679,85.9,69.0,154.4,ok,157.12,ok,154.0,ok,157.0,ok,4.776,ok,4.564,ok,4.558,ok,87.0,ok,87.2,laag_debiet_onbetrouwbaar,84.6,ok,69.0,ok,68.6,ok
2025-10-03 17:00:00,153.6,4.716,85.2,67.8,153.3,ok,156.21,ok,153.1,ok,154.9,ok,4.766,ok,4.903,ok,4.868,ok,86.1,ok,77.0,laag_debiet_onbetrouwbaar,83.9,ok,68.5,ok,68.0,ok
2025-10-03 18:00:00,153.28,4.747,84.9,67.1,154.4,ok,155.01,ok,153.2,ok,150.9,ok,4.828,ok,4.775,ok,4.882,ok,84.1,ok,85.8,laag_debiet_onbetrouwbaar,86.7,ok,67.1,ok,65.2,ok
2025-10-03 19:00:00,153.0,4.801,86.4,66.1,153.3,ok,153.84,ok,152.1,ok,153.6,ok,4.849,ok,4.725,ok,4.709,ok,85.5,ok,74.9,laag_debiet_onbetrouwbaar,86.3,ok,66.7,ok,65.5,ok
2025-10-03 20:00:00,153.03,4.829,86.9,65.2,152.5,ok,153.06,ok,152.3,ok,153.5,ok,4.76,ok,4.803,ok,4.836,ok,87.1,ok,95.1,laag_debiet_onbetrouwbaar,86.2,ok,65.2,ok,64.4,ok
2025-10-03 21:00:00,153.43,4.864,90.0,63.8,153.8,ok,153.05,ok,159.8,stoom_interferentie,153.9,ok,4.863,ok,4.707,ok,5.044,ok,91.0,ok,90.5,ok,91.6,ok,63.5,ok,63.4,ok
2025-10-03 22:00:00,153.65,4.925,92.5,62.6,155.3,ok,153.01,ok,153.0,ok,152.7,ok,4.972,ok,4.893,ok,5.082,ok,94.3,ok,90.3,ok,96.8,ok,62.7,ok,62.9,ok
2025-10-03 23:00:00,154.06,4.963,95.4,61.2,151.0,ok,152.49,ok,159.7,stoom_interferentie,152.5,ok,4.989,ok,4.99,ok,5.417,ok,95.6,ok,96.5,ok,96.8,ok,61.2,ok,61.6,ok
2025-10-04 00:00:00,154.42,4.994,100.4,60.1,155.6,ok,153.22,ok,156.1,ok,158.1,ok,4.964,ok,4.844,ok,5.034,ok,101.1,ok,99.4,ok,99.4,ok,59.8,ok,61.1,ok
2025-10-04 01:00:00,154.76,5.043,103.3,58.6,153.0,ok,153.54,ok,153.7,ok,159.3,ok,5.068,ok,4.925,ok,5.005,ok,104.7,ok,108.7,ok,103.6,ok,59.1,ok,59.4,ok
2025-10-04 02:00:00,155.04,5.098,107.9,57.4,154.1,ok,153.71,ok,155.2,ok,153.4,ok,5.12,ok,5.076,ok,5.169,ok,108.8,ok,107.4,ok,107.2,ok,57.1,ok,55.6,ok
2025-10-04 03:00:00,155.38,5.146,109.9,56.4,158.3,ok,154.51,ok,170.7,stoom_interferentie,153.8,ok,5.139,ok,5.226,ok,4.989,ok,110.9,ok,108.4,ok,113.6,ok,56.4,ok,55.7,ok
2025-10-04 04:00:00,155.72,5.173,113.9,54.9,154.7,ok,154.61,ok,162.6,stoom_interferentie,156.5,ok,5.255,ok,5.249,ok,5.305,ok,115.3,ok,113.4,ok,110.7,ok,55.0,ok,56.1,ok
2025-10-04 05:00:00,155.33,5.221,114.4,53.8,155.6,ok,155.42,ok,155.3,ok,155.2,ok,5.324,ok,5.268,ok,5.343,ok,116.1,ok,110.9,ok,115.3,ok,53.4,ok,53.3,ok
2025-10-04 06:00:00,155.33,5.232,114.7,53.3,154.1,ok,155.34,ok,155.6,ok,154.5,ok,5.227,ok,5.218,ok,5.441,ok,116.6,ok,117.2,ok,115.4,ok,53.8,ok,53.8,ok
2025-10-04 07:00:00,154.69,5.271,114.8,52.1,154.4,ok,155.65,ok,168.7,stoom_interferentie,154.6,ok,5.284,ok,5.161,ok,5.494,ok,113.2,ok,116.3,ok,113.1,ok,52.2,ok,52.0,ok
2025-10-04 08:00:00,153.95,5.313,112.8,51.2,150.7,ok,155.87,ok,154.6,ok,156.2,ok,5.251,ok,5.271,ok,5.361,ok,112.3,ok,107.4,ok,110.8,ok,50.9,ok,51.4,ok
2025-10-04 09:00:00,153.17,5.355,110.9,50.9,154.1,ok,155.83,ok,155.5,ok,150.8,ok,5.392,ok,5.39,ok,5.451,ok,109.6,ok,117.2,ok,112.1,ok,50.9,ok,50.2,ok
2025-10-04 10:00:00,152.28,5.373,106.7,50.3,155.7,ok,154.67,ok,151.5,ok,154.4,ok,5.352,ok,5.44,ok,5.572,ok,107.4,ok,103.0,ok,107.7,ok,50.0,ok,51.1,ok
2025-10-04 11:00:00,151.05,5.402,104.0,49.8,152.0,ok,153.91,ok,150.0,ok,154.5,ok,5.4,ok,5.526,ok,5.136,ok,103.0,ok,102.0,ok,105.2,ok,50.3,ok,48.8,ok
2025-10-04 12:00:00,150.08,5.429,101.0,50.0,151.6,ok,153.0,ok,150.3,ok,147.9,ok,5.432,ok,5.33,ok,5.491,ok,101.5,ok,97.4,ok,103.1,ok,50.0,ok,48.4,ok
2025-10-04 13:00:00,149.1,5.449,95.7,50.2,150.2,ok,152.49,ok,148.4,ok,152.4,ok,5.396,ok,5.518,ok,5.445,ok,95.7,ok,96.3,ok,95.7,ok,50.1,ok,48.8,ok
2025-10-04 14:00:00,147.81,5.475,92.4,50.1,145.8,ok,151.11,ok,149.2,ok,148.1,ok,5.535,ok,5.508,ok,5.286,ok,92.5,ok,86.8,ok,93.5,ok,49.5,ok,49.7,ok
2025-10-04 15:00:00,146.87,5.48,89.1,50.6,146.8,ok,150.12,ok,147.0,ok,141.2,ok,5.504,ok,5.655,ok,5.361,ok,90.7,ok,75.6,laag_debiet_onbetrouwbaar,89.8,ok,51.5,ok,51.3,ok
2025-10-04 16:00:00,145.92,5.49,87.5,51.1,143.8,ok,149.26,ok,144.5,ok,145.3,ok,5.506,ok,5.547,ok,5.385,ok,87.0,ok,97.5,laag_debiet_onbetrouwbaar,89.1,ok,51.4,ok,48.8,ok
2025-10-04 17:00:00,145.13,5.501,85.8,52.2,145.4,ok,148.12,ok,155.3,stoom_interferentie,144.8,ok,5.481,ok,5.582,ok,5.633,ok,85.1,ok,85.0,laag_debiet_onbetrouwbaar,86.3,ok,52.6,ok,53.3,ok
2025-10-04 18:00:00,144.96,5.492,85.0,52.6,144.9,ok,146.95,ok,145.1,ok,145.9,ok,5.507,ok,5.525,ok,5.416,ok,86.4,ok,72.7,laag_debiet_onbetrouwbaar,83.4,ok,52.6,ok,53.4,ok
2025-10-04 19:00:00,144.52,5.487,85.8,53.5,144.9,ok,146.45,ok,145.9,ok,145.0,ok,5.423,ok,5.597,ok,5.412,ok,85.2,ok,88.8,laag_debiet_onbetrouwbaar,87.1,ok,53.1,ok,53.9,ok
2025-10-04 20:00:00,144.37,5.5,87.2,55.0,145.4,ok,145.07,ok,144.5,ok,143.6,ok,5.513,ok,5.439,ok,5.591,ok,88.3,ok,91.3,laag_debiet_onbetrouwbaar,88.9,ok,55.9,ok,53.4,ok
2025-10-04 21:00:00,144.69,5.489,90.0,56.0,143.7,ok,144.83,ok,145.3,ok,146.9,ok,5.469,ok,5.376,ok,5.564,ok,89.1,ok,93.7,laag_debiet_onbetrouwbaar,91.1,ok,56.2,ok,56.6,ok
2025-10-04 22:00:00,144.87,5.463,92.5,57.8,146.1,ok,143.88,ok,143.5,ok,145.1,ok,5.51,ok,5.586,ok,5.778,ok,93.3,ok,94.4,ok,92.9,ok,58.2,ok,57.0,ok
2025-10-04 23:00:00,144.92,5.44,96.2,59.0,145.8,ok,144.22,ok,144.9,ok,147.8,ok,5.347,ok,5.324,ok,5.257,ok,96.2,ok,92.5,ok,93.9,ok,58.8,ok,58.4,ok
2025-10-05 00:00:00,145.62,5.42,99.7,60.2,147.2,ok,144.39,ok,144.8,ok,144.2,ok,5.435,ok,5.501,ok,5.564,ok,99.3,ok,100.0,ok,96.8,ok,59.9,ok,60.8,ok
2025-10-05 01:00:00,146.13,5.41,103.9,61.5,144.8,ok,144.8,ok,145.6,ok,144.0,ok,5.356,ok,5.651,ok,5.329,ok,105.2,ok,102.6,ok,109.9,ok,61.1,ok,61.4,ok
2025-10-05 02:00:00,146.63,5.385,107.9,62.7,145.3,ok,144.9,ok,147.4,ok,144.7,ok,5.437,ok,5.277,ok,5.39,ok,106.4,ok,113.6,ok,106.3,ok,62.4,ok,61.8,ok
2025-10-05 03:00:00,146.76,5.358,110.1,64.0,148.2,ok,145.74,ok,147.8,ok,146.0,ok,5.307,ok,5.452,ok,5.247,ok,111.4,ok,109.7,ok,108.2,ok,63.9,ok,65.1,ok
2025-10-05 04:00:00,146.92,5.332,113.1,64.9,149.7,ok,145.75,ok,146.3,ok,152.2,ok,5.307,ok,5.215,ok,5.357,ok,114.1,ok,118.3,ok,114.3,ok,64.8,ok,66.8,ok
2025-10-05 05:00:00,146.94,5.279,113.6,66.2,147.5,ok,146.97,ok,146.8,ok,146.5,ok,5.38,ok,5.244,ok,5.391,ok,113.9,ok,111.0,ok,111.3,ok,65.3,ok,65.3,ok
2025-10-05 06:00:00,146.81,5.24,115.3,66.9,145.5,ok,147.12,ok,146.6,ok,147.4,ok,5.146,ok,5.232,ok,5.266,ok,115.8,ok,116.8,ok,117.3,ok,67.0,ok,68.4,ok
2025-10-05 07:00:00,146.24,5.207,114.7,67.9,146.2,ok,147.07,ok,151.5,stoom_interferentie,148.0,ok,5.133,ok,5.227,ok,5.268,ok,114.7,ok,111.7,ok,114.7,ok,68.9,ok,69.1,ok
2025-10-05 08:00:00,145.82,5.179,113.3,68.9,144.5,ok,147.32,ok,144.2,ok,146.8,ok,5.131,ok,5.025,ok,5.223,ok,113.6,ok,112.9,ok,114.8,ok,68.8,ok,68.2,ok
2025-10-05 09:00:00,144.98,5.13,111.2,69.0,143.8,ok,147.35,ok,144.6,ok,147.2,ok,5.165,ok,4.861,ok,5.138,ok,111.8,ok,109.0,ok,108.7,ok,69.3,ok,70.6,ok
2025-10-05 10:00:00,144.12,5.093,108.2,69.5,144.4,ok,146.29,ok,149.8,stoom_interferentie,144.8,ok,4.997,ok,5.16,ok,5.088,ok,108.0,ok,107.7,ok,108.2,ok,68.8,ok,72.3,ok
2025-10-05 11:00:00,143.15,5.032,103.9,69.7,143.0,ok,145.83,ok,141.9,ok,144.6,ok,4.999,ok,5.018,ok,5.029,ok,102.0,ok,104.1,ok,106.8,ok,69.1,ok,68.3,ok
2025-10-05 12:00:00,141.94,4.994,99.8,70.2,142.0,ok,145.18,ok,141.9,ok,141.8,ok,5.032,ok,5.031,ok,4.912,ok,100.4,ok,101.9,ok,97.7,ok,69.8,ok,70.7,ok
2025-10-05 13:00:00,141.38,4.937,95.6,70.2,141.5,ok,144.53,ok,142.3,ok,143.9,ok,4.974,ok,4.918,ok,4.746,ok,97.4,ok,88.9,ok,95.3,ok,69.5,ok,70.8,ok
2025-10-05 14:00:00,140.11,4.922,92.9,69.9,139.6,ok,143.22,ok,140.5,ok,142.1,ok,4.875,ok,5.041,ok,5.404,ok,93.2,ok,89.4,ok,92.0,ok,69.8,ok,69.6,ok
2025-10-05 15:00:00,139.32,4.865,89.2,68.8,139.0,ok,142.3,ok,138.9,ok,137.7,ok,4.872,ok,4.889,ok,4.746,ok,90.1,ok,87.9,laag_debiet_onbetrouwbaar,89.9,ok,69.0,ok,66.7,ok
2025-10-05 16:00:00,138.73,4.836,87.1,68.7,138.8,ok,141.25,ok,138.7,ok,137.9,ok,4.899,ok,4.798,ok,4.802,ok,89.0,ok,80.1,laag_debiet_onbetrouwbaar,90.1,ok,68.3,ok,67.4,ok
2025-10-05 17:00:00,138.2,4.793,85.1,68.4,138.7,ok,139.95,ok,139.0,ok,142.7,ok,4.81,ok,4.838,ok,4.568,ok,84.8,ok,88.4,laag_debiet_onbetrouwbaar,86.1,ok,68.3,ok,69.7,ok
2025-10-05 18:00:00,137.88,4.755,85.4,67.1,138.1,ok,139.46,ok,139.1,ok,141.6,ok,4.713,ok,4.804,ok,4.947,ok,85.0,ok,80.4,laag_debiet_onbetrouwbaar,86.9,ok,66.7,ok,67.9,ok
