timestamp,schroefsnelheid_RPM,voeding_kgh,torque_pct,SME_kWhkg,die_druk_bar,smelt_temp_C,zone1_temp_C,zone1_sp_C,zone2_temp_C,zone2_sp_C,zone3_temp_C,zone3_sp_C,zone4_temp_C,zone4_sp_C,zone5_temp_C,zone5_sp_C,zone6_temp_C,zone6_sp_C,zone7_temp_C,zone7_sp_C,zone8_temp_C,zone8_sp_C,API_gehalte_pct,degradatie_pct,Raman_API_pct,Raman_gemeten,event
2025-09-01 00:01:45,203,5.102,37.5,0.7676,25.3,167.8,40.6,40,78.4,80,117.5,120,147.2,150,159.2,160,169.7,170,165.9,165,155.7,155,30.89,0.218,,0,normaal
2025-09-01 00:01:50,203,5.069,36.7,0.7723,25.9,167.7,40.0,40,78.0,80,117.5,120,148.7,150,158.6,160,168.8,170,166.0,165,155.0,155,30.8,0.287,,0,normaal
2025-09-01 00:01:55,204,5.17,36.5,0.7513,25.8,168.5,39.7,40,78.0,80,118.0,120,147.9,150,160.1,160,170.2,170,165.4,165,154.9,155,30.99,0.194,,0,normaal
2025-09-01 00:02:00,204,5.105,37.8,0.7868,25.6,167.2,40.9,40,78.5,80,118.0,120,149.1,150,159.9,160,168.8,170,164.8,165,155.2,155,30.58,0.193,31.64,1,normaal
2025-09-01 00:02:05,204,5.145,36.9,0.79,25.9,168.9,39.3,40,77.2,80,118.0,120,148.2,150,158.7,160,169.0,170,164.6,165,155.2,155,31.12,0.22,,0,normaal
2025-09-01 00:02:10,205,5.121,37.3,0.7745,25.1,168.5,40.5,40,78.0,80,117.6,120,149.0,150,159.7,160,169.8,170,165.3,165,154.9,155,30.57,0.257,,0,normaal
2025-09-01 00:02:15,206,5.11,37.8,0.8003,26.1,168.2,40.1,40,78.6,80,119.1,120,148.2,150,159.8,160,170.3,170,165.9,165,154.9,155,30.69,0.214,,0,normaal
2025-09-01 00:02:20,205,5.154,37.5,0.76,25.6,168.6,39.8,40,78.0,80,117.8,120,147.7,150,159.3,160,169.2,170,166.0,165,156.3,155,30.58,0.226,,0,normaal
2025-09-01 00:02:25,204,5.065,37.6,0.7914,26.2,167.7,40.2,40,78.7,80,117.4,120,148.7,150,158.5,160,169.2,170,164.7,165,155.2,155,30.55,0.245,,0,normaal
2025-09-01 00:02:30,206,5.099,38.1,0.8044,26.2,167.6,39.7,40,77.1,80,117.6,120,147.5,150,158.7,160,169.7,170,164.1,165,155.8,155,30.76,0.187,31.43,1,normaal
2025-09-01 00:02:35,204,5.124,36.7,0.7433,25.8,168.3,40.4,40,77.6,80,118.2,120,148.5,150,159.5,160,169.7,170,164.7,165,156.0,155,30.85,0.273,,0,normaal
2025-09-01 00:02:40,206,5.167,37.6,0.8018,25.7,168.4,40.3,40,79.0,80,118.2,120,148.6,150,159.1,160,169.0,170,164.6,165,155.4,155,30.5,0.218,,0,normaal
2025-09-01 00:02:45,205,5.132,37.4,0.7817,25.9,168.0,40.4,40,77.9,80,117.5,120,148.3,150,160.0,160,170.3,170,165.8,165,155.8,155,30.57,0.232,,0,normaal
2025-09-01 00:02:50,205,5.226,37.9,0.7588,25.7,167.5,39.5,40,78.1,80,118.2,120,147.8,150,159.9,160,168.9,170,165.7,165,156.1,155,30.73,0.185,,0,normaal
2025-09-01 00:02:55,206,5.073,37.8,0.7912,25.6,167.9,39.3,40,77.8,80,117.8,120,148.3,150,161.2,160,170.3,170,165.3,165,155.2,155,30.85,0.272,,0,normaal
2025-09-01 00:03:00,204,5.209,38.4,0.7676,27.4,167.5,40.1,40,77.7,80,117.9,120,148.6,150,159.9,160,169.9,170,165.7,165,155.4,155,31.1,0.184,31.8,1,normaal
2025-09-01 00:03:05,205,5.177,38.0,0.7774,26.1,168.0,40.9,40,78.1,80,117.4,120,148.3,150,160.0,160,169.6,170,165.9,165,155.8,155,30.68,0.194,,0,normaal
2025-09-01 00:03:10,207,5.23,38.4,0.7961,26.2,169.0,40.0,40,77.5,80,117.9,120,149.1,150,159.6,160,168.9,170,165.1,165,156.3,155,30.64,0.199,,0,normaal
2025-09-01 00:03:15,205,5.151,37.3,0.7833,27.0,167.9,40.0,40,77.4,80,118.0,120,149.1,150,159.5,160,169.8,170,165.3,165,155.7,155,30.67,0.249,,0,normaal
2025-09-01 00:03:20,208,5.113,38.8,0.8299,25.9,169.0,40.1,40,77.2,80,119.1,120,149.1,150,159.8,160,169.8,170,164.6,165,155.1,155,30.88,0.252,,0,normaal
2025-09-01 00:03:25,207,5.202,38.8,0.8259,26.1,168.2,40.7,40,77.1,80,117.7,120,148.4,150,159.5,160,169.3,170,165.4,165,155.7,155,30.85,0.257,,0,normaal
2025-09-01 00:03:30,206,5.273,38.3,0.7722,26.2,168.6,39.6,40,77.9,80,118.0,120,146.9,150,159.2,160,168.9,170,165.2,165,155.8,155,30.97,0.251,30.79,1,normaal
2025-09-01 00:03:35,206,5.203,38.5,0.7861,25.5,168.0,40.8,40,77.4,80,117.6,120,149.0,150,160.1,160,169.5,170,165.1,165,154.9,155,31.05,0.258,,0,normaal
2025-09-01 00:03:40,206,5.261,37.9,0.7825,27.2,167.5,39.3,40,78.2,80,118.5,120,148.2,150,159.4,160,169.1,170,165.5,165,154.5,155,30.86,0.183,,0,normaal
2025-09-01 00:03:45,206,5.222,38.9,0.8055,27.0,168.4,40.2,40,78.0,80,117.0,120,148.7,150,159.2,160,169.1,170,166.2,165,155.4,155,30.63,0.182,,0,normaal
2025-09-01 00:03:50,208,5.243,37.7,0.7915,26.6,168.6,40.4,40,78.2,80,118.1,120,148.2,150,160.3,160,168.8,170,165.0,165,155.6,155,30.98,0.242,,0,normaal
2025-09-01 00:03:55,208,5.173,38.4,0.8153,26.0,167.9,40.1,40,78.6,80,118.7,120,148.4,150,159.9,160,169.5,170,166.1,165,155.1,155,31.01,0.232,,0,normaal
2025-09-01 00:04:00,208,5.197,38.9,0.8055,25.9,168.5,40.0,40,76.9,80,117.7,120,148.1,150,159.3,160,169.5,170,164.9,165,155.6,155,30.48,0.213,30.49,1,normaal
2025-09-01 00:04:05,208,5.21,38.6,0.8045,26.0,168.2,39.9,40,78.4,80,118.3,120,148.9,150,158.9,160,169.8,170,165.0,165,155.1,155,31.04,0.329,,0,normaal
2025-09-01 00:04:10,208,5.27,38.0,0.7928,25.9,167.7,39.9,40,77.9,80,117.6,120,148.0,150,159.2,160,169.8,170,165.3,165,156.2,155,30.85,0.248,,0,normaal
2025-09-01 00:04:15,209,5.303,37.3,0.7538,25.6,168.6,39.7,40,77.9,80,117.6,120,148.8,150,159.0,160,168.8,170,164.9,165,156.2,155,31.18,0.19,,0,normaal
2025-09-01 00:04:20,208,5.263,38.2,0.8063,25.4,168.6,39.7,40,78.3,80,117.2,120,148.5,150,159.5,160,170.5,170,165.2,165,155.7,155,30.62,0.187,,0,normaal
2025-09-01 00:04:25,207,5.252,38.3,0.7982,27.1,168.4,40.3,40,77.6,80,118.2,120,148.2,150,158.5,160,168.7,170,165.7,165,155.4,155,31.17,0.184,,0,normaal
2025-09-01 00:04:30,210,5.301,37.8,0.8062,27.3,168.3,40.0,40,77.7,80,118.8,120,148.5,150,159.3,160,168.3,170,164.7,165,155.2,155,30.95,0.191,30.8,1,normaal
2025-09-01 00:04:35,210,5.206,38.5,0.8019,25.9,167.4,40.2,40,78.0,80,119.0,120,148.2,150,159.9,160,169.5,170,164.6,165,154.9,155,30.52,0.248,,0,normaal
2025-09-01 00:04:40,208,5.233,38.5,0.804,26.6,168.3,39.6,40,77.2,80,117.8,120,147.9,150,159.4,160,169.6,170,165.0,165,155.1,155,30.71,0.206,,0,normaal
2025-09-01 00:04:45,208,5.285,37.4,0.7864,26.2,167.5,39.5,40,78.2,80,117.9,120,149.1,150,159.5,160,169.9,170,164.1,165,155.0,155,30.35,0.32,,0,normaal
2025-09-01 00:04:50,210,5.229,37.9,0.7979,26.7,168.3,39.5,40,77.3,80,117.6,120,148.6,150,159.9,160,169.3,170,164.6,165,155.2,155,30.76,0.183,,0,normaal
2025-09-01 00:04:55,209,5.262,38.2,0.7845,25.8,167.4,40.1,40,77.8,80,118.5,120,148.4,150,159.7,160,169.2,170,165.0,165,154.9,155,30.85,0.182,,0,normaal
2025-09-01 00:05:00,211,5.272,38.9,0.8194,25.9,168.6,40.3,40,78.3,80,117.2,120,148.7,150,158.9,160,169.5,170,164.4,165,156.0,155,31.09,0.272,31.98,1,normaal
2025-09-01 00:05:05,212,5.281,38.6,0.8136,25.9,168.7,39.8,40,77.1,80,117.8,120,147.7,150,159.2,160,169.0,170,164.9,165,155.8,155,30.4,0.326,,0,normaal
2025-09-01 00:05:10,208,5.211,37.2,0.776,26.0,168.7,40.0,40,78.5,80,117.5,120,147.3,150,160.0,160,169.7,170,165.7,165,156.3,155,30.38,0.24,,0,normaal
2025-09-01 00:05:15,211,5.204,38.5,0.8303,25.1,167.6,40.1,40,78.2,80,117.9,120,148.4,150,159.1,160,168.5,170,165.2,165,155.7,155,30.64,0.27,,0,normaal
2025-09-01 00:05:20,211,5.216,37.3,0.7975,26.0,167.4,40.1,40,76.8,80,118.1,120,148.2,150,159.3,160,168.4,170,165.8,165,155.0,155,30.82,0.259,,0,normaal
2025-09-01 00:05:25,212,5.275,38.1,0.8062,26.9,168.0,40.0,40,78.6,80,117.7,120,147.8,150,158.9,160,169.7,170,165.4,165,155.3,155,30.7,0.208,,0,normaal
2025-09-01 00:05:30,210,5.239,37.8,0.7964,27.2,168.6,40.2,40,78.8,80,117.3,120,148.0,150,159.8,160,169.5,170,164.5,165,154.6,155,30.76,0.245,30.6,1,normaal
2025-09-01 00:05:35,212,5.332,38.3,0.7973,25.8,168.9,39.8,40,77.8,80,117.9,120,148.7,150,159.1,160,169.3,170,165.2,165,154.7,155,31.06,0.2,,0,normaal
2025-09-01 00:05:40,213,5.239,38.2,0.8241,27.0,168.4,39.3,40,77.6,80,117.9,120,147.9,150,158.4,160,169.1,170,165.6,165,154.9,155,30.76,0.243,,0,normaal
2025-09-01 00:05:45,212,5.351,38.0,0.7954,26.9,169.1,40.0,40,78.1,80,118.3,120,148.6,150,159.5,160,169.3,170,164.9,165,154.4,155,30.66,0.271,,0,normaal
2025-09-01 00:05:50,211,5.351,39.1,0.8122,26.0,168.2,40.3,40,78.4,80,118.2,120,148.4,150,157.8,160,169.5,170,164.9,165,155.7,155,30.98,0.189,,0,normaal
2025-09-01 00:05:55,213,5.221,38.6,0.8346,26.3,167.9,39.1,40,77.9,80,118.0,120,148.0,150,159.9,160,169.4,170,164.9,165,156.1,155,30.41,0.274,,0,normaal
2025-09-01 00:06:00,210,5.208,37.9,0.8032,26.5,168.4,39.9,40,78.0,80,118.2,120,148.6,150,158.1,160,169.9,170,165.6,165,155.8,155,31.09,0.192,31.76,1,normaal
2025-09-01 00:06:05,212,5.362,38.9,0.7863,27.0,167.9,39.9,40,77.8,80,117.8,120,148.4,150,159.4,160,169.3,170,165.6,165,155.5,155,29.93,0.188,,0,normaal
2025-09-01 00:06:10,212,5.223,38.0,0.7956,26.3,168.5,40.5,40,78.5,80,117.2,120,147.9,150,159.8,160,170.1,170,165.4,165,155.5,155,30.57,0.24,,0,normaal
2025-09-01 00:06:15,214,5.316,39.2,0.8209,27.5,168.7,40.3,40,78.3,80,118.4,120,148.5,150,159.1,160,170.4,170,165.9,165,156.3,155,31.0,0.257,,0,normaal
2025-09-01 00:06:20,213,5.312,38.8,0.808,27.3,168.1,40.2,40,77.3,80,117.7,120,147.3,150,160.2,160,169.1,170,164.3,165,155.1,155,30.88,0.182,,0,normaal
2025-09-01 00:06:25,213,5.271,38.4,0.8026,26.3,167.8,40.0,40,77.3,80,117.9,120,147.8,150,160.0,160,169.8,170,164.9,165,155.4,155,30.48,0.22,,0,normaal
2025-09-01 00:06:30,212,5.312,37.3,0.7762,27.5,168.0,39.8,40,77.4,80,117.6,120,148.4,150,159.4,160,169.3,170,164.6,165,155.4,155,30.48,0.258,30.36,1,normaal
2025-09-01 00:06:35,212,5.162,39.3,0.8493,26.6,168.7,40.1,40,78.6,80,117.8,120,148.2,150,159.5,160,169.1,170,165.6,165,155.2,155,30.76,0.276,,0,normaal
2025-09-01 00:06:40,213,5.21,38.9,0.8452,26.8,168.0,39.4,40,78.6,80,118.4,120,147.5,150,160.0,160,169.5,170,164.9,165,155.1,155,30.87,0.221,,0,normaal
2025-09-01 00:06:45,212,5.247,38.6,0.8279,26.4,167.8,39.6,40,78.4,80,117.9,120,148.1,150,160.1,160,169.0,170,165.4,165,156.0,155,30.48,0.217,,0,normaal
2025-09-01 00:06:50,212,5.247,38.6,0.7854,26.8,168.2,40.4,40,77.4,80,117.8,120,148.9,150,158.1,160,168.9,170,165.4,165,156.0,155,30.23,0.212,,0,normaal
2025-09-01 00:06:55,213,5.321,39.2,0.8159,26.3,168.6,38.6,40,78.0,80,118.3,120,148.8,150,159.1,160,170.0,170,164.9,165,155.0,155,30.48,0.308,,0,normaal
2025-09-01 00:07:00,214,5.331,39.0,0.8333,26.7,169.3,39.7,40,78.9,80,117.5,120,148.3,150,158.9,160,168.8,170,165.4,165,154.9,155,31.37,0.358,31.58,1,normaal
2025-09-01 00:07:05,214,5.266,38.5,0.826,26.6,168.0,40.3,40,76.7,80,118.3,120,148.9,150,159.2,160,169.5,170,165.4,165,155.4,155,30.52,0.228,,0,normaal
2025-09-01 00:07:10,213,5.285,39.4,0.8441,26.5,168.4,39.4,40,78.0,80,118.0,120,147.4,150,159.6,160,169.2,170,165.7,165,156.5,155,30.83,0.228,,0,normaal
2025-09-01 00:07:15,213,5.317,38.9,0.8138,27.0,168.0,39.5,40,77.6,80,118.2,120,148.0,150,159.7,160,170.3,170,166.3,165,155.8,155,30.49,0.229,,0,normaal
2025-09-01 00:07:20,213,5.316,39.0,0.8205,26.7,167.7,40.6,40,78.7,80,117.7,120,148.7,150,158.3,160,169.2,170,164.6,165,155.9,155,30.37,0.192,,0,normaal
2025-09-01 00:07:25,214,5.385,39.6,0.8275,26.5,168.5,39.5,40,78.3,80,118.9,120,147.8,150,158.4,160,168.2,170,164.5,165,155.8,155,30.28,0.43,,0,normaal
2025-09-01 00:07:30,215,5.362,39.1,0.8257,26.4,168.1,40.2,40,78.3,80,117.7,120,147.4,150,159.9,160,170.1,170,165.5,165,154.3,155,30.97,0.231,30.31,1,normaal
2025-09-01 00:07:35,214,5.179,38.5,0.8382,26.8,169.1,40.0,40,77.6,80,118.3,120,148.0,150,159.4,160,169.2,170,165.2,165,155.5,155,30.95,0.191,,0,normaal
2025-09-01 00:07:40,213,5.192,38.4,0.8129,27.2,168.8,40.1,40,77.6,80,118.7,120,148.8,150,159.7,160,169.6,170,164.3,165,155.6,155,30.03,0.19,,0,normaal
2025-09-01 00:07:45,215,5.231,38.5,0.8333,25.9,167.8,39.6,40,77.7,80,118.0,120,148.5,150,159.4,160,169.9,170,165.6,165,155.9,155,30.24,0.297,,0,normaal
2025-09-01 00:07:50,216,5.298,38.7,0.8234,26.6,168.2,40.1,40,78.5,80,118.2,120,148.1,150,158.9,160,169.0,170,165.2,165,155.0,155,30.18,0.262,,0,normaal
2025-09-01 00:07:55,216,5.278,39.0,0.8286,26.1,168.2,39.8,40,78.4,80,118.2,120,148.5,150,159.5,160,170.3,170,164.4,165,155.0,155,30.67,0.181,,0,normaal
2025-09-01 00:08:00,216,5.279,39.6,0.8317,26.7,168.3,39.3,40,77.9,80,118.0,120,148.2,150,159.7,160,169.8,170,165.5,165,156.5,155,30.87,0.268,31.29,1,normaal
2025-09-01 00:08:05,215,5.35,39.1,0.8236,26.3,168.4,39.3,40,78.0,80,117.6,120,149.6,150,159.4,160,169.4,170,164.6,165,155.1,155,30.84,0.209,,0,normaal
2025-09-01 00:08:10,215,5.307,39.4,0.8355,26.0,168.0,39.9,40,78.9,80,118.1,120,148.5,150,160.2,160,169.7,170,166.6,165,155.6,155,31.08,0.185,,0,normaal
2025-09-01 00:08:15,214,5.275,39.1,0.8309,26.8,168.2,39.6,40,78.3,80,117.8,120,148.8,150,159.3,160,169.8,170,165.6,165,155.6,155,30.17,0.201,,0,normaal
2025-09-01 00:08:20,215,5.358,39.5,0.8294,27.2,169.1,39.8,40,77.9,80,118.4,120,147.9,150,159.7,160,168.9,170,165.4,165,155.6,155,31.36,0.21,,0,normaal
2025-09-01 00:08:25,216,5.306,38.7,0.8197,26.5,169.0,39.8,40,78.7,80,118.5,120,148.5,150,159.0,160,169.4,170,166.2,165,156.0,155,30.65,0.198,,0,normaal
2025-09-01 00:08:30,215,5.251,38.0,0.8032,26.1,168.4,41.1,40,78.2,80,118.0,120,148.3,150,159.6,160,169.5,170,164.5,165,156.1,155,30.44,0.223,29.64,1,normaal
2025-09-01 00:08:35,216,5.308,38.6,0.7945,26.2,168.7,39.8,40,77.8,80,117.5,120,148.7,150,159.6,160,170.4,170,166.0,165,155.7,155,30.75,0.287,,0,normaal
2025-09-01 00:08:40,216,5.299,40.2,0.8522,26.2,168.1,40.3,40,78.2,80,118.2,120,147.4,150,159.5,160,169.5,170,164.6,165,154.4,155,31.0,0.235,,0,normaal
2025-09-01 00:08:45,215,5.3,38.5,0.8067,27.3,168.2,39.5,40,77.7,80,118.8,120,149.0,150,158.7,160,169.3,170,164.8,165,155.6,155,30.41,0.334,,0,normaal
2025-09-01 00:08:50,216,5.29,39.4,0.8513,26.3,168.8,40.1,40,77.2,80,117.6,120,148.8,150,159.9,160,169.6,170,165.4,165,155.1,155,31.11,0.236,,0,normaal
2025-09-01 00:08:55,214,5.247,38.6,0.842,26.2,168.4,40.1,40,77.4,80,118.1,120,148.7,150,161.1,160,169.2,170,166.0,165,156.2,155,31.15,0.186,,0,normaal
2025-09-01 00:09:00,216,5.323,38.6,0.8221,26.0,168.1,40.2,40,78.3,80,117.1,120,147.8,150,159.0,160,169.6,170,165.1,165,155.9,155,31.13,0.371,31.17,1,normaal
2025-09-01 00:09:05,217,5.201,38.6,0.8576,26.1,168.1,40.4,40,79.0,80,117.4,120,148.2,150,160.5,160,169.1,170,164.4,165,155.4,155,30.95,0.195,,0,normaal
2025-09-01 00:09:10,218,5.273,39.9,0.853,26.4,168.1,39.5,40,78.2,80,117.1,120,148.0,150,158.9,160,169.5,170,165.9,165,155.6,155,31.01,0.186,,0,normaal
2025-09-01 00:09:15,215,5.305,39.8,0.8134,26.1,167.6,39.9,40,77.8,80,117.8,120,148.4,150,158.5,160,168.5,170,165.4,165,155.6,155,30.55,0.192,,0,normaal
2025-09-01 00:09:20,217,5.256,38.6,0.8259,26.9,167.2,40.0,40,78.4,80,117.5,120,148.2,150,159.5,160,168.9,170,165.3,165,155.7,155,30.53,0.271,,0,normaal
2025-09-01 00:09:25,217,5.322,39.0,0.8489,26.6,168.2,40.2,40,78.6,80,118.9,120,148.9,150,159.5,160,170.1,170,165.0,165,155.6,155,31.31,0.224,,0,normaal
2025-09-01 00:09:30,217,5.31,39.1,0.8473,25.9,169.3,39.9,40,77.6,80,117.3,120,147.7,150,159.3,160,170.6,170,165.1,165,155.0,155,30.25,0.196,30.09,1,normaal
2025-09-01 00:09:35,218,5.29,38.2,0.8146,26.5,167.8,39.7,40,78.7,80,118.7,120,148.7,150,159.3,160,170.1,170,165.5,165,155.0,155,31.05,0.218,,0,normaal
2025-09-01 00:09:40,216,5.26,39.6,0.8524,26.6,168.3,40.4,40,78.1,80,118.3,120,148.2,150,159.6,160,169.6,170,165.6,165,155.3,155,31.37,0.262,,0,normaal
2025-09-01 00:09:45,218,5.31,39.7,0.8636,25.7,168.5,39.5,40,77.1,80,117.7,120,148.5,150,159.7,160,168.8,170,165.8,165,156.1,155,31.03,0.238,,0,normaal
2025-09-01 00:09:50,218,5.269,39.1,0.8338,27.1,169.0,40.3,40,77.6,80,118.3,120,148.3,150,160.7,160,168.9,170,164.7,165,155.9,155,30.62,0.204,,0,normaal
2025-09-01 00:09:55,216,5.263,39.7,0.8552,25.7,169.4,40.7,40,78.2,80,118.2,120,147.6,150,159.7,160,170.3,170,165.6,165,156.2,155,30.13,0.293,,0,normaal
2025-09-01 00:10:00,219,5.228,39.1,0.8493,27.1,168.7,40.0,40,77.2,80,117.6,120,148.8,150,159.5,160,169.8,170,165.3,165,154.6,155,30.71,0.227,31.03,1,normaal
2025-09-01 00:10:05,216,5.161,37.7,0.8259,25.8,168.9,40.4,40,78.5,80,118.1,120,148.3,150,158.4,160,169.7,170,164.5,165,155.9,155,31.56,0.191,,0,normaal
2025-09-01 00:10:10,217,5.196,39.4,0.8468,26.6,168.0,39.1,40,77.6,80,118.4,120,149.0,150,159.4,160,169.8,170,164.9,165,156.6,155,31.07,0.184,,0,normaal
2025-09-01 00:10:15,215,5.309,38.6,0.8142,26.0,168.6,40.3,40,78.1,80,118.6,120,148.1,150,159.2,160,169.0,170,164.9,165,155.7,155,30.74,0.206,,0,normaal
2025-09-01 00:10:20,217,5.304,39.5,0.8497,26.8,169.2,39.3,40,77.4,80,118.3,120,148.7,150,159.0,160,169.7,170,165.2,165,154.9,155,30.81,0.237,,0,normaal
2025-09-01 00:10:25,218,5.298,38.2,0.8423,26.0,169.2,39.4,40,78.8,80,117.2,120,149.0,150,158.7,160,169.5,170,165.2,165,155.9,155,31.56,0.22,,0,normaal
2025-09-01 00:10:30,219,5.306,39.9,0.8587,26.5,168.6,40.5,40,78.4,80,118.0,120,148.4,150,159.5,160,169.4,170,165.4,165,155.5,155,30.86,0.292,30.56,1,normaal
2025-09-01 00:10:35,216,5.266,39.6,0.8442,26.1,168.8,40.1,40,78.3,80,117.3,120,149.1,150,158.6,160,168.9,170,164.9,165,155.5,155,30.96,0.274,,0,normaal
2025-09-01 00:10:40,218,5.214,39.1,0.8526,26.6,168.2,39.9,40,78.7,80,118.0,120,147.6,150,160.2,160,170.0,170,164.5,165,155.5,155,30.81,0.279,,0,normaal
2025-09-01 00:10:45,220,5.159,39.3,0.88,26.4,169.4,40.0,40,76.5,80,118.1,120,149.0,150,159.2,160,169.2,170,165.5,165,156.8,155,30.65,0.303,,0,normaal
2025-09-01 00:10:50,218,5.103,39.9,0.8792,25.3,168.6,40.9,40,77.8,80,118.2,120,148.0,150,159.4,160,169.7,170,165.2,165,155.0,155,30.44,0.26,,0,normaal
2025-09-01 00:10:55,218,5.103,39.0,0.8802,25.2,169.4,40.2,40,77.5,80,117.8,120,148.4,150,159.4,160,170.1,170,165.2,165,155.5,155,30.72,0.197,,0,normaal
2025-09-01 00:11:00,219,5.17,39.4,0.8679,25.7,169.2,40.6,40,78.3,80,118.5,120,148.3,150,159.7,160,170.3,170,165.9,165,156.5,155,30.74,0.189,30.26,1,normaal
2025-09-01 00:11:05,217,5.232,38.3,0.8332,25.8,168.0,39.3,40,77.0,80,117.3,120,148.7,150,159.9,160,169.1,170,165.3,165,156.7,155,31.27,0.216,,0,normaal
2025-09-01 00:11:10,217,5.113,39.2,0.8577,25.4,168.7,39.8,40,77.6,80,117.8,120,148.6,150,160.2,160,169.5,170,166.0,165,155.1,155,31.31,0.203,,0,normaal
