sample_id,site,temperatuur_C,druk_bar,debiet_kgh,luchtvochtigheid_pct,roersnelheid_RPM,API_zuiverheid_pct,excipient_vocht_pct,equipment_leeftijd_jaar,kwaliteitsscore,dissolutie_pct,goedgekeurd
Site_US-0040,Site_US,152.0,5.0,98.3,53.1,248.0,99.66,2.96,1,84.8,91.0,1
Site_US-0041,Site_US,154.9,5.02,112.3,56.4,245.0,99.54,2.57,1,87.3,92.9,1
Site_US-0042,Site_US,157.5,5.02,93.4,55.1,240.0,99.45,2.45,1,87.9,92.1,1
Site_US-0043,Site_US,158.2,4.72,98.3,60.4,233.0,99.65,2.92,1,85.1,88.9,1
Site_US-0044,Site_US,152.3,4.69,100.0,53.3,225.0,99.11,2.75,1,85.5,91.5,1
Site_US-0045,Site_US,145.0,5.21,106.3,46.4,225.0,99.53,2.44,1,87.0,88.8,1
Site_US-0046,Site_US,153.0,4.71,101.6,56.8,230.0,99.38,2.65,1,85.2,91.3,1
Site_US-0047,Site_US,147.0,5.24,106.7,54.4,231.0,99.67,2.74,1,83.7,88.0,1
Site_US-0048,Site_US,152.2,4.84,94.7,52.0,236.0,99.35,2.61,1,86.2,91.5,1
Site_US-0049,Site_US,151.3,4.84,95.5,57.9,276.0,99.81,2.76,1,86.9,90.7,1
Site_US-0050,Site_US,153.1,4.77,99.7,52.2,231.0,99.43,2.97,1,83.6,92.7,1
Site_US-0051,Site_US,147.9,4.76,108.0,49.3,236.0,99.35,2.57,1,86.8,90.4,1
Site_US-0052,Site_US,155.6,4.65,106.7,54.2,254.0,99.65,2.88,1,88.6,92.3,1
Site_US-0053,Site_US,151.0,4.9,98.0,55.0,249.0,99.56,2.53,1,86.6,88.4,1
Site_US-0054,Site_US,154.8,5.68,109.1,53.6,202.0,99.48,2.68,1,87.2,95.3,1
Site_US-0055,Site_US,152.3,4.57,103.0,55.5,238.0,99.68,2.6,1,87.9,91.3,1
Site_US-0056,Site_US,152.1,4.89,94.8,57.0,264.0,99.83,3.07,1,86.4,87.6,1
Site_US-0057,Site_US,153.2,5.35,90.9,59.4,244.0,99.4,2.57,1,86.1,94.4,1
Site_US-0058,Site_US,147.5,5.14,103.0,59.2,232.0,99.54,2.31,1,85.7,93.2,1
Site_US-0059,Site_US,155.8,4.71,97.5,55.6,230.0,99.54,2.5,1,88.5,94.3,1
Site_US-0060,Site_US,152.2,5.08,100.4,55.3,234.0,99.23,2.16,1,87.4,92.2,1
Site_US-0061,Site_US,154.8,5.16,87.5,55.6,242.0,99.0,2.18,1,86.7,91.5,1
Site_US-0062,Site_US,153.9,5.2,89.9,54.2,247.0,99.57,2.64,1,87.8,90.2,1
Site_US-0063,Site_US,153.2,5.12,103.1,55.6,231.0,99.28,2.27,1,87.6,89.7,1
Site_US-0064,Site_US,153.6,5.35,94.3,55.9,213.0,99.44,2.39,1,88.1,88.2,1
Site_US-0065,Site_US,157.4,5.44,108.5,50.2,212.0,100.06,1.97,1,92.1,89.7,1
Site_US-0066,Site_US,150.5,5.21,102.5,57.5,260.0,99.28,2.82,1,85.8,90.8,1
Site_US-0067,Site_US,150.6,4.54,101.0,56.8,274.0,99.48,2.58,1,84.4,87.7,1
Site_US-0068,Site_US,150.2,5.22,104.3,61.1,215.0,99.72,2.52,1,86.1,92.0,1
Site_US-0069,Site_US,148.5,5.24,98.8,55.9,242.0,99.32,2.03,1,87.5,90.7,1
Site_US-0070,Site_US,153.0,4.87,105.6,60.2,209.0,99.64,2.96,1,83.8,88.2,1
Site_US-0071,Site_US,155.2,5.43,90.5,51.9,211.0,99.31,2.56,1,87.5,91.4,1
Site_US-0072,Site_US,154.6,5.29,102.2,56.2,232.0,99.5,2.34,1,89.5,88.8,1
Site_US-0073,Site_US,152.2,4.62,102.6,49.8,270.0,99.31,2.42,1,87.5,90.7,1
Site_US-0074,Site_US,153.6,5.34,100.3,53.5,284.0,99.5,2.5,1,88.5,89.8,1
Site_US-0075,Site_US,150.9,4.98,102.8,53.7,239.0,99.57,2.64,1,87.6,89.7,1
Site_US-0076,Site_US,151.7,5.04,95.0,52.7,246.0,99.71,2.54,1,88.1,91.2,1
Site_US-0077,Site_US,153.0,4.65,93.9,55.4,220.0,99.73,3.17,1,84.7,92.1,1
Site_US-0078,Site_US,152.2,5.04,93.0,52.8,245.0,99.51,2.72,1,85.7,90.3,1
Site_US-0079,Site_US,154.9,4.81,99.2,56.7,214.0,99.33,2.51,1,86.3,92.4,1
Site_US-0080,Site_US,154.8,4.84,95.5,56.2,236.0,99.65,2.2,1,88.1,92.7,1
Site_US-0081,Site_US,155.2,4.71,95.8,53.2,212.0,99.38,2.77,1,85.2,87.1,1
Site_US-0082,Site_US,153.1,5.1,95.2,52.7,239.0,99.43,2.16,1,89.0,91.5,1
Site_US-0083,Site_US,154.7,5.07,106.1,56.6,235.0,99.62,3.28,1,83.0,91.4,1
Site_US-0084,Site_US,152.8,4.9,95.4,55.1,248.0,99.38,2.85,1,86.8,91.6,1
Site_US-0085,Site_US,149.5,4.92,99.0,54.1,257.0,99.46,2.74,1,84.7,91.3,1
Site_US-0086,Site_US,156.5,5.52,101.3,58.9,218.0,99.11,2.43,1,89.3,93.0,1
Site_US-0087,Site_US,150.2,5.07,95.8,55.1,228.0,99.77,2.29,1,87.8,89.0,1
Site_US-0088,Site_US,150.8,4.88,103.7,56.1,243.0,99.38,2.46,1,89.8,89.1,1
Site_US-0089,Site_US,154.6,4.95,99.5,52.1,212.0,99.67,2.74,1,87.6,91.2,1
Site_US-0090,Site_US,151.5,5.44,104.2,47.4,259.0,99.52,2.8,1,88.9,87.5,1
Site_US-0091,Site_US,155.9,5.38,100.8,57.5,252.0,99.74,2.73,1,86.6,87.8,1
Site_US-0092,Site_US,151.9,5.24,105.4,58.8,243.0,99.54,2.12,1,87.2,89.0,1
Site_US-0093,Site_US,149.5,5.38,93.7,50.6,235.0,99.56,2.68,1,86.3,87.2,1
Site_US-0094,Site_US,157.4,5.24,107.2,52.9,183.0,99.45,2.57,1,87.5,87.8,1
Site_US-0095,Site_US,152.8,5.26,96.4,57.4,243.0,99.41,2.11,1,87.3,88.6,1
Site_US-0096,Site_US,155.8,4.81,98.0,55.2,248.0,99.79,2.3,1,88.2,93.9,1
Site_US-0097,Site_US,155.6,5.13,103.8,53.4,219.0,99.26,2.81,1,85.1,89.5,1
Site_US-0098,Site_US,152.9,5.24,99.5,53.2,228.0,99.42,2.71,1,87.0,91.3,1
Site_US-0099,Site_US,154.5,5.51,94.5,56.0,216.0,99.49,2.6,1,88.5,84.1,1
Site_US-0100,Site_US,154.6,4.9,105.4,57.4,211.0,99.18,2.74,1,86.6,89.9,1
Site_US-0101,Site_US,151.4,4.31,114.2,56.4,241.0,99.81,2.29,1,85.7,90.6,1
Site_US-0102,Site_US,150.7,4.51,102.5,54.7,232.0,99.79,3.01,1,82.9,89.1,1
Site_US-0103,Site_US,150.4,5.44,105.0,53.8,256.0,99.5,2.4,1,86.4,89.8,1
Site_US-0104,Site_US,153.8,4.4,105.7,54.6,199.0,99.24,2.22,1,88.4,89.8,1
Site_US-0105,Site_US,152.1,4.79,106.4,58.3,245.0,99.51,3.05,1,83.0,88.2,1
Site_US-0106,Site_US,155.5,5.28,98.6,54.3,188.0,99.72,2.68,1,89.2,90.6,1
Site_US-0107,Site_US,149.7,4.8,93.7,60.5,174.0,99.56,2.17,1,85.9,87.5,1
Site_US-0108,Site_US,152.2,5.36,95.8,56.8,249.0,99.5,2.3,1,86.8,90.0,1
Site_US-0109,Site_US,149.0,5.21,101.6,51.0,251.0,99.05,2.45,1,85.5,91.5,1
Site_US-0110,Site_US,156.0,5.02,94.9,50.9,193.0,99.24,2.62,1,87.4,86.6,1
Site_US-0111,Site_US,151.0,5.17,96.0,55.1,241.0,99.44,2.8,1,86.5,90.9,1
Site_US-0112,Site_US,155.5,4.38,93.2,52.7,231.0,99.13,2.09,1,87.3,87.7,1
Site_US-0113,Site_US,152.3,5.18,94.0,52.6,226.0,99.5,2.97,1,85.4,90.5,1
Site_US-0114,Site_US,156.8,5.36,90.4,54.9,224.0,99.58,2.55,1,88.2,88.9,1
Site_US-0115,Site_US,153.4,4.87,97.2,58.2,220.0,99.62,2.88,1,85.3,89.8,1
Site_US-0116,Site_US,155.3,5.01,103.8,58.3,238.0,99.47,2.26,1,87.8,95.9,1
Site_US-0117,Site_US,152.8,4.83,101.7,57.6,261.0,99.5,2.47,1,87.9,89.5,1
Site_US-0118,Site_US,148.8,5.18,101.9,61.6,195.0,99.23,3.11,1,83.0,89.1,1
Site_US-0119,Site_US,156.5,4.69,106.4,57.3,264.0,99.43,2.58,1,87.0,90.7,1
Site_US-0120,Site_US,157.0,4.92,102.9,53.2,216.0,99.42,2.04,1,90.7,90.2,1
Site_US-0121,Site_US,155.2,5.21,101.8,53.3,249.0,99.63,2.67,1,91.3,87.0,1
Site_US-0122,Site_US,149.7,4.65,109.1,53.5,217.0,99.39,2.63,1,86.4,91.8,1
Site_US-0123,Site_US,156.2,4.57,103.7,54.0,247.0,99.8,2.62,1,89.1,90.0,1
Site_US-0124,Site_US,151.7,4.88,98.1,58.7,231.0,99.62,2.67,1,85.8,87.9,1
Site_US-0125,Site_US,149.7,5.21,107.9,55.0,220.0,99.52,2.11,1,86.5,90.3,1
Site_US-0126,Site_US,154.7,5.21,103.2,51.6,248.0,99.51,2.43,1,91.1,89.7,1
Site_US-0127,Site_US,153.2,4.72,95.2,58.6,203.0,99.55,2.34,1,86.1,92.8,1
Site_US-0128,Site_US,156.1,4.9,93.7,48.4,243.0,100.0,2.33,1,90.2,90.7,1
Site_US-0129,Site_US,155.7,4.96,97.6,63.6,234.0,99.45,2.63,1,84.7,92.2,1
Site_US-0130,Site_US,155.0,5.16,98.4,55.6,218.0,99.85,2.53,1,85.8,88.1,1
Site_US-0131,Site_US,149.4,4.27,91.2,60.1,307.0,99.6,2.71,1,85.4,89.0,1
Site_US-0132,Site_US,152.7,4.92,104.2,56.9,259.0,99.53,2.48,1,85.4,86.8,1
Site_US-0133,Site_US,152.3,5.0,102.7,52.7,210.0,99.31,2.9,1,85.9,90.3,1
Site_US-0134,Site_US,156.1,4.98,108.8,56.8,225.0,99.57,2.06,1,89.6,91.5,1
Site_US-0135,Site_US,160.0,5.06,94.6,47.5,234.0,99.33,2.91,1,91.4,91.1,1
Site_US-0136,Site_US,153.6,4.72,99.2,52.8,277.0,99.65,2.44,1,88.8,88.1,1
Site_US-0137,Site_US,154.7,5.24,98.7,56.6,238.0,99.44,2.62,1,85.4,90.9,1
Site_US-0138,Site_US,150.7,4.64,96.0,56.8,226.0,99.69,2.91,1,81.9,90.4,1
Site_US-0139,Site_US,150.6,4.61,92.3,57.8,249.0,99.69,2.4,1,85.8,88.2,1
Site_US-0140,Site_US,152.3,5.07,103.8,53.3,236.0,99.51,2.84,1,86.2,89.8,1
Site_US-0141,Site_US,150.6,4.94,103.1,55.4,241.0,99.79,2.55,1,87.8,88.7,1
Site_US-0142,Site_US,158.1,4.53,94.5,48.5,216.0,99.73,2.88,1,89.3,90.3,1
Site_US-0143,Site_US,153.1,5.32,102.8,57.1,232.0,99.25,2.87,1,84.7,88.6,1
Site_US-0144,Site_US,154.2,4.7,107.6,55.4,240.0,99.49,2.6,1,88.0,91.4,1
Site_US-0145,Site_US,157.6,5.32,104.7,58.3,216.0,99.44,2.53,1,89.4,86.6,1
Site_US-0146,Site_US,156.5,4.99,109.4,59.1,247.0,99.75,2.37,1,88.6,92.1,1
Site_US-0147,Site_US,148.7,5.05,108.8,56.3,252.0,99.32,2.43,1,86.0,88.4,1
Site_US-0148,Site_US,155.0,5.41,98.8,56.6,239.0,99.56,2.55,1,85.8,90.0,1
Site_US-0149,Site_US,151.6,5.04,95.0,52.8,241.0,99.66,2.08,1,87.9,91.3,1
Site_US-0150,Site_US,154.8,5.41,103.5,57.6,250.0,99.09,2.48,1,87.9,88.3,1
Site_US-0151,Site_US,151.0,5.12,92.5,59.9,229.0,99.58,2.8,1,86.5,86.2,1
Site_US-0152,Site_US,152.9,5.46,86.3,54.3,225.0,99.19,2.72,1,85.7,91.6,1
Site_US-0153,Site_US,153.2,4.46,100.1,53.0,270.0,99.24,2.33,1,87.8,86.8,1
Site_US-0154,Site_US,155.3,5.31,95.5,55.6,236.0,99.25,2.49,1,87.5,91.5,1
Site_US-0155,Site_US,148.0,5.14,102.3,59.4,232.0,99.58,2.23,1,86.6,86.0,1
Site_US-0156,Site_US,152.0,5.17,97.4,55.0,252.0,99.49,2.16,1,90.4,87.3,1
Site_US-0157,Site_US,146.6,4.21,100.8,52.9,212.0,99.51,2.77,1,83.1,92.4,1
Site_US-0158,Site_US,150.0,5.28,105.1,53.9,212.0,99.67,2.56,1,87.8,90.0,1
Site_US-0159,Site_US,150.5,4.94,102.9,54.3,277.0,99.47,2.42,1,86.2,88.2,1
Site_US-0160,Site_US,156.8,5.44,104.8,58.5,237.0,99.74,2.72,1,88.4,88.6,1
Site_US-0161,Site_US,150.6,5.1,103.4,58.8,241.0,99.53,3.07,1,85.3,87.3,1
Site_US-0162,Site_US,149.7,4.55,97.8,58.0,232.0,99.24,2.45,1,84.7,90.1,1
Site_US-0163,Site_US,156.6,5.28,103.7,49.0,264.0,99.65,2.67,1,90.4,90.8,1
Site_US-0164,Site_US,158.6,4.79,103.1,58.9,220.0,99.78,2.33,1,90.1,89.5,1
Site_US-0165,Site_US,156.8,5.13,100.2,55.4,249.0,99.56,2.41,1,88.6,92.2,1
Site_US-0166,Site_US,153.6,4.76,98.8,61.8,244.0,99.51,2.1,1,85.1,86.3,1
Site_US-0167,Site_US,151.0,4.69,94.8,53.4,231.0,99.3,2.08,1,87.6,86.7,1
Site_US-0168,Site_US,154.8,4.87,102.1,58.9,215.0,99.33,2.42,1,85.4,89.8,1
Site_US-0169,Site_US,158.5,4.95,104.3,52.3,209.0,99.52,2.47,1,87.7,87.8,1
Site_US-0170,Site_US,156.0,5.63,103.2,53.0,249.0,99.21,2.51,1,89.3,91.0,1
Site_US-0171,Site_US,155.5,5.15,99.5,59.8,237.0,99.73,2.51,1,85.7,93.8,1
Site_US-0172,Site_US,158.1,5.22,107.8,61.5,239.0,99.64,2.26,1,87.3,92.7,1
Site_US-0173,Site_US,150.9,4.67,98.7,59.1,274.0,99.46,2.44,1,85.2,89.7,1
Site_US-0174,Site_US,151.2,5.06,103.5,53.9,232.0,99.65,2.68,1,86.3,88.8,1
Site_US-0175,Site_US,154.2,5.34,107.5,55.2,216.0,99.88,2.21,1,88.8,90.2,1
Site_US-0176,Site_US,149.4,4.84,106.7,54.4,264.0,99.58,2.72,1,84.6,90.1,1
Site_US-0177,Site_US,148.0,4.73,98.4,51.9,231.0,99.66,2.47,1,86.1,88.0,1
Site_US-0178,Site_US,157.1,5.18,97.7,56.4,208.0,99.55,2.9,1,85.2,91.0,1
Site_US-0179,Site_US,158.3,5.15,103.6,51.2,259.0,99.62,2.41,1,88.7,92.2,1
Site_US-0180,Site_US,151.1,4.85,94.4,56.2,219.0,99.49,2.47,1,85.2,86.5,1
Site_US-0181,Site_US,154.3,5.12,99.4,54.0,253.0,99.78,2.72,1,88.2,91.0,1
Site_US-0182,Site_US,151.8,4.99,99.0,45.9,223.0,99.25,2.12,1,91.4,89.9,1
Site_US-0183,Site_US,151.5,5.16,104.1,56.7,238.0,99.91,2.45,1,88.3,86.9,1
Site_US-0184,Site_US,148.8,4.93,104.8,56.0,217.0,99.62,1.98,1,86.5,89.1,1
Site_US-0185,Site_US,150.1,5.25,94.4,58.7,207.0,99.12,2.53,1,81.3,88.9,1
Site_US-0186,Site_US,156.5,4.49,102.5,55.6,198.0,99.26,2.67,1,86.8,90.6,1
Site_US-0187,Site_US,152.8,4.92,100.8,56.3,214.0,99.23,2.54,1,87.0,88.9,1
Site_US-0188,Site_US,156.2,4.99,92.1,52.1,215.0,99.37,2.37,1,89.5,90.8,1
Site_US-0189,Site_US,158.7,5.25,99.1,53.0,245.0,99.7,2.52,1,89.9,88.1,1
Site_US-0190,Site_US,150.6,5.14,103.3,58.9,206.0,99.45,3.05,1,84.1,89.8,1
Site_US-0191,Site_US,152.5,4.8,101.4,58.1,213.0,99.62,2.74,1,86.3,91.9,1
Site_US-0192,Site_US,153.2,5.35,99.4,57.1,242.0,99.53,2.77,1,88.2,90.0,1
Site_US-0193,Site_US,153.1,5.0,104.8,54.2,258.0,99.26,2.07,1,88.7,87.8,1
Site_US-0194,Site_US,153.8,4.75,109.3,56.0,239.0,99.45,2.54,1,86.0,90.7,1
Site_US-0195,Site_US,155.5,5.53,97.7,57.7,246.0,99.52,2.85,1,86.6,92.9,1
Site_US-0196,Site_US,157.9,4.79,95.2,50.8,219.0,99.09,2.15,1,87.8,88.0,1
Site_US-0197,Site_US,154.9,5.02,110.1,54.4,269.0,99.32,2.75,1,87.4,93.7,1
Site_US-0198,Site_US,155.8,5.27,105.1,57.3,260.0,99.42,2.53,1,87.6,86.9,1
Site_US-0199,Site_US,149.0,4.81,104.2,52.2,223.0,99.8,2.07,1,88.3,90.5,1
Site_US-0200,Site_US,151.7,5.51,108.8,52.2,225.0,99.63,2.55,1,87.2,89.8,1
Site_US-0201,Site_US,152.6,4.83,93.0,55.7,243.0,99.68,2.88,1,84.5,87.9,1
Site_US-0202,Site_US,156.6,5.21,99.1,55.7,207.0,99.69,2.88,1,86.4,86.7,1
Site_US-0203,Site_US,152.7,5.13,96.9,62.5,229.0,99.87,2.93,1,84.2,91.5,1
Site_US-0204,Site_US,157.4,5.07,102.1,55.9,252.0,99.14,2.69,1,89.3,90.1,1
Site_US-0205,Site_US,149.5,4.83,106.0,57.1,236.0,99.5,2.25,1,86.8,90.1,1
Site_US-0206,Site_US,154.6,5.28,99.4,55.2,275.0,99.37,2.24,1,89.1,90.7,1
Site_US-0207,Site_US,151.9,5.08,107.6,52.3,214.0,99.74,2.65,1,87.6,92.9,1
Site_US-0208,Site_US,157.3,5.01,82.4,57.3,238.0,99.35,2.19,1,88.5,87.2,1
Site_US-0209,Site_US,147.9,4.29,96.2,52.0,235.0,99.4,2.84,1,83.1,88.3,1
Site_US-0210,Site_US,155.2,5.16,95.8,55.8,238.0,99.84,2.27,1,89.0,91.6,1
Site_US-0211,Site_US,153.0,5.3,103.8,63.5,254.0,99.73,2.49,1,83.3,92.3,1
Site_US-0212,Site_US,152.2,4.91,110.8,58.6,209.0,99.14,2.53,1,84.5,90.5,1
Site_US-0213,Site_US,158.4,4.94,92.9,52.0,217.0,99.52,2.86,1,87.0,90.1,1
Site_US-0214,Site_US,149.1,5.19,99.3,55.2,249.0,99.67,2.35,1,87.7,83.0,1
Site_US-0215,Site_US,153.1,4.89,104.5,52.3,282.0,99.57,2.67,1,86.7,86.6,1
Site_US-0216,Site_US,151.7,4.94,101.9,58.3,251.0,99.48,3.19,1,84.0,92.6,1
Site_US-0217,Site_US,156.3,5.18,97.3,51.8,226.0,99.64,2.87,1,87.9,90.9,1
Site_US-0218,Site_US,154.9,4.82,96.9,61.4,231.0,99.5,2.49,1,87.1,87.5,1
Site_US-0219,Site_US,153.2,5.24,95.2,56.9,234.0,99.62,2.32,1,87.4,95.1,1
Site_US-0220,Site_US,153.4,5.5,104.6,53.9,205.0,99.25,2.83,1,87.3,88.2,1
Site_US-0221,Site_US,152.9,4.31,105.5,54.8,181.0,99.38,2.54,1,85.9,94.3,1
Site_US-0222,Site_US,158.4,5.64,95.8,55.2,245.0,100.0,2.38,1,90.6,86.5,1
Site_US-0223,Site_US,154.1,4.56,107.3,57.1,237.0,99.54,2.68,1,85.1,90.6,1
Site_US-0224,Site_US,150.0,4.82,102.8,51.6,257.0,99.65,2.21,1,89.9,85.6,1
Site_US-0225,Site_US,151.5,4.72,101.2,57.7,237.0,99.6,2.56,1,86.5,89.8,1
Site_US-0226,Site_US,160.2,4.46,99.6,50.6,272.0,99.85,3.44,1,86.7,91.8,1
Site_US-0227,Site_US,155.5,4.75,98.2,53.8,229.0,99.53,1.95,1,88.8,90.7,1
Site_US-0228,Site_US,152.5,4.74,105.2,52.4,237.0,99.29,2.28,1,87.0,93.1,1
Site_US-0229,Site_US,151.2,4.74,102.1,53.8,216.0,99.35,2.26,1,85.9,90.8,1
Site_US-0230,Site_US,150.6,5.24,100.3,54.6,238.0,99.74,2.1,1,87.5,92.4,1
Site_US-0231,Site_US,155.3,4.98,108.6,57.0,247.0,99.19,2.09,1,88.5,90.6,1
Site_US-0232,Site_US,147.3,4.85,97.1,56.8,205.0,99.72,2.58,1,87.2,91.9,1
Site_US-0233,Site_US,151.9,4.82,94.4,55.1,241.0,99.56,2.42,1,87.4,87.5,1
Site_US-0234,Site_US,154.4,4.99,99.3,53.4,220.0,99.78,2.82,1,87.0,90.0,1
Site_US-0235,Site_US,156.0,5.13,102.2,57.6,212.0,99.6,2.23,1,88.2,94.2,1
Site_US-0236,Site_US,157.4,5.24,95.9,53.6,224.0,99.69,3.02,1,88.0,93.4,1
Site_US-0237,Site_US,150.4,5.21,102.7,58.6,249.0,99.4,1.89,1,87.8,90.9,1
Site_US-0238,Site_US,151.4,5.23,99.5,50.7,236.0,99.66,2.09,1,89.6,87.7,1
Site_US-0239,Site_US,151.9,4.72,107.3,50.6,227.0,99.56,2.74,1,86.4,89.3,1
Site_US-0240,Site_US,152.7,4.77,104.5,57.4,242.0,99.6,2.96,1,84.3,89.1,1
Site_US-0241,Site_US,152.9,5.38,101.8,57.8,242.0,99.54,2.48,1,84.7,89.0,1
Site_US-0242,Site_US,152.8,5.42,98.3,56.0,224.0,99.7,2.85,1,87.6,91.2,1
Site_US-0243,Site_US,154.6,4.83,103.8,51.8,260.0,99.4,2.68,1,86.4,91.2,1
Site_US-0244,Site_US,149.2,4.94,105.6,46.6,240.0,99.6,1.84,1,88.7,89.2,1
Site_US-0245,Site_US,151.1,5.28,105.2,59.9,259.0,99.48,2.41,1,83.9,93.1,1
Site_US-0246,Site_US,158.4,5.51,104.5,55.2,245.0,99.69,2.26,1,90.4,88.6,1
Site_US-0247,Site_US,152.9,4.32,99.1,56.9,243.0,99.73,2.6,1,87.5,87.3,1
Site_US-0248,Site_US,156.6,4.44,96.0,53.1,229.0,100.08,3.03,1,89.5,91.0,1
Site_US-0249,Site_US,150.0,5.12,99.3,48.7,247.0,99.37,2.58,1,87.4,84.3,1
Site_US-0250,Site_US,158.0,5.18,106.1,53.0,221.0,99.37,2.22,1,89.4,89.9,1
Site_US-0251,Site_US,153.2,5.01,100.7,55.0,216.0,99.46,2.29,1,86.6,92.4,1
Site_US-0252,Site_US,152.1,5.04,93.3,58.8,257.0,99.49,2.27,1,85.9,91.9,1
Site_US-0253,Site_US,150.3,4.71,103.0,57.2,211.0,99.48,2.47,1,85.5,92.4,1
Site_US-0254,Site_US,149.5,4.77,94.5,50.0,236.0,99.29,2.51,1,87.0,91.9,1
Site_US-0255,Site_US,154.4,5.45,103.9,54.7,227.0,99.33,2.82,1,86.5,90.8,1
Site_US-0256,Site_US,154.7,5.2,102.5,55.3,261.0,99.25,2.92,1,84.6,89.9,1
Site_US-0257,Site_US,153.9,4.86,89.4,51.4,241.0,99.66,2.84,1,88.7,91.7,1
Site_US-0258,Site_US,154.1,4.98,100.9,50.2,230.0,99.36,2.86,1,87.3,89.9,1
