timestamp,batch_id,tijd_sec,inlet_lucht_temp_C,inlet_lucht_temp_sp_C,outlet_lucht_temp_C,product_temp_C,outlet_luchtvochtigheid_pct,drukval_mbar,luchtdebiet_m3h,bedmassa_kg,vochtgehalte_pct,NIR_vochtgehalte_pct,droogsnelheid_pctmin,energie_kW,fase
2025-02-01 00:26:30,DRY-000,1590,60.6,60,42.5,39.2,41.9,20.0,1032.0,114.0,27.49,,0.104,18.27,constant_rate
2025-02-01 00:27:00,DRY-000,1620,60.2,60,42.1,39.5,40.4,19.4,1035.0,114.0,26.31,,0.0992,17.88,constant_rate
2025-02-01 00:27:30,DRY-000,1650,60.0,60,41.7,38.6,44.6,19.6,1047.0,114.0,27.6,,0.1045,18.25,constant_rate
2025-02-01 00:28:00,DRY-000,1680,59.7,60,41.5,38.2,42.3,19.4,1036.0,114.0,26.92,,0.1017,18.0,constant_rate
2025-02-01 00:28:30,DRY-000,1710,59.9,60,42.4,39.4,41.3,19.5,1053.0,114.0,26.94,,0.1017,18.31,constant_rate
2025-02-01 00:29:00,DRY-000,1740,60.7,60,42.2,39.1,43.2,19.4,1036.0,114.0,27.03,,0.1021,18.43,constant_rate
2025-02-01 00:29:30,DRY-000,1770,59.7,60,42.9,39.8,41.1,19.0,1049.0,114.0,25.85,,0.0972,18.12,constant_rate
2025-02-01 00:30:00,DRY-000,1800,60.9,60,43.4,40.6,41.2,19.5,1037.0,114.0,26.39,26.24,0.0995,18.39,constant_rate
2025-02-01 00:30:30,DRY-000,1830,60.6,60,42.3,39.3,40.1,19.2,1034.0,114.0,26.72,,0.1008,18.33,constant_rate
2025-02-01 00:31:00,DRY-000,1860,60.5,60,42.6,39.7,41.5,19.4,1031.0,114.0,26.88,,0.1015,18.42,constant_rate
2025-02-01 00:31:30,DRY-000,1890,60.0,60,41.6,38.6,40.5,19.5,1055.0,114.0,26.66,,0.1006,18.55,constant_rate
2025-02-01 00:32:00,DRY-000,1920,60.0,60,42.6,39.6,41.2,19.6,1041.0,114.0,25.96,,0.0977,18.44,constant_rate
2025-02-01 00:32:30,DRY-000,1950,60.5,60,42.7,39.5,40.0,19.5,1053.0,114.0,26.19,,0.0986,18.94,constant_rate
2025-02-01 00:33:00,DRY-000,1980,60.9,60,43.4,40.8,39.1,19.7,1037.0,114.0,26.03,,0.098,18.66,constant_rate
2025-02-01 00:33:30,DRY-000,2010,59.3,60,42.8,39.6,41.1,19.0,1052.0,114.0,25.84,,0.0972,17.92,constant_rate
2025-02-01 00:34:00,DRY-000,2040,59.2,60,41.9,38.7,42.6,19.2,1029.0,114.0,25.97,,0.0977,17.71,constant_rate
2025-02-01 00:34:30,DRY-000,2070,59.3,60,42.1,39.0,43.1,19.1,1055.0,114.0,26.73,,0.1009,18.05,constant_rate
2025-02-01 00:35:00,DRY-000,2100,60.2,60,42.2,39.1,41.9,19.4,1032.0,114.0,26.85,26.92,0.1014,18.28,constant_rate
2025-02-01 00:35:30,DRY-000,2130,60.2,60,43.1,39.9,42.2,19.2,1036.0,114.0,26.42,,0.0996,18.15,constant_rate
2025-02-01 00:36:00,DRY-000,2160,59.8,60,42.8,39.8,41.6,19.0,1052.0,114.0,25.54,,0.0959,18.49,constant_rate
2025-02-01 00:36:30,DRY-000,2190,60.3,60,42.4,39.8,40.0,19.1,1060.0,114.0,25.93,,0.0976,18.73,constant_rate
2025-02-01 00:37:00,DRY-000,2220,59.6,60,42.1,39.2,40.3,19.5,1045.0,114.0,26.17,,0.0986,18.24,constant_rate
2025-02-01 00:37:30,DRY-000,2250,60.4,60,43.4,40.4,41.0,19.1,1060.0,114.0,26.16,,0.0985,18.99,constant_rate
2025-02-01 00:38:00,DRY-000,2280,60.4,60,43.1,40.4,40.9,18.6,1053.0,114.0,25.88,,0.0974,18.9,constant_rate
2025-02-01 00:38:30,DRY-000,2310,59.4,60,41.9,39.1,40.9,19.5,1034.0,114.0,26.04,,0.098,17.53,constant_rate
2025-02-01 00:39:00,DRY-000,2340,60.0,60,42.9,39.9,42.3,19.1,1022.0,114.0,25.81,,0.0971,17.73,constant_rate
2025-02-01 00:39:30,DRY-000,2370,60.0,60,42.3,39.2,41.5,19.4,1025.0,114.0,26.23,,0.0988,17.62,constant_rate
2025-02-01 00:40:00,DRY-000,2400,60.0,60,43.1,40.1,40.2,18.9,1044.0,114.0,25.13,24.24,0.0943,17.96,constant_rate
2025-02-01 00:40:30,DRY-000,2430,59.9,60,43.0,40.1,41.4,19.1,1027.0,114.0,25.59,,0.0961,17.89,constant_rate
2025-02-01 00:41:00,DRY-000,2460,60.9,60,44.7,42.1,40.2,19.8,1043.0,114.0,25.29,,0.0949,18.54,constant_rate
2025-02-01 00:41:30,DRY-000,2490,59.6,60,42.9,40.0,41.2,19.2,1047.0,114.0,25.42,,0.0954,18.11,constant_rate
2025-02-01 00:42:00,DRY-000,2520,59.0,60,41.5,38.3,40.5,19.3,1041.0,114.0,25.85,,0.0972,17.39,constant_rate
2025-02-01 00:42:30,DRY-000,2550,59.8,60,42.7,39.8,39.0,19.1,1039.0,114.0,25.27,,0.0948,18.22,constant_rate
2025-02-01 00:43:00,DRY-000,2580,59.1,60,42.5,39.7,41.0,19.1,1030.0,114.0,24.95,,0.0935,17.66,constant_rate
2025-02-01 00:43:30,DRY-000,2610,60.1,60,43.1,40.0,40.2,19.5,1044.0,114.0,25.17,,0.0944,18.25,constant_rate
2025-02-01 00:44:00,DRY-000,2640,59.3,60,42.0,38.9,40.1,19.5,1059.0,114.0,24.95,,0.0935,18.24,constant_rate
2025-02-01 00:44:30,DRY-000,2670,59.8,60,43.0,40.3,40.6,19.0,1038.0,114.0,25.15,,0.0943,18.08,constant_rate
2025-02-01 00:45:00,DRY-000,2700,59.5,60,42.2,39.0,41.6,19.0,1058.0,114.0,25.28,25.88,0.0949,18.27,constant_rate
2025-02-01 00:45:30,DRY-000,2730,59.8,60,42.8,39.8,40.9,18.9,1040.0,114.0,25.36,,0.0952,18.21,constant_rate
2025-02-01 00:46:00,DRY-000,2760,60.1,60,43.3,39.8,40.6,18.8,1055.0,114.0,24.91,,0.0933,18.69,constant_rate
2025-02-01 00:46:30,DRY-000,2790,59.8,60,43.3,40.2,40.4,18.8,1036.0,114.0,24.9,,0.0933,17.93,constant_rate
2025-02-01 00:47:00,DRY-000,2820,59.9,60,43.3,40.0,41.7,19.6,1031.0,114.0,25.02,,0.0938,18.05,constant_rate
2025-02-01 00:47:30,DRY-000,2850,59.2,60,42.2,38.9,40.1,19.2,1035.0,114.0,25.34,,0.0951,17.59,constant_rate
2025-02-01 00:48:00,DRY-000,2880,61.5,60,45.0,42.1,39.0,19.4,1033.0,114.0,24.82,,0.093,19.0,constant_rate
2025-02-01 00:48:30,DRY-000,2910,59.9,60,43.2,40.3,39.9,18.8,1032.0,114.0,24.76,,0.0927,18.26,constant_rate
2025-02-01 00:49:00,DRY-000,2940,60.0,60,43.4,40.6,40.6,19.1,1055.0,114.0,24.49,,0.0916,18.61,constant_rate
2025-02-01 00:49:30,DRY-000,2970,59.8,60,42.6,39.7,41.1,19.7,1033.0,114.0,25.01,,0.0937,17.8,constant_rate
2025-02-01 00:50:00,DRY-000,3000,60.0,60,43.2,40.4,41.4,19.0,1048.0,114.0,25.21,25.44,0.0946,18.42,constant_rate
2025-02-01 00:50:30,DRY-000,3030,60.7,60,44.4,41.3,39.0,18.8,1046.0,114.0,24.28,,0.0907,18.74,constant_rate
2025-02-01 00:51:00,DRY-000,3060,60.0,60,43.3,40.1,40.1,19.2,1056.0,114.0,24.66,,0.0923,18.23,constant_rate
2025-02-01 00:51:30,DRY-000,3090,60.3,60,44.1,41.3,38.5,19.6,1029.0,114.0,24.45,,0.0914,17.92,constant_rate
2025-02-01 00:52:00,DRY-000,3120,60.1,60,43.7,40.0,39.6,19.0,1048.0,114.0,24.37,,0.0911,18.41,constant_rate
2025-02-01 00:52:30,DRY-000,3150,59.5,60,43.0,39.8,42.0,19.9,1029.0,114.0,24.83,,0.093,17.94,constant_rate
2025-02-01 00:53:00,DRY-000,3180,60.2,60,43.8,40.9,39.2,19.4,1043.0,114.0,24.42,,0.0913,18.23,constant_rate
2025-02-01 00:53:30,DRY-000,3210,60.2,60,43.8,40.5,40.7,19.1,1047.0,114.0,24.44,,0.0914,18.86,constant_rate
2025-02-01 00:54:00,DRY-000,3240,59.7,60,43.4,40.4,37.7,19.2,1046.0,114.0,24.4,,0.0912,18.33,constant_rate
2025-02-01 00:54:30,DRY-000,3270,60.3,60,44.5,41.3,41.3,19.1,1032.0,114.0,24.35,,0.091,17.94,constant_rate
2025-02-01 00:55:00,DRY-000,3300,60.6,60,44.6,41.7,38.7,19.5,1049.0,114.0,24.3,24.11,0.0908,18.88,constant_rate
2025-02-01 00:55:30,DRY-000,3330,60.2,60,43.0,40.2,40.0,19.7,1036.0,114.0,24.88,,0.0932,18.27,constant_rate
2025-02-01 00:56:00,DRY-000,3360,60.0,60,43.4,40.4,39.9,18.6,1051.0,114.0,24.42,,0.0913,18.42,constant_rate
2025-02-01 00:56:30,DRY-000,3390,60.0,60,44.4,41.5,38.7,19.0,1043.0,114.0,23.72,,0.0884,18.27,constant_rate
2025-02-01 00:57:00,DRY-000,3420,60.0,60,43.4,40.4,38.5,19.5,1029.0,114.0,23.96,,0.0894,18.06,constant_rate
2025-02-01 00:57:30,DRY-000,3450,59.6,60,43.5,40.1,39.1,18.7,1037.0,114.0,24.35,,0.091,17.88,constant_rate
2025-02-01 00:58:00,DRY-000,3480,60.8,60,44.0,40.9,40.3,19.0,1044.0,114.0,24.51,,0.0917,18.67,constant_rate
2025-02-01 00:58:30,DRY-000,3510,59.8,60,43.7,40.7,38.9,19.4,1035.0,114.0,23.85,,0.0889,18.05,constant_rate
2025-02-01 00:59:00,DRY-000,3540,59.2,60,43.1,40.1,37.3,19.2,1026.0,114.0,23.89,,0.0891,17.57,constant_rate
2025-02-01 00:59:30,DRY-000,3570,60.4,60,44.5,41.8,37.5,19.1,1040.0,114.0,23.86,,0.0889,18.63,constant_rate
2025-02-01 01:00:00,DRY-000,3600,59.4,60,43.6,40.5,41.5,19.0,1035.0,114.0,24.12,24.32,0.09,17.75,constant_rate
2025-02-01 01:00:30,DRY-000,3630,60.2,60,44.9,41.9,38.0,18.9,1041.0,114.0,22.97,,0.0852,18.42,constant_rate
2025-02-01 01:01:00,DRY-000,3660,60.0,60,43.9,41.0,38.4,19.0,1046.0,114.0,23.71,,0.0883,18.43,constant_rate
2025-02-01 01:01:30,DRY-000,3690,60.2,60,43.9,41.1,39.2,19.0,1059.0,114.0,23.94,,0.0893,18.59,constant_rate
2025-02-01 01:02:00,DRY-000,3720,60.3,60,44.6,41.9,39.2,19.2,1049.0,114.0,23.41,,0.0871,18.5,constant_rate
2025-02-01 01:02:30,DRY-000,3750,60.2,60,44.3,41.3,39.0,19.1,1055.0,114.0,23.88,,0.089,18.8,constant_rate
2025-02-01 01:03:00,DRY-000,3780,60.5,60,44.9,41.6,39.0,19.2,1036.0,114.0,23.38,,0.087,18.64,constant_rate
2025-02-01 01:03:30,DRY-000,3810,59.8,60,43.9,41.0,39.0,18.7,1044.0,114.0,24.02,,0.0896,18.23,constant_rate
2025-02-01 01:04:00,DRY-000,3840,59.8,60,43.7,40.3,37.5,18.8,1029.0,114.0,23.51,,0.0875,17.79,constant_rate
2025-02-01 01:04:30,DRY-000,3870,60.3,60,44.5,41.7,38.6,19.0,1060.0,114.0,23.4,,0.0871,18.66,constant_rate
2025-02-01 01:05:00,DRY-000,3900,59.9,60,43.9,41.0,38.2,18.8,1049.0,114.0,23.45,23.31,0.0873,18.25,constant_rate
2025-02-01 01:05:30,DRY-000,3930,59.6,60,43.7,41.0,36.4,19.0,1031.0,114.0,23.28,,0.0865,17.59,constant_rate
2025-02-01 01:06:00,DRY-000,3960,60.1,60,44.2,41.6,37.4,18.9,1046.0,114.0,23.5,,0.0875,18.3,constant_rate
2025-02-01 01:06:30,DRY-000,3990,59.2,60,43.0,39.6,39.5,18.8,1051.0,114.0,22.98,,0.0853,17.9,constant_rate
2025-02-01 01:07:00,DRY-000,4020,59.9,60,44.0,41.2,38.9,19.0,1038.0,114.0,23.21,,0.0862,18.16,constant_rate
2025-02-01 01:07:30,DRY-000,4050,60.8,60,45.3,42.0,40.0,19.2,1033.0,114.0,23.8,,0.0887,18.47,constant_rate
2025-02-01 01:08:00,DRY-000,4080,60.0,60,44.5,41.1,38.2,19.3,1028.0,114.0,23.14,,0.086,17.63,constant_rate
2025-02-01 01:08:30,DRY-000,4110,60.7,60,45.1,42.4,38.6,19.0,1047.0,114.0,22.86,,0.0848,18.82,constant_rate
2025-02-01 01:09:00,DRY-000,4140,60.2,60,44.8,41.6,40.2,18.4,1040.0,114.0,23.0,,0.0854,18.22,constant_rate
2025-02-01 01:09:30,DRY-000,4170,59.2,60,44.0,40.8,39.3,18.6,1034.0,114.0,23.44,,0.0872,17.3,constant_rate
2025-02-01 01:10:00,DRY-000,4200,61.2,60,45.5,42.7,37.6,18.4,1018.0,114.0,23.13,23.78,0.0859,18.59,constant_rate
2025-02-01 01:10:30,DRY-000,4230,59.4,60,44.4,41.4,35.5,18.8,1059.0,114.0,22.28,,0.0824,18.21,constant_rate
2025-02-01 01:11:00,DRY-000,4260,58.4,60,43.2,40.0,37.4,18.7,1050.0,114.0,23.19,,0.0862,17.52,constant_rate
2025-02-01 01:11:30,DRY-000,4290,60.6,60,45.0,42.1,37.7,18.7,1040.0,114.0,22.56,,0.0835,18.65,constant_rate
2025-02-01 01:12:00,DRY-000,4320,60.4,60,46.1,43.0,37.0,18.3,1030.0,114.0,22.38,,0.0828,18.38,constant_rate
2025-02-01 01:12:30,DRY-000,4350,59.4,60,43.6,40.6,36.6,18.7,1023.0,114.0,23.19,,0.0861,17.72,constant_rate
2025-02-01 01:13:00,DRY-000,4380,60.5,60,45.6,42.7,36.8,18.4,1042.0,114.0,22.64,,0.0839,18.82,constant_rate
2025-02-01 01:13:30,DRY-000,4410,60.4,60,45.7,42.9,36.9,18.7,1054.0,114.0,22.2,,0.082,18.47,constant_rate
2025-02-01 01:14:00,DRY-000,4440,59.4,60,44.7,41.7,37.0,18.8,1054.0,114.0,22.44,,0.0831,18.21,constant_rate
2025-02-01 01:14:30,DRY-000,4470,59.7,60,44.3,41.2,37.3,18.6,1053.0,114.0,22.43,,0.083,18.15,constant_rate
2025-02-01 01:15:00,DRY-000,4500,60.1,60,45.4,42.6,37.7,19.1,1059.0,114.0,22.53,22.48,0.0834,18.49,constant_rate
2025-02-01 01:15:30,DRY-000,4530,58.8,60,43.8,40.6,38.1,18.7,1052.0,114.0,22.34,,0.0826,17.77,constant_rate
2025-02-01 01:16:00,DRY-000,4560,59.9,60,44.3,41.4,38.1,18.9,1040.0,114.0,22.4,,0.0829,17.76,constant_rate
2025-02-01 01:16:30,DRY-000,4590,60.5,60,44.4,41.3,37.9,18.7,1035.0,114.0,22.42,,0.083,18.22,constant_rate
2025-02-01 01:17:00,DRY-000,4620,60.5,60,45.8,43.0,35.9,18.3,1043.0,114.0,22.11,,0.0817,18.25,constant_rate
2025-02-01 01:17:30,DRY-000,4650,59.7,60,45.1,42.2,38.0,18.9,1042.0,114.0,22.26,,0.0823,17.74,constant_rate
2025-02-01 01:18:00,DRY-000,4680,60.6,60,45.8,42.7,38.8,18.6,1054.0,114.0,22.28,,0.0824,19.08,constant_rate
2025-02-01 01:18:30,DRY-000,4710,59.8,60,44.5,41.1,36.9,18.9,1045.0,114.0,22.7,,0.0841,17.95,constant_rate
2025-02-01 01:19:00,DRY-000,4740,60.8,60,45.8,42.8,38.8,18.9,1046.0,114.0,22.74,,0.0843,18.59,constant_rate
2025-02-01 01:19:30,DRY-000,4770,60.7,60,45.3,42.3,37.7,18.5,1049.0,114.0,22.49,,0.0833,18.93,constant_rate
2025-02-01 01:20:00,DRY-000,4800,59.5,60,44.5,42.0,37.9,18.4,1043.0,114.0,22.26,22.62,0.0823,18.14,constant_rate
2025-02-01 01:20:30,DRY-000,4830,60.1,60,45.4,42.4,35.4,18.8,1049.0,114.0,22.02,,0.0813,18.45,constant_rate
2025-02-01 01:21:00,DRY-000,4860,60.6,60,46.0,43.1,37.2,18.6,1039.0,114.0,21.99,,0.0812,18.71,constant_rate
2025-02-01 01:21:30,DRY-000,4890,60.6,60,46.5,43.1,35.7,18.4,1038.0,114.0,21.76,,0.0802,18.65,constant_rate
2025-02-01 01:22:00,DRY-000,4920,59.2,60,44.9,42.2,36.3,19.0,1037.0,114.0,21.96,,0.081,17.5,constant_rate
2025-02-01 01:22:30,DRY-000,4950,60.3,60,45.3,42.0,37.1,18.5,1034.0,114.0,21.81,,0.0804,18.22,constant_rate
2025-02-01 01:23:00,DRY-000,4980,60.9,60,46.7,43.6,36.0,18.5,1041.0,114.0,21.86,,0.0806,19.03,constant_rate
2025-02-01 01:23:30,DRY-000,5010,60.3,60,46.0,42.8,36.8,19.1,1026.0,114.0,21.82,,0.0805,18.12,constant_rate
2025-02-01 01:24:00,DRY-000,5040,59.5,60,44.6,41.3,36.6,18.8,1062.0,114.0,22.6,,0.0837,18.06,constant_rate
2025-02-01 01:24:30,DRY-000,5070,59.9,60,45.6,42.9,35.3,18.9,1038.0,114.0,21.2,,0.0779,17.74,constant_rate
2025-02-01 01:25:00,DRY-000,5100,60.1,60,44.7,42.0,36.4,19.1,1033.0,114.0,22.07,22.69,0.0815,18.07,constant_rate
2025-02-01 01:25:30,DRY-000,5130,60.1,60,45.9,43.0,36.9,18.4,1046.0,114.0,21.43,,0.0788,18.59,constant_rate
2025-02-01 01:26:00,DRY-000,5160,60.5,60,45.9,42.7,37.1,18.7,1047.0,114.0,22.02,,0.0813,18.66,constant_rate
2025-02-01 01:26:30,DRY-000,5190,59.6,60,45.4,42.2,36.9,18.9,1065.0,114.0,21.61,,0.0796,18.09,constant_rate
2025-02-01 01:27:00,DRY-000,5220,60.8,60,46.7,43.7,35.7,18.8,1058.0,114.0,21.11,,0.0775,19.1,constant_rate
2025-02-01 01:27:30,DRY-000,5250,60.3,60,45.7,42.5,37.2,17.9,1032.0,114.0,21.56,,0.0794,17.96,constant_rate
2025-02-01 01:28:00,DRY-000,5280,59.8,60,45.6,42.3,36.8,18.4,1043.0,114.0,21.58,,0.0795,18.15,constant_rate
2025-02-01 01:28:30,DRY-000,5310,59.6,60,45.3,42.3,37.3,18.2,1040.0,114.0,21.34,,0.0785,18.17,constant_rate
2025-02-01 01:29:00,DRY-000,5340,60.3,60,45.8,42.7,36.2,18.5,1042.0,114.0,21.57,,0.0794,18.29,constant_rate
2025-02-01 01:29:30,DRY-000,5370,60.0,60,45.4,42.5,36.8,18.0,1037.0,114.0,21.6,,0.0795,18.26,constant_rate
2025-02-01 01:30:00,DRY-000,5400,61.2,60,46.4,43.2,36.6,18.6,1026.0,114.0,21.75,22.32,0.0802,18.51,constant_rate
2025-02-01 01:30:30,DRY-000,5430,59.7,60,45.2,42.0,37.3,18.6,1033.0,114.0,22.29,,0.0824,17.95,constant_rate
2025-02-01 01:31:00,DRY-000,5460,59.7,60,45.4,42.7,37.3,18.6,1053.0,114.0,21.42,,0.0788,18.71,constant_rate
2025-02-01 01:31:30,DRY-000,5490,60.3,60,45.7,42.3,35.7,19.1,1034.0,114.0,21.62,,0.0796,18.5,constant_rate
2025-02-01 01:32:00,DRY-000,5520,60.1,60,45.5,42.4,36.0,18.3,1046.0,114.0,21.74,,0.0801,18.21,constant_rate
2025-02-01 01:32:30,DRY-000,5550,59.8,60,45.8,42.5,36.2,18.3,1029.0,114.0,20.98,,0.0769,17.55,constant_rate
2025-02-01 01:33:00,DRY-000,5580,60.0,60,46.0,43.0,36.9,18.6,1040.0,114.0,20.8,,0.0762,18.04,constant_rate
