cyclus_id,equipment,vorig_product,vervuilingsgraad,fase,tijd_sec,tijd_in_fase_sec,temperatuur_C,conductiviteit_mScm,turbiditeit_NTU,pH,TOC_mgL,debiet_m3h,druk_bar,NaOH_pct,HNO3_pct,cyclus_resultaat
CIP-0000,tank_5000L,Product_A,3.1,voorspoeling,240,240,19.8,6.01,22.1,7.4,92.1,7.55,2.45,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,voorspoeling,250,250,20.1,5.04,20.99,7.0,88.7,7.6,2.52,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,voorspoeling,260,260,19.9,3.92,20.0,6.8,86.3,7.51,2.55,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,voorspoeling,270,270,19.4,4.37,16.95,7.3,80.5,7.53,2.54,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,voorspoeling,280,280,20.4,3.58,17.38,7.3,79.5,7.38,2.49,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,voorspoeling,290,290,19.9,3.66,16.38,7.2,75.2,7.4,2.52,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,300,0,20.0,114.83,31.74,12.8,70.7,7.74,2.63,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,310,10,27.3,115.59,29.33,13.0,67.3,7.63,2.44,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,320,20,34.6,115.0,28.37,13.0,60.9,7.71,2.43,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,330,30,41.9,115.05,27.36,13.1,59.5,7.5,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,340,40,49.1,116.06,24.61,13.0,57.6,7.47,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,350,50,56.4,116.21,24.35,13.1,53.9,7.49,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,360,60,63.6,114.64,23.87,13.0,53.7,7.47,2.57,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,370,70,63.0,115.56,22.5,12.9,47.6,7.32,2.51,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,380,80,64.0,116.06,20.65,13.0,45.7,7.57,2.56,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,390,90,63.7,118.11,20.24,13.0,43.6,7.28,2.44,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,400,100,64.7,115.56,19.18,13.0,43.0,7.5,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,410,110,63.2,115.16,18.04,12.9,41.5,7.78,2.67,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,420,120,62.9,116.08,16.65,13.1,39.2,7.44,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,430,130,64.5,116.65,16.37,13.0,36.6,7.62,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,440,140,63.7,115.72,16.43,12.9,34.9,7.4,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,450,150,63.0,115.44,14.48,13.0,36.3,7.45,2.54,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,460,160,63.4,116.38,14.13,13.1,28.3,7.58,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,470,170,63.4,114.19,13.15,13.2,30.4,7.3,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,480,180,64.0,116.04,12.79,13.0,27.5,7.62,2.56,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,490,190,63.6,116.11,12.24,13.1,28.1,7.56,2.55,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,500,200,63.4,116.16,12.14,13.1,28.2,7.46,2.54,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,510,210,63.7,115.99,11.09,13.0,25.1,7.41,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,520,220,64.2,114.96,10.8,12.9,25.1,7.49,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,530,230,63.8,114.25,10.11,13.0,22.9,7.62,2.44,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,540,240,63.6,114.59,9.29,13.0,20.1,7.38,2.48,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,550,250,63.9,115.14,8.8,13.0,18.7,7.29,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,560,260,63.4,115.77,8.57,13.0,22.1,7.73,2.51,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,570,270,64.7,114.55,7.49,13.0,16.8,7.41,2.43,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,580,280,63.9,115.62,8.76,13.0,17.8,7.38,2.53,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,590,290,63.9,113.21,7.14,13.0,15.8,7.64,2.42,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,600,300,63.9,114.28,7.0,12.9,13.8,7.43,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,610,310,64.0,116.41,6.24,13.0,13.6,7.62,2.61,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,620,320,64.7,115.76,6.93,13.0,14.2,7.52,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,630,330,63.8,115.22,6.81,13.0,13.9,7.41,2.48,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,640,340,63.9,115.13,6.67,13.0,10.9,7.49,2.49,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,650,350,64.0,113.26,5.64,12.8,14.5,7.71,2.56,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,660,360,63.7,114.46,5.32,13.1,12.4,7.59,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,670,370,62.9,117.45,4.56,13.1,10.8,7.35,2.55,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,680,380,62.9,116.33,5.11,12.9,12.8,7.73,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,690,390,64.4,115.72,4.57,13.1,11.6,7.58,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,700,400,63.5,114.32,3.61,13.0,9.9,7.66,2.48,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,710,410,63.6,115.89,3.91,12.9,9.1,7.53,2.55,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,720,420,63.0,114.78,3.57,13.0,8.6,7.68,2.48,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,730,430,63.4,113.41,4.02,13.0,8.5,7.48,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,740,440,63.4,115.79,4.11,12.9,7.7,7.54,2.48,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,750,450,63.9,115.93,3.8,13.0,9.4,7.31,2.54,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,760,460,64.1,114.03,3.42,12.8,8.4,7.61,2.54,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,770,470,63.7,115.95,3.52,13.0,6.3,7.59,2.52,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,780,480,64.0,114.53,3.13,12.8,6.8,7.55,2.51,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,790,490,63.2,117.06,2.35,13.2,4.6,7.52,2.49,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,800,500,64.6,113.1,2.69,12.9,5.5,7.58,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,810,510,64.5,115.85,2.52,12.8,9.5,7.56,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,820,520,63.8,114.65,1.9,12.9,7.0,7.53,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,830,530,63.8,116.88,2.07,12.9,3.5,7.58,2.52,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,840,540,63.2,115.65,1.43,13.0,3.9,7.41,2.44,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,850,550,63.5,114.92,1.9,12.8,1.8,7.53,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,860,560,63.5,114.66,2.22,13.2,2.3,7.44,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,870,570,63.7,116.16,1.51,13.1,8.0,7.55,2.45,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,880,580,63.8,115.2,1.92,13.1,0.7,7.48,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,890,590,62.5,114.12,1.46,13.0,4.5,7.47,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,900,600,63.7,115.74,2.19,13.1,4.1,7.47,2.58,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,910,610,63.6,115.81,2.31,13.0,6.1,7.45,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,920,620,64.3,115.82,1.2,13.0,3.1,7.33,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,930,630,63.1,115.3,0.83,13.0,3.4,7.47,2.53,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,940,640,63.8,115.29,1.74,12.9,2.4,7.74,2.54,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,950,650,63.8,115.4,0.81,13.1,4.4,7.44,2.54,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,960,660,63.8,115.21,1.29,13.0,1.1,7.6,2.57,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,970,670,63.0,114.43,1.31,13.1,2.1,7.5,2.49,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,980,680,64.0,116.78,1.06,13.1,0.1,7.36,2.48,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,990,690,64.3,115.52,0.66,13.0,1.2,7.63,2.49,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1000,700,63.6,116.32,0.76,13.0,3.5,7.65,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1010,710,64.0,114.87,0.85,13.0,1.6,7.41,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1020,720,63.3,114.68,0.65,13.0,1.6,7.48,2.58,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1030,730,63.5,115.89,0.49,13.0,3.9,7.44,2.52,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1040,740,63.1,114.34,0.47,13.2,0.7,7.41,2.51,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1050,750,63.4,114.86,1.09,12.8,1.4,7.54,2.55,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1060,760,64.3,115.22,0.12,13.0,2.2,7.52,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1070,770,63.2,116.88,1.59,12.7,5.1,7.45,2.52,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1080,780,63.4,113.92,1.66,12.9,0.1,7.59,2.56,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1090,790,63.8,114.63,0.56,12.8,0.1,7.54,2.49,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1100,800,64.0,113.03,1.41,13.0,0.1,7.69,2.43,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1110,810,63.9,112.97,0.41,13.2,1.7,7.34,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1120,820,63.9,116.4,0.48,13.1,2.1,7.41,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1130,830,64.3,112.45,1.0,12.8,0.1,7.4,2.46,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1140,840,63.1,113.7,0.28,12.9,3.2,7.58,2.5,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1150,850,63.6,115.6,0.77,13.1,0.1,7.54,2.47,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1160,860,62.7,114.02,0.23,13.0,3.3,7.55,2.53,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1170,870,63.3,115.81,0.56,12.8,3.5,7.49,2.42,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1180,880,64.5,116.49,0.1,13.0,0.1,7.61,2.58,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,loogfase,1190,890,62.9,113.95,0.67,13.0,3.4,7.47,2.55,2.3,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1200,0,20.0,0.1,1.13,7.4,2.5,7.49,2.51,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1210,10,25.2,0.1,1.78,6.7,2.2,7.59,2.45,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1220,20,30.3,0.1,1.26,6.8,2.3,7.58,2.53,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1230,30,35.5,0.19,1.74,7.0,2.1,7.52,2.61,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1240,40,40.7,0.14,1.01,7.3,2.3,7.49,2.51,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1250,50,45.8,0.1,1.16,7.1,2.9,7.43,2.46,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1260,60,51.3,0.43,1.45,7.2,2.2,7.34,2.51,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1270,70,51.9,0.52,1.09,7.1,2.1,7.3,2.58,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1280,80,51.2,0.18,1.37,7.3,2.1,7.6,2.54,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1290,90,51.4,0.1,1.05,7.2,2.6,7.4,2.5,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1300,100,51.2,0.1,1.26,7.1,2.6,7.4,2.48,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1310,110,50.8,0.24,1.2,6.8,2.9,7.67,2.49,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1320,120,49.7,0.28,1.22,6.6,2.3,7.69,2.46,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1330,130,50.8,0.1,1.39,7.0,4.4,7.35,2.48,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1340,140,51.0,0.1,1.11,6.3,2.2,7.38,2.45,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1350,150,51.4,0.1,1.48,7.0,3.4,7.35,2.56,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1360,160,51.3,0.1,1.06,7.0,3.7,7.41,2.5,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1370,170,51.0,0.33,1.02,7.0,3.4,7.55,2.58,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1380,180,50.9,0.3,1.05,6.9,2.6,7.4,2.56,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1390,190,50.6,0.1,1.27,6.7,2.1,7.43,2.51,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1400,200,51.5,0.1,1.27,7.7,4.4,7.49,2.44,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1410,210,51.3,0.1,1.01,6.7,2.4,7.52,2.55,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1420,220,50.4,0.19,1.06,6.7,2.1,7.6,2.51,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1430,230,51.2,0.1,1.56,6.9,2.2,7.51,2.51,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1440,240,51.1,0.11,1.05,7.5,2.9,7.62,2.59,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1450,250,50.2,0.18,1.68,6.9,2.1,7.32,2.53,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1460,260,50.7,0.1,1.1,7.4,3.6,7.46,2.58,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1470,270,51.0,0.1,1.09,7.1,2.6,7.54,2.56,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1480,280,51.4,0.1,1.05,6.7,2.2,7.58,2.4,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,tussenspoeling,1490,290,51.4,0.18,2.12,7.3,2.8,7.68,2.5,0.0,0.0,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1500,0,20.0,20.25,1.02,1.9,2.8,7.5,2.49,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1510,10,26.2,20.83,1.1,2.1,2.7,7.47,2.5,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1520,20,32.5,19.64,1.05,2.0,2.1,7.44,2.52,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1530,30,38.7,19.59,1.75,1.9,2.7,7.47,2.45,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1540,40,44.9,20.27,1.04,2.1,2.9,7.52,2.51,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1550,50,51.1,20.24,1.0,2.1,2.4,7.49,2.46,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1560,60,57.1,20.78,1.13,2.0,2.2,7.45,2.58,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1570,70,57.6,20.12,1.08,2.0,2.4,7.49,2.53,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1580,80,56.6,20.08,1.27,2.0,2.1,7.42,2.55,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1590,90,57.3,20.9,1.11,2.0,2.1,7.5,2.52,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1600,100,56.9,20.1,1.04,2.0,2.2,7.53,2.43,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1610,110,57.5,20.3,1.04,1.9,2.0,7.51,2.56,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1620,120,57.6,20.22,1.66,2.1,2.6,7.54,2.51,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1630,130,56.6,18.7,1.97,2.0,2.4,7.41,2.45,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1640,140,57.6,20.24,2.11,1.9,2.4,7.43,2.53,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1650,150,57.0,19.51,1.88,2.1,2.4,7.52,2.51,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1660,160,58.1,19.27,1.29,2.1,2.1,7.34,2.51,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1670,170,56.4,19.55,1.46,2.1,2.1,7.52,2.4,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1680,180,57.8,19.8,1.79,2.0,2.4,7.64,2.49,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1690,190,57.1,19.84,1.13,2.0,2.1,7.42,2.54,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1700,200,57.3,20.2,1.41,1.9,2.6,7.65,2.63,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1710,210,57.7,19.72,1.06,2.1,2.3,7.63,2.54,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1720,220,57.2,20.19,1.26,1.9,2.0,7.62,2.52,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1730,230,57.3,20.28,1.12,2.0,2.7,7.48,2.52,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1740,240,57.0,19.92,1.21,2.2,2.3,7.44,2.44,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1750,250,57.4,20.01,1.5,2.0,2.1,7.37,2.45,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1760,260,57.0,19.86,1.31,2.0,2.1,7.32,2.55,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1770,270,57.0,19.91,1.17,2.0,2.5,7.59,2.53,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1780,280,57.3,20.45,1.37,2.1,2.2,7.3,2.54,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1790,290,57.4,19.83,1.01,2.0,2.5,7.44,2.48,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1800,300,57.2,19.34,1.23,2.0,2.1,7.51,2.44,0.0,0.7,geslaagd
CIP-0000,tank_5000L,Product_A,3.1,zuurfase,1810,310,57.3,19.67,1.14,1.8,2.8,7.42,2.46,0.0,0.7,geslaagd
