timestamp,module_id,module_type,voeding_TDS_mgL,voeding_turbiditeit_NTU,voeding_temp_C,voeding_pH,voeding_druk_bar,TMP_bar,flux_Lm2h,specifieke_flux_Lm2hbar,permeaat_TDS_mgL,permeaat_conductiviteit_mScm,recovery,fouling_weerstand,SEC_kWhm3,is_reiniging,fouling_fase
2025-01-01 20:00,MEM-01,RO,448.0,2.09,5.3,7.1,15.06,17.63,11.8,0.67,1.9,0.0,0.725,0.00173,4.137,0,schoon
2025-01-01 21:00,MEM-01,RO,503.0,2.32,9.1,7.2,15.19,17.1,14.4,0.84,2.9,0.0,0.848,0.00127,3.242,0,schoon
2025-01-01 22:00,MEM-01,RO,493.0,2.46,6.9,7.3,15.02,17.46,12.8,0.73,3.5,0.031,0.706,0.00165,3.757,0,schoon
2025-01-01 23:00,MEM-01,RO,558.0,2.44,4.7,7.1,14.98,17.74,11.3,0.64,5.6,0.0,0.774,0.00185,4.277,0,schoon
2025-01-02 00:00,MEM-01,RO,509.0,2.22,8.4,7.1,14.97,16.78,14.8,0.88,4.1,0.002,0.753,0.0013,3.103,0,schoon
2025-01-02 01:00,MEM-01,RO,502.0,2.29,8.3,7.3,15.37,18.64,12.2,0.65,2.3,0.018,0.791,0.00216,4.255,0,schoon
2025-01-02 02:00,MEM-01,RO,511.0,2.65,6.5,7.3,15.56,20.39,8.7,0.43,3.2,0.005,0.83,0.0031,6.529,0,schoon
2025-01-02 03:00,MEM-01,RO,526.0,2.09,7.3,7.1,15.1,18.3,12.4,0.68,2.8,0.0,0.773,0.00212,4.209,0,schoon
2025-01-02 04:00,MEM-01,RO,504.0,2.63,6.9,7.0,14.95,16.61,14.2,0.86,3.3,0.0,0.737,0.00109,3.168,0,schoon
2025-01-02 05:00,MEM-01,RO,509.0,2.75,8.9,7.2,15.05,18.22,12.9,0.71,4.1,0.022,0.764,0.00208,3.932,0,schoon
2025-01-02 06:00,MEM-01,RO,526.0,2.18,8.0,7.2,15.08,18.84,12.0,0.64,2.4,0.013,0.717,0.00247,4.357,0,schoon
2025-01-02 07:00,MEM-01,RO,493.0,2.09,8.8,7.1,15.14,19.76,10.9,0.55,2.8,0.013,0.797,0.00313,5.084,0,schoon
2025-01-02 08:00,MEM-01,RO,515.0,2.58,7.5,7.2,15.25,19.23,11.1,0.58,3.7,0.0,0.729,0.00259,4.765,0,schoon
2025-01-02 09:00,MEM-01,RO,490.0,2.11,6.6,7.2,15.1,19.12,12.1,0.63,2.1,0.016,0.771,0.00265,4.443,0,schoon
2025-01-02 10:00,MEM-01,RO,509.0,2.4,7.8,7.1,15.03,18.93,11.8,0.62,3.8,0.016,0.803,0.00265,4.346,0,schoon
2025-01-02 11:00,MEM-01,RO,490.0,2.13,6.4,7.1,14.73,18.75,10.8,0.58,3.5,0.034,0.687,0.00271,4.84,0,schoon
2025-01-02 12:00,MEM-01,RO,547.0,2.33,5.2,7.3,15.05,19.89,9.6,0.48,1.9,0.014,0.752,0.00323,5.733,0,schoon
2025-01-02 13:00,MEM-01,RO,502.0,2.24,7.5,7.2,15.26,20.39,9.4,0.46,2.4,0.007,0.808,0.00333,6.066,0,schoon
2025-01-02 14:00,MEM-01,RO,503.0,2.6,8.5,7.3,15.07,20.47,10.8,0.53,2.9,0.0,0.782,0.00357,5.343,0,schoon
2025-01-02 15:00,MEM-01,RO,512.0,2.22,7.5,7.4,15.36,20.06,11.2,0.56,4.6,0.0,0.742,0.00307,4.961,0,schoon
2025-01-02 16:00,MEM-01,RO,500.0,2.06,6.7,7.1,15.36,21.18,10.4,0.49,3.9,0.007,0.851,0.00375,5.652,0,schoon
2025-01-02 17:00,MEM-01,RO,502.0,2.18,6.9,7.3,15.0,19.81,10.7,0.54,3.8,0.0,0.841,0.00319,5.033,0,schoon
2025-01-02 18:00,MEM-01,RO,504.0,2.25,7.7,7.1,14.79,19.31,10.7,0.55,2.7,0.0,0.725,0.00306,4.977,0,schoon
2025-01-02 19:00,MEM-01,RO,520.0,2.71,7.4,7.2,14.89,21.01,8.9,0.42,2.4,0.0,0.833,0.00406,6.613,0,schoon
2025-01-02 20:00,MEM-01,RO,502.0,2.55,6.3,7.2,14.86,21.06,9.5,0.45,4.0,0.032,0.771,0.00414,6.24,0,schoon
2025-01-02 21:00,MEM-01,RO,512.0,2.15,7.1,7.2,14.83,20.96,9.2,0.44,1.8,0.019,0.809,0.00414,6.362,0,schoon
2025-01-02 22:00,MEM-01,RO,486.0,2.08,8.4,7.2,15.01,20.97,9.7,0.46,5.1,0.007,0.697,0.00392,6.02,0,schoon
2025-01-02 23:00,MEM-01,RO,520.0,2.06,4.8,7.2,15.25,21.22,9.1,0.43,4.4,0.0,0.804,0.00396,6.442,0,schoon
2025-01-03 00:00,MEM-01,RO,525.0,2.28,4.5,7.3,14.97,19.72,9.7,0.49,2.3,0.011,0.713,0.00315,5.605,0,schoon
2025-01-03 01:00,MEM-01,RO,515.0,2.28,7.2,7.3,14.75,21.65,9.3,0.43,3.9,0.024,0.735,0.00466,6.453,0,schoon
2025-01-03 02:00,MEM-01,RO,531.0,2.52,6.6,7.2,15.02,21.85,8.3,0.38,2.8,0.006,0.73,0.00458,7.398,0,schoon
2025-01-03 03:00,MEM-01,RO,509.0,2.15,6.5,7.2,15.08,22.21,8.2,0.37,4.1,0.021,0.817,0.00477,7.567,0,schoon
2025-01-03 04:00,MEM-01,RO,475.0,2.38,7.4,7.3,14.81,21.7,9.0,0.41,4.4,0.021,0.719,0.00466,6.747,0,schoon
2025-01-03 05:00,MEM-01,RO,479.0,2.92,6.9,7.1,14.93,21.74,8.9,0.41,1.6,0.0,0.841,0.00458,6.883,0,schoon
2025-01-03 06:00,MEM-01,RO,499.0,2.2,7.9,7.3,14.93,22.39,9.5,0.42,3.1,0.018,0.824,0.00497,6.59,0,schoon
2025-01-03 07:00,MEM-01,RO,516.0,2.34,8.1,7.3,15.25,23.14,8.2,0.36,2.5,0.022,0.695,0.00516,7.856,0,lichte_fouling
2025-01-03 08:00,MEM-01,RO,515.0,2.29,7.9,7.3,15.16,23.01,9.1,0.4,5.6,0.027,0.745,0.00517,7.032,0,lichte_fouling
2025-01-03 09:00,MEM-01,RO,535.0,2.22,7.3,7.1,15.0,22.07,8.2,0.37,4.1,0.0,0.778,0.00473,7.419,0,schoon
2025-01-03 10:00,MEM-01,RO,520.0,2.21,6.6,7.2,15.13,22.83,7.9,0.34,2.3,0.0,0.76,0.00506,8.107,0,lichte_fouling
2025-01-03 11:00,MEM-01,RO,484.0,2.21,5.7,7.1,15.06,22.6,7.5,0.33,3.0,0.0,0.719,0.005,8.361,1,reiniging
2025-01-03 12:00,MEM-01,RO,477.0,2.12,7.0,7.1,15.24,23.67,8.2,0.35,3.3,0.026,0.84,0.00555,7.909,1,reiniging
2025-01-03 13:00,MEM-01,RO,511.0,2.17,7.2,7.3,15.07,16.78,14.1,0.84,5.1,0.034,0.772,0.00117,3.241,1,reiniging
2025-01-03 14:00,MEM-01,RO,525.0,2.59,7.4,7.2,15.08,15.72,15.5,0.98,1.8,0.0,0.745,0.00041,2.738,1,reiniging
2025-01-03 15:00,MEM-01,RO,520.0,2.68,9.1,7.1,14.89,15.97,16.5,1.03,4.2,0.0,0.79,0.00077,2.716,1,reiniging
2025-01-03 16:00,MEM-01,RO,514.0,2.65,7.0,7.4,15.06,16.69,14.2,0.85,3.1,0.038,0.777,0.00105,3.174,1,reiniging
2025-01-03 17:00,MEM-01,RO,501.0,2.31,7.1,7.2,14.98,15.62,15.6,1.0,3.3,0.01,0.846,0.00046,2.703,1,reiniging
2025-01-03 18:00,MEM-01,RO,483.0,2.28,7.6,7.2,14.95,14.96,16.5,1.1,3.3,0.034,0.763,0.0,2.524,1,reiniging
2025-01-03 19:00,MEM-01,RO,506.0,2.23,8.4,7.2,14.98,15.76,15.6,0.99,2.4,0.0,0.747,0.0005,2.82,0,schoon
2025-01-03 20:00,MEM-01,RO,481.0,2.22,6.5,7.2,14.9,16.54,13.4,0.81,4.0,0.026,0.857,0.00115,3.474,0,schoon
2025-01-03 21:00,MEM-01,RO,485.0,2.82,7.2,7.2,14.97,15.5,15.4,1.0,1.2,0.0,0.706,0.00038,2.771,0,schoon
2025-01-03 22:00,MEM-01,RO,487.0,2.11,6.6,7.2,14.98,15.09,16.4,1.09,3.3,0.033,0.747,0.0,2.609,0,schoon
2025-01-03 23:00,MEM-01,RO,511.0,2.28,7.6,7.3,15.25,17.34,13.1,0.76,1.9,0.0,0.808,0.00136,3.714,0,schoon
2025-01-04 00:00,MEM-01,RO,537.0,2.37,7.0,7.2,15.19,16.36,15.5,0.95,2.5,0.012,0.82,0.00078,2.961,0,schoon
2025-01-04 01:00,MEM-01,RO,528.0,2.86,6.2,7.2,14.91,15.0,16.1,1.07,2.3,0.0,0.829,0.0,2.627,0,schoon
2025-01-04 02:00,MEM-01,RO,549.0,2.6,7.1,7.3,15.1,16.7,14.2,0.85,4.0,0.0,0.793,0.00107,3.261,0,schoon
2025-01-04 03:00,MEM-01,RO,479.0,2.17,7.3,7.3,15.07,17.84,11.6,0.65,3.3,0.003,0.793,0.00184,4.192,0,schoon
2025-01-04 04:00,MEM-01,RO,509.0,3.05,7.2,7.3,15.26,16.88,14.1,0.84,2.0,0.038,0.718,0.00112,3.274,0,schoon
2025-01-04 05:00,MEM-01,RO,480.0,2.11,7.4,7.2,15.05,16.82,13.1,0.78,3.4,0.003,0.828,0.00113,3.548,0,schoon
2025-01-04 06:00,MEM-01,RO,509.0,2.91,6.3,7.2,15.07,16.35,14.4,0.88,2.8,0.021,0.768,0.00092,3.222,0,schoon
2025-01-04 07:00,MEM-01,RO,524.0,2.48,6.3,7.3,15.04,16.55,14.4,0.87,3.6,0.038,0.757,0.00102,3.21,0,schoon
2025-01-04 08:00,MEM-01,RO,528.0,2.15,7.3,7.0,15.1,18.11,12.5,0.69,3.8,0.004,0.819,0.00198,4.067,0,schoon
2025-01-04 09:00,MEM-01,RO,507.0,2.11,8.4,7.4,14.86,18.97,11.0,0.58,3.8,0.0,0.713,0.00277,4.925,0,schoon
2025-01-04 10:00,MEM-01,RO,537.0,2.24,7.9,7.3,15.15,17.98,13.3,0.74,3.0,0.0,0.845,0.00182,3.768,0,schoon
2025-01-04 11:00,MEM-01,RO,523.0,2.58,6.4,7.2,14.87,16.97,13.6,0.8,3.0,0.011,0.782,0.00143,3.448,0,schoon
2025-01-04 12:00,MEM-01,RO,568.0,2.91,7.1,7.3,14.91,19.18,11.3,0.59,3.1,0.0,0.807,0.0028,4.774,0,schoon
2025-01-04 13:00,MEM-01,RO,503.0,2.25,5.9,7.1,14.88,18.08,10.9,0.6,4.1,0.006,0.842,0.00216,4.637,0,schoon
2025-01-04 14:00,MEM-01,RO,502.0,2.19,8.0,7.3,14.92,18.03,12.3,0.68,3.2,0.014,0.734,0.00205,4.115,0,schoon
2025-01-04 15:00,MEM-01,RO,516.0,2.19,7.8,7.2,14.93,17.65,13.0,0.73,2.7,0.012,0.767,0.00182,3.597,0,schoon
2025-01-04 16:00,MEM-01,RO,512.0,2.3,9.1,7.1,14.85,20.42,10.3,0.5,4.7,0.0,0.741,0.00376,5.502,0,schoon
2025-01-04 17:00,MEM-01,RO,503.0,2.38,7.8,7.3,15.08,18.12,11.8,0.65,3.6,0.025,0.728,0.002,4.29,0,schoon
2025-01-04 18:00,MEM-01,RO,520.0,2.14,7.1,7.2,15.04,19.19,10.5,0.55,3.8,0.021,0.698,0.00274,5.031,0,schoon
2025-01-04 19:00,MEM-01,RO,493.0,2.62,8.4,7.2,15.24,19.39,11.6,0.6,3.0,0.0,0.722,0.00268,4.659,0,schoon
2025-01-04 20:00,MEM-01,RO,534.0,2.13,9.9,7.4,15.18,20.3,10.4,0.51,4.5,0.0,0.807,0.00339,5.45,0,schoon
2025-01-04 21:00,MEM-01,RO,524.0,2.24,6.6,7.4,14.97,19.31,10.5,0.54,5.3,0.009,0.729,0.00289,5.134,0,schoon
2025-01-04 22:00,MEM-01,RO,538.0,2.18,8.0,7.4,15.25,18.39,12.4,0.67,2.8,0.003,0.773,0.00205,4.08,0,schoon
2025-01-04 23:00,MEM-01,RO,500.0,2.43,7.7,7.3,15.08,18.85,11.8,0.62,2.3,0.008,0.8,0.00248,4.545,0,schoon
2025-01-05 00:00,MEM-01,RO,505.0,2.17,6.0,7.2,15.14,18.83,10.6,0.56,3.3,0.001,0.825,0.00246,5.02,0,schoon
2025-01-05 01:00,MEM-01,RO,499.0,3.19,6.1,7.2,15.08,20.53,9.5,0.46,3.9,0.049,0.73,0.00366,6.028,0,schoon
2025-01-05 02:00,MEM-01,RO,541.0,2.32,6.7,7.3,15.12,20.86,9.1,0.44,3.4,0.0,0.778,0.00383,6.421,0,schoon
2025-01-05 03:00,MEM-01,RO,528.0,2.47,6.5,7.1,14.63,19.91,10.4,0.52,2.3,0.0,0.777,0.00359,5.344,0,schoon
2025-01-05 04:00,MEM-01,RO,504.0,2.17,7.3,7.2,14.96,18.71,11.5,0.62,2.8,0.023,0.799,0.00245,4.452,0,schoon
2025-01-05 05:00,MEM-01,RO,522.0,2.18,9.0,7.3,14.66,20.35,10.4,0.51,3.4,0.0,0.745,0.0039,5.435,0,schoon
2025-01-05 06:00,MEM-01,RO,524.0,2.25,6.6,7.3,14.98,20.46,10.1,0.49,2.0,0.015,0.783,0.00368,5.66,0,schoon
2025-01-05 07:00,MEM-01,RO,485.0,2.47,8.6,7.2,15.04,22.14,9.2,0.42,4.1,0.007,0.775,0.00475,6.613,0,schoon
2025-01-05 08:00,MEM-01,RO,523.0,2.15,6.5,7.1,14.82,19.51,9.7,0.5,5.8,0.0,0.805,0.00311,5.63,0,schoon
2025-01-05 09:00,MEM-01,RO,511.0,2.95,8.4,7.2,14.88,21.33,9.5,0.45,5.2,0.0,0.724,0.00435,6.316,0,schoon
2025-01-05 10:00,MEM-01,RO,501.0,2.39,6.8,7.3,14.91,20.05,9.8,0.49,3.2,0.005,0.82,0.00346,5.738,0,schoon
2025-01-05 11:00,MEM-01,RO,531.0,2.47,8.8,7.1,15.12,20.33,10.7,0.53,3.0,0.0,0.754,0.00345,5.278,0,schoon
2025-01-05 12:00,MEM-01,RO,507.0,2.9,6.3,7.2,14.89,21.49,8.5,0.39,4.4,0.0,0.807,0.00442,7.057,0,schoon
2025-01-05 13:00,MEM-01,RO,485.0,2.39,8.0,7.3,15.38,22.3,10.1,0.45,5.9,0.034,0.765,0.00443,6.058,0,schoon
2025-01-05 14:00,MEM-01,RO,526.0,2.95,6.9,7.1,15.14,23.16,8.2,0.35,2.8,0.0,0.814,0.00534,7.89,0,lichte_fouling
2025-01-05 15:00,MEM-01,RO,534.0,2.31,7.0,7.4,14.86,23.03,8.1,0.35,4.7,0.027,0.824,0.00549,7.882,0,lichte_fouling
2025-01-05 16:00,MEM-01,RO,502.0,3.0,8.6,7.4,14.72,22.39,8.8,0.39,4.6,0.0,0.773,0.00522,7.136,0,lichte_fouling
2025-01-05 17:00,MEM-01,RO,494.0,2.32,7.1,7.3,14.97,21.47,8.6,0.4,5.1,0.0,0.756,0.0043,6.883,0,schoon
2025-01-05 18:00,MEM-01,RO,519.0,2.36,8.8,7.1,15.24,22.73,9.2,0.4,4.5,0.009,0.828,0.00486,6.82,0,schoon
2025-01-05 19:00,MEM-01,RO,484.0,2.23,8.3,7.3,15.18,23.51,8.2,0.35,2.6,0.0,0.707,0.00547,7.919,0,lichte_fouling
2025-01-05 20:00,MEM-01,RO,537.0,2.52,6.5,7.4,14.9,22.91,7.9,0.35,5.7,0.002,0.798,0.00538,7.971,0,lichte_fouling
2025-01-05 21:00,MEM-01,RO,504.0,2.16,4.6,7.4,15.27,23.73,7.0,0.3,4.0,0.0,0.792,0.00554,9.36,0,lichte_fouling
2025-01-05 22:00,MEM-01,RO,547.0,2.52,9.7,7.2,14.57,22.1,8.7,0.4,5.2,0.0,0.784,0.00519,7.052,0,lichte_fouling
2025-01-05 23:00,MEM-01,RO,484.0,2.18,6.6,7.1,15.35,23.31,7.8,0.33,2.3,0.032,0.793,0.00513,8.319,1,reiniging
2025-01-06 00:00,MEM-01,RO,523.0,2.49,7.0,7.2,15.1,22.45,8.6,0.38,4.0,0.0,0.702,0.00485,7.211,1,reiniging
2025-01-06 01:00,MEM-01,RO,512.0,3.06,7.1,7.2,15.34,17.93,12.7,0.71,2.0,0.0,0.755,0.00169,3.83,1,reiniging
2025-01-06 02:00,MEM-01,RO,470.0,2.27,8.3,7.2,15.37,16.62,15.3,0.92,2.6,0.0,0.723,0.0008,2.951,1,reiniging
2025-01-06 03:00,MEM-01,RO,545.0,2.16,7.1,7.1,14.94,14.96,16.3,1.09,3.6,0.029,0.829,0.0,2.549,1,reiniging
2025-01-06 04:00,MEM-01,RO,539.0,2.47,5.7,7.2,15.29,15.25,16.9,1.11,1.8,0.03,0.796,0.0,2.523,1,reiniging
2025-01-06 05:00,MEM-01,RO,511.0,2.25,6.1,7.2,15.0,15.14,17.4,1.15,3.4,0.05,0.812,0.0,2.402,1,reiniging
2025-01-06 06:00,MEM-01,RO,498.0,2.62,7.3,7.2,14.98,17.04,13.6,0.8,3.4,0.013,0.828,0.0014,3.523,1,reiniging
2025-01-06 07:00,MEM-01,RO,488.0,2.16,6.9,7.4,14.65,15.44,14.5,0.94,2.1,0.026,0.843,0.00054,2.854,0,schoon
2025-01-06 08:00,MEM-01,RO,500.0,2.26,6.2,7.1,15.43,16.51,14.4,0.87,1.3,0.0,0.768,0.00073,3.205,0,schoon
2025-01-06 09:00,MEM-01,RO,526.0,2.21,7.8,7.3,15.3,16.82,14.1,0.84,4.1,0.03,0.827,0.00102,3.332,0,schoon
2025-01-06 10:00,MEM-01,RO,481.0,2.61,7.6,7.4,14.94,15.05,17.1,1.13,3.3,0.0,0.843,0.00011,2.422,0,schoon
2025-01-06 11:00,MEM-01,RO,524.0,2.48,8.0,7.3,14.88,16.92,13.1,0.77,3.5,0.005,0.726,0.00137,3.54,0,schoon
2025-01-06 12:00,MEM-01,RO,479.0,2.2,7.0,7.2,15.08,16.65,13.6,0.82,1.8,0.0,0.807,0.00105,3.446,0,schoon
2025-01-06 13:00,MEM-01,RO,534.0,2.61,7.5,7.1,15.17,17.03,14.9,0.88,2.5,0.0,0.777,0.00123,3.203,0,schoon
2025-01-06 14:00,MEM-01,RO,514.0,2.34,8.5,7.5,15.24,16.19,15.7,0.97,1.5,0.018,0.79,0.00061,2.886,0,schoon
2025-01-06 15:00,MEM-01,RO,505.0,2.43,7.2,7.2,14.7,15.94,14.0,0.88,2.7,0.0,0.816,0.00081,3.196,0,schoon
2025-01-06 16:00,MEM-01,RO,534.0,2.17,6.6,7.3,14.8,17.49,13.1,0.75,2.6,0.0,0.846,0.00173,3.743,0,schoon
2025-01-06 17:00,MEM-01,RO,512.0,2.31,6.7,7.1,14.69,16.27,14.0,0.86,3.4,0.053,0.77,0.00108,3.32,0,schoon
2025-01-06 18:00,MEM-01,RO,511.0,2.47,7.1,7.2,14.85,17.03,12.7,0.75,3.8,0.022,0.776,0.00145,3.789,0,schoon
2025-01-06 19:00,MEM-01,RO,500.0,2.42,7.1,7.0,15.26,17.66,13.5,0.77,2.1,0.025,0.69,0.00161,3.52,0,schoon
2025-01-06 20:00,MEM-01,RO,510.0,2.33,7.6,7.3,15.22,17.57,12.8,0.73,2.9,0.028,0.819,0.0015,3.834,0,schoon
2025-01-06 21:00,MEM-01,RO,515.0,2.77,9.2,7.1,14.87,17.09,13.4,0.78,2.6,0.047,0.743,0.00149,3.535,0,schoon
2025-01-06 22:00,MEM-01,RO,477.0,2.21,7.0,7.1,15.41,20.84,10.0,0.48,3.8,0.011,0.795,0.00354,5.786,0,schoon
2025-01-06 23:00,MEM-01,RO,492.0,3.7,8.3,7.3,14.92,17.94,12.3,0.69,4.0,0.011,0.829,0.00204,4.104,0,schoon
2025-01-07 00:00,MEM-01,RO,522.0,2.37,8.3,7.3,15.03,17.46,13.0,0.74,4.2,0.0,0.73,0.00154,3.611,0,schoon
2025-01-07 01:00,MEM-01,RO,513.0,2.28,7.1,7.3,14.76,18.35,12.5,0.68,3.2,0.04,0.823,0.00245,3.967,0,schoon
2025-01-07 02:00,MEM-01,RO,492.0,2.44,6.8,7.2,14.96,17.76,11.4,0.64,2.9,0.0,0.764,0.00189,4.42,0,schoon
2025-01-07 03:00,MEM-01,RO,507.0,2.19,9.5,7.4,15.52,19.54,12.8,0.66,4.2,0.031,0.835,0.00259,4.194,0,schoon
2025-01-07 04:00,MEM-01,RO,493.0,2.28,8.0,7.4,14.82,18.55,12.0,0.65,3.1,0.034,0.862,0.00255,4.258,0,schoon
2025-01-07 05:00,MEM-01,RO,495.0,2.47,6.5,7.3,14.88,17.39,12.2,0.7,2.6,0.013,0.775,0.00171,4.083,0,schoon
2025-01-07 06:00,MEM-01,RO,507.0,2.48,7.1,7.2,15.19,18.3,12.1,0.66,2.5,0.02,0.731,0.00209,4.132,0,schoon
2025-01-07 07:00,MEM-01,RO,509.0,2.27,8.1,7.3,14.52,18.61,11.3,0.61,1.1,0.025,0.768,0.00275,4.564,0,schoon
2025-01-07 08:00,MEM-01,RO,492.0,2.29,8.5,7.3,15.11,19.38,11.5,0.59,4.9,0.0,0.859,0.00277,4.721,0,schoon
2025-01-07 09:00,MEM-01,RO,503.0,2.31,7.4,7.3,15.21,20.01,11.1,0.55,3.0,0.0,0.712,0.00314,5.153,0,schoon
2025-01-07 10:00,MEM-01,RO,510.0,2.86,5.7,7.1,14.51,19.09,9.6,0.5,3.1,0.067,0.802,0.00315,5.501,0,schoon
2025-01-07 11:00,MEM-01,RO,478.0,2.28,7.1,7.0,14.81,19.42,10.4,0.54,2.4,0.0,0.866,0.00309,5.217,0,schoon
2025-01-07 12:00,MEM-01,RO,521.0,3.08,6.6,7.3,14.92,19.69,10.9,0.55,2.5,0.015,0.713,0.00316,4.965,0,schoon
2025-01-07 13:00,MEM-01,RO,517.0,2.38,7.5,7.4,14.96,18.74,10.9,0.58,5.0,0.035,0.788,0.00251,4.738,0,schoon
2025-01-07 14:00,MEM-01,RO,521.0,2.95,8.2,7.4,15.02,19.15,11.6,0.61,1.7,0.003,0.848,0.00272,4.625,0,schoon
2025-01-07 15:00,MEM-01,RO,523.0,3.16,8.8,7.3,14.91,19.5,10.2,0.52,3.6,0.004,0.814,0.00304,5.273,0,schoon
2025-01-07 16:00,MEM-01,RO,500.0,2.61,6.0,7.5,14.55,18.67,10.3,0.55,3.1,0.022,0.764,0.00286,5.039,0,schoon
2025-01-07 17:00,MEM-01,RO,467.0,2.97,6.3,7.4,14.94,19.14,10.9,0.57,4.0,0.002,0.735,0.00283,4.812,0,schoon
2025-01-07 18:00,MEM-01,RO,512.0,2.46,6.4,7.3,15.15,20.73,10.1,0.49,2.7,0.0,0.715,0.00369,5.626,0,schoon
2025-01-07 19:00,MEM-01,RO,472.0,2.85,7.0,7.2,14.94,20.83,10.3,0.49,3.3,0.001,0.844,0.00392,5.579,0,schoon
2025-01-07 20:00,MEM-01,RO,518.0,2.21,8.0,7.2,14.98,20.48,10.7,0.52,4.7,0.0,0.827,0.00363,5.306,0,schoon
2025-01-07 21:00,MEM-01,RO,531.0,2.36,8.3,7.4,14.95,20.72,9.7,0.47,3.1,0.0,0.798,0.00392,5.9,0,schoon
2025-01-07 22:00,MEM-01,RO,503.0,2.19,7.8,7.3,14.93,20.58,10.0,0.49,2.5,0.021,0.737,0.00375,5.746,0,schoon
2025-01-07 23:00,MEM-01,RO,506.0,2.36,6.4,7.4,15.31,22.62,8.5,0.37,2.8,0.0,0.783,0.00475,7.492,0,schoon
2025-01-08 00:00,MEM-01,RO,527.0,2.26,7.5,7.1,15.03,22.38,9.0,0.4,3.6,0.03,0.741,0.00495,6.92,0,schoon
2025-01-08 01:00,MEM-01,RO,525.0,2.63,7.8,7.3,14.9,21.73,9.2,0.42,3.5,0.0,0.823,0.00454,6.56,0,schoon
2025-01-08 02:00,MEM-01,RO,490.0,2.47,6.8,7.3,15.09,22.4,9.5,0.42,3.8,0.004,0.81,0.00489,6.554,1,reiniging
2025-01-08 03:00,MEM-01,RO,513.0,2.22,7.5,7.3,15.07,21.58,8.4,0.39,2.9,0.048,0.77,0.00435,7.07,1,reiniging
