timestamp,jaar,kwartaal,voeding_kwaliteit,temperatuur_C,druk_bar,debiet_kgh,omgevingstemp_C,katalysator_leeftijd_dagen,fouling_index,conversie,energieverbruik_kWh,model_voorspelling,model_fout,model_abs_fout,drift_type
2020-01-11 08:00:00,2020,Q1,0.9501,153.1,4.97,107.1,20.5,10,0.01648,0.7604,104.6,0.8481,-0.0877,0.0877,fouling
2020-01-11 12:00:00,2020,Q1,0.9416,150.8,5.1,101.6,18.3,10,0.0168,0.7627,103.6,0.8426,-0.07989,0.07989,fouling
2020-01-11 16:00:00,2020,Q1,0.9454,149.8,5.01,91.9,13.5,11,0.01713,0.7624,101.3,0.8648,-0.10233,0.10233,fouling
2020-01-11 20:00:00,2020,Q1,0.9557,149.6,5.06,91.2,13.2,11,0.01745,0.771,100.2,0.8459,-0.07488,0.07488,fouling
2020-01-12 00:00:00,2020,Q1,0.9523,151.1,5.05,99.4,18.1,11,0.01777,0.7611,103.9,0.8521,-0.091,0.091,fouling
2020-01-12 04:00:00,2020,Q1,0.9582,153.2,5.01,110.2,21.6,11,0.01809,0.7508,105.8,0.8397,-0.08887,0.08887,fouling
2020-01-12 08:00:00,2020,Q1,0.9474,152.8,5.09,108.9,22.4,11,0.01842,0.7498,107.8,0.8333,-0.08343,0.08343,fouling
2020-01-12 12:00:00,2020,Q1,0.9573,151.2,5.03,98.6,17.0,12,0.01874,0.7538,102.9,0.8543,-0.10052,0.10052,fouling
2020-01-12 16:00:00,2020,Q1,0.9521,148.3,5.03,91.9,11.3,12,0.01907,0.7546,103.5,0.8551,-0.10054,0.10054,fouling
2020-01-12 20:00:00,2020,Q1,0.9536,148.5,5.06,91.9,15.0,12,0.0194,0.7545,101.2,0.8487,-0.09418,0.09418,fouling
2020-01-13 00:00:00,2020,Q1,0.9539,150.8,5.05,100.6,17.9,12,0.01973,0.7416,105.2,0.8397,-0.09818,0.09818,fouling
2020-01-13 04:00:00,2020,Q1,0.9478,152.9,5.03,108.5,22.2,12,0.02005,0.7444,105.3,0.8433,-0.09897,0.09897,fouling
2020-01-13 08:00:00,2020,Q1,0.958,152.7,5.13,107.5,20.8,12,0.02038,0.7366,107.7,0.8485,-0.11195,0.11195,fouling
2020-01-13 12:00:00,2020,Q1,0.9581,152.2,5.06,100.5,17.3,12,0.02072,0.7503,103.5,0.8553,-0.10502,0.10502,fouling
2020-01-13 16:00:00,2020,Q1,0.9466,149.5,5.06,92.3,13.3,13,0.02105,0.741,104.2,0.8653,-0.12429,0.12429,fouling
2020-01-13 20:00:00,2020,Q1,0.9506,149.5,5.02,92.2,11.6,13,0.02138,0.7392,104.5,0.8613,-0.12212,0.12212,fouling
2020-01-14 00:00:00,2020,Q1,0.9493,151.4,5.12,99.8,18.7,13,0.02171,0.7273,107.0,0.8454,-0.11806,0.11806,fouling
2020-01-14 04:00:00,2020,Q1,0.9597,153.6,5.07,107.8,22.8,13,0.02205,0.7304,109.9,0.8433,-0.11292,0.11292,fouling
2020-01-14 08:00:00,2020,Q1,0.9528,152.7,5.09,109.2,22.7,13,0.02238,0.7307,109.8,0.8413,-0.1106,0.1106,fouling
2020-01-14 12:00:00,2020,Q1,0.9581,151.7,5.05,99.5,17.5,14,0.02272,0.7351,109.3,0.8537,-0.11856,0.11856,fouling
2020-01-14 16:00:00,2020,Q1,0.9605,150.0,5.06,92.2,12.2,14,0.02306,0.7449,105.9,0.8591,-0.11423,0.11423,fouling
2020-01-14 20:00:00,2020,Q1,0.9554,149.3,5.11,93.4,13.1,14,0.02339,0.7373,107.0,0.8636,-0.12632,0.12632,fouling
2020-01-15 00:00:00,2020,Q1,0.9527,151.1,5.1,99.3,18.9,14,0.02373,0.7317,110.5,0.854,-0.12229,0.12229,fouling
2020-01-15 04:00:00,2020,Q1,0.9515,153.0,5.09,109.2,21.0,14,0.02407,0.7208,110.0,0.846,-0.1252,0.1252,fouling
2020-01-15 08:00:00,2020,Q1,0.9613,153.0,5.01,108.1,22.7,14,0.02441,0.7145,113.1,0.8447,-0.13021,0.13021,fouling
2020-01-15 12:00:00,2020,Q1,0.957,151.2,5.05,98.8,18.7,14,0.02475,0.7267,108.8,0.8578,-0.1311,0.1311,fouling
2020-01-15 16:00:00,2020,Q1,0.9551,150.2,5.06,92.9,12.2,15,0.0251,0.7246,107.7,0.8557,-0.13119,0.13119,fouling
2020-01-15 20:00:00,2020,Q1,0.948,149.1,5.06,89.6,15.0,15,0.02544,0.7257,109.0,0.8497,-0.124,0.124,fouling
2020-01-16 00:00:00,2020,Q1,0.9474,151.4,5.08,99.5,18.0,15,0.02578,0.7146,111.4,0.8545,-0.13997,0.13997,fouling
2020-01-16 04:00:00,2020,Q1,0.9628,152.5,5.06,109.2,21.8,15,0.02613,0.7161,112.2,0.8408,-0.12465,0.12465,fouling
2020-01-16 08:00:00,2020,Q1,0.9532,153.0,5.11,110.0,22.3,15,0.02647,0.7091,114.2,0.8458,-0.13676,0.13676,fouling
2020-01-16 12:00:00,2020,Q1,0.9597,152.0,5.1,101.5,19.0,16,0.02682,0.7189,113.8,0.8527,-0.13376,0.13376,fouling
2020-01-16 16:00:00,2020,Q1,0.9573,149.2,5.07,91.8,14.7,16,0.02716,0.709,111.8,0.8599,-0.1509,0.1509,fouling
2020-01-16 20:00:00,2020,Q1,0.9551,150.4,5.04,90.3,12.4,16,0.02751,0.7208,111.6,0.8561,-0.13538,0.13538,fouling
2020-01-17 00:00:00,2020,Q1,0.9692,151.5,5.13,99.5,17.9,16,0.02786,0.7094,112.2,0.8595,-0.15006,0.15006,fouling
2020-01-17 04:00:00,2020,Q1,0.9518,153.4,5.06,111.3,23.8,16,0.02821,0.6902,116.1,0.8494,-0.15919,0.15919,fouling
2020-01-17 08:00:00,2020,Q1,0.9514,153.7,5.07,109.5,22.0,16,0.02856,0.69,115.6,0.8529,-0.16296,0.16296,fouling
2020-01-17 12:00:00,2020,Q1,0.9535,152.2,5.0,99.7,18.2,16,0.02891,0.7094,112.8,0.8527,-0.14329,0.14329,fouling
2020-01-17 16:00:00,2020,Q1,0.955,148.8,5.15,90.9,14.5,17,0.02926,0.7087,114.7,0.8587,-0.15003,0.15003,fouling
2020-01-17 20:00:00,2020,Q1,0.9611,150.1,5.11,91.6,15.3,17,0.02961,0.7111,113.0,0.859,-0.14791,0.14791,fouling
2020-01-18 00:00:00,2020,Q1,0.9524,151.5,5.14,98.9,17.6,17,0.02996,0.7078,116.3,0.8593,-0.15151,0.15151,fouling
2020-01-18 04:00:00,2020,Q1,0.9576,153.6,5.13,108.4,21.9,17,0.03031,0.6895,118.4,0.8491,-0.1596,0.1596,fouling
2020-01-18 08:00:00,2020,Q1,0.9563,152.6,5.1,108.3,22.4,17,0.03067,0.6862,118.0,0.8443,-0.15815,0.15815,fouling
2020-01-18 12:00:00,2020,Q1,0.956,151.2,5.04,101.1,17.4,18,0.03102,0.6875,116.9,0.8568,-0.16933,0.16933,fouling
2020-01-18 16:00:00,2020,Q1,0.9547,150.2,5.12,92.1,11.7,18,0.03138,0.6902,114.5,0.8553,-0.16518,0.16518,fouling
2020-01-18 20:00:00,2020,Q1,0.9503,149.0,5.15,91.9,14.6,18,0.03173,0.6897,117.2,0.8627,-0.17295,0.17295,fouling
2020-01-19 00:00:00,2020,Q1,0.9563,152.4,5.07,100.7,20.6,18,0.03209,0.6824,116.2,0.8621,-0.17974,0.17974,fouling
2020-01-19 04:00:00,2020,Q1,0.9599,153.3,5.12,108.9,24.7,18,0.03244,0.6707,118.2,0.8455,-0.17478,0.17478,fouling
2020-01-19 08:00:00,2020,Q1,0.9585,153.1,5.09,109.0,23.8,18,0.0328,0.6734,120.5,0.8495,-0.17604,0.17604,fouling
2020-01-19 12:00:00,2020,Q1,0.962,152.3,5.09,98.7,18.5,18,0.03316,0.6888,118.8,0.8572,-0.16839,0.16839,fouling
2020-01-19 16:00:00,2020,Q1,0.9561,149.0,5.07,90.0,14.1,19,0.03352,0.6815,115.3,0.8539,-0.17234,0.17234,fouling
2020-01-19 20:00:00,2020,Q1,0.9607,150.4,5.07,90.3,14.4,19,0.03388,0.6797,117.9,0.8671,-0.18733,0.18733,fouling
2020-01-20 00:00:00,2020,Q1,0.9512,152.3,5.13,99.4,20.6,19,0.03424,0.6746,120.1,0.8496,-0.17501,0.17501,fouling
2020-01-20 04:00:00,2020,Q1,0.9553,153.5,5.05,107.6,24.0,19,0.0346,0.672,120.7,0.8499,-0.17789,0.17789,fouling
2020-01-20 08:00:00,2020,Q1,0.9566,152.7,5.07,107.6,25.1,19,0.03496,0.6706,122.2,0.8424,-0.17181,0.17181,fouling
2020-01-20 12:00:00,2020,Q1,0.9636,151.8,5.07,101.3,18.2,20,0.03532,0.6595,121.0,0.8565,-0.19701,0.19701,fouling
2020-01-20 16:00:00,2020,Q1,0.9531,150.3,5.15,90.2,13.3,20,0.03568,0.6702,119.1,0.8569,-0.18672,0.18672,fouling
2020-01-20 20:00:00,2020,Q1,0.9558,149.7,5.07,90.1,15.8,20,0.03605,0.6808,117.3,0.8628,-0.18197,0.18197,fouling
2020-01-21 00:00:00,2020,Q1,0.9463,151.7,5.12,100.3,18.6,20,0.03641,0.6639,120.7,0.8579,-0.19391,0.19391,fouling
2020-01-21 04:00:00,2020,Q1,0.9615,153.7,5.13,109.4,24.6,20,0.03678,0.6592,123.7,0.8543,-0.19509,0.19509,fouling
2020-01-21 08:00:00,2020,Q1,0.9527,152.8,5.21,108.4,23.5,20,0.03714,0.6527,123.8,0.852,-0.19928,0.19928,fouling
2020-01-21 12:00:00,2020,Q1,0.9581,152.3,5.11,102.1,18.6,20,0.03751,0.6614,122.2,0.8538,-0.19234,0.19234,fouling
2020-01-21 16:00:00,2020,Q1,0.9528,150.5,5.12,91.9,15.6,21,0.03787,0.6598,121.4,0.8555,-0.19568,0.19568,fouling
2020-01-21 20:00:00,2020,Q1,0.9606,150.2,5.14,91.3,12.8,21,0.03824,0.6626,120.0,0.8501,-0.18747,0.18747,fouling
2020-01-22 00:00:00,2020,Q1,0.9587,151.8,5.11,98.2,19.0,21,0.03861,0.665,123.6,0.8645,-0.19958,0.19958,fouling
2020-01-22 04:00:00,2020,Q1,0.9597,154.1,5.12,106.9,25.0,21,0.03897,0.6495,126.8,0.8566,-0.20707,0.20707,fouling
2020-01-22 08:00:00,2020,Q1,0.9589,153.2,5.12,108.4,25.2,21,0.03934,0.6362,127.4,0.8553,-0.21908,0.21908,fouling
2020-01-22 12:00:00,2020,Q1,0.9569,152.3,5.15,100.1,20.2,22,0.03971,0.6381,124.3,0.8605,-0.22236,0.22236,fouling
2020-01-22 16:00:00,2020,Q1,0.9521,149.4,5.1,89.1,16.2,22,0.04008,0.6496,122.0,0.8531,-0.20358,0.20358,fouling
2020-01-22 20:00:00,2020,Q1,0.9622,150.7,5.15,91.2,14.4,22,0.04045,0.6512,124.1,0.8606,-0.20932,0.20932,fouling
2020-01-23 00:00:00,2020,Q1,0.9573,152.7,5.18,101.1,19.7,22,0.04082,0.6428,125.4,0.8478,-0.20495,0.20495,fouling
2020-01-23 04:00:00,2020,Q1,0.9622,154.1,5.15,107.8,23.4,22,0.04119,0.6292,129.2,0.8505,-0.22127,0.22127,fouling
2020-01-23 08:00:00,2020,Q1,0.949,152.8,5.12,108.4,24.1,22,0.04157,0.6318,127.3,0.8489,-0.21717,0.21717,fouling
2020-01-23 12:00:00,2020,Q1,0.9638,150.9,5.12,100.5,20.4,22,0.04194,0.6364,125.8,0.8504,-0.21402,0.21402,fouling
2020-01-23 16:00:00,2020,Q1,0.9656,150.4,5.06,91.5,16.7,23,0.04231,0.6445,124.8,0.8605,-0.21591,0.21591,fouling
2020-01-23 20:00:00,2020,Q1,0.9544,150.2,5.08,92.3,16.7,23,0.04269,0.6256,125.6,0.8617,-0.23608,0.23608,fouling
2020-01-24 00:00:00,2020,Q1,0.9523,152.7,5.09,99.7,19.6,23,0.04306,0.637,127.3,0.848,-0.21103,0.21103,fouling
2020-01-24 04:00:00,2020,Q1,0.956,154.3,5.1,109.5,23.1,23,0.04343,0.6146,132.6,0.8475,-0.23289,0.23289,fouling
2020-01-24 08:00:00,2020,Q1,0.9521,152.7,5.19,109.1,24.9,23,0.04381,0.6116,130.0,0.8463,-0.23475,0.23475,fouling
2020-01-24 12:00:00,2020,Q1,0.9583,151.5,5.06,99.5,20.9,24,0.04419,0.6228,128.6,0.8526,-0.2298,0.2298,fouling
2020-01-24 16:00:00,2020,Q1,0.9563,149.4,5.11,90.7,14.8,24,0.04456,0.6288,129.2,0.8583,-0.22951,0.22951,fouling
2020-01-24 20:00:00,2020,Q1,0.9683,151.1,5.1,92.1,15.6,24,0.04494,0.6302,130.6,0.8711,-0.24091,0.24091,fouling
2020-01-25 00:00:00,2020,Q1,0.9642,151.6,5.12,100.1,20.0,24,0.04532,0.6195,130.7,0.848,-0.2285,0.2285,fouling
2020-01-25 04:00:00,2020,Q1,0.955,153.9,5.13,109.5,23.6,24,0.04569,0.6004,132.1,0.8563,-0.25583,0.25583,fouling
2020-01-25 08:00:00,2020,Q1,0.9506,154.3,5.21,110.2,24.0,24,0.04607,0.6033,134.5,0.8514,-0.24807,0.24807,fouling
2020-01-25 12:00:00,2020,Q1,0.9516,151.7,5.13,99.3,20.3,24,0.04645,0.6032,131.7,0.8509,-0.24769,0.24769,fouling
2020-01-25 16:00:00,2020,Q1,0.9648,150.7,5.11,92.0,16.5,25,0.04683,0.6209,128.8,0.865,-0.24405,0.24405,fouling
2020-01-25 20:00:00,2020,Q1,0.9594,150.3,5.13,89.8,16.2,25,0.04721,0.6118,128.1,0.8657,-0.25396,0.25396,fouling
2020-01-26 00:00:00,2020,Q1,0.9615,152.0,5.17,101.5,19.8,25,0.04759,0.609,132.3,0.8555,-0.2465,0.2465,fouling
2020-01-26 04:00:00,2020,Q1,0.9579,154.1,5.12,108.3,24.6,25,0.04797,0.6024,135.1,0.8459,-0.24347,0.24347,fouling
2020-01-26 08:00:00,2020,Q1,0.9636,153.6,5.26,107.1,24.5,25,0.04835,0.6119,135.2,0.8492,-0.23729,0.23729,fouling
2020-01-26 12:00:00,2020,Q1,0.9669,151.9,5.11,100.9,20.4,26,0.04874,0.6034,133.4,0.8518,-0.24845,0.24845,fouling
2020-01-26 16:00:00,2020,Q1,0.9592,150.2,5.15,91.0,14.6,26,0.04912,0.6076,132.7,0.8628,-0.25519,0.25519,fouling
2020-01-26 20:00:00,2020,Q1,0.9563,150.6,5.14,92.4,15.8,26,0.0495,0.5987,133.9,0.8428,-0.24406,0.24406,fouling
2020-01-27 00:00:00,2020,Q1,0.9625,152.8,5.07,100.4,19.6,26,0.04988,0.5936,135.5,0.8598,-0.26618,0.26618,fouling
2020-01-27 04:00:00,2020,Q1,0.9493,155.3,5.18,108.8,24.8,26,0.05027,0.5806,136.3,0.8469,-0.26638,0.26638,fouling
2020-01-27 08:00:00,2020,Q1,0.9675,154.0,5.15,109.2,25.8,26,0.05065,0.5906,137.6,0.8532,-0.26251,0.26251,fouling
2020-01-27 12:00:00,2020,Q1,0.959,151.6,5.19,99.6,20.3,26,0.05104,0.5886,137.2,0.8543,-0.26569,0.26569,fouling
2020-01-27 16:00:00,2020,Q1,0.9473,150.8,5.16,90.2,15.0,27,0.05142,0.6004,135.2,0.8657,-0.26523,0.26523,fouling
2020-01-27 20:00:00,2020,Q1,0.9591,149.4,5.14,91.0,17.1,27,0.05181,0.5876,134.1,0.86,-0.27232,0.27232,fouling
2020-01-28 00:00:00,2020,Q1,0.9626,152.6,5.16,99.3,21.2,27,0.0522,0.5866,137.2,0.8576,-0.27095,0.27095,fouling
2020-01-28 04:00:00,2020,Q1,0.9603,154.4,5.15,109.8,24.9,27,0.05258,0.5766,141.4,0.8554,-0.27877,0.27877,fouling
2020-01-28 08:00:00,2020,Q1,0.9742,153.2,5.19,109.4,24.3,27,0.05297,0.5719,139.0,0.8559,-0.28408,0.28408,fouling
2020-01-28 12:00:00,2020,Q1,0.9584,152.9,5.14,101.2,21.2,28,0.05336,0.581,137.9,0.8614,-0.28042,0.28042,fouling
2020-01-28 16:00:00,2020,Q1,0.9562,149.9,5.17,91.9,15.6,28,0.05375,0.5747,137.4,0.8586,-0.28381,0.28381,fouling
2020-01-28 20:00:00,2020,Q1,0.9647,150.8,5.16,92.1,15.5,28,0.05414,0.5747,138.8,0.8698,-0.29515,0.29515,fouling
2020-01-29 00:00:00,2020,Q1,0.9595,153.0,5.12,102.4,20.8,28,0.05452,0.5724,141.7,0.8527,-0.28029,0.28029,fouling
2020-01-29 04:00:00,2020,Q1,0.9602,154.0,5.26,109.4,24.9,28,0.05491,0.5568,143.2,0.8562,-0.2994,0.2994,fouling
2020-01-29 08:00:00,2020,Q1,0.9659,154.0,5.15,110.0,25.6,28,0.0553,0.5628,141.6,0.8374,-0.27459,0.27459,fouling
2020-01-29 12:00:00,2020,Q1,0.9641,152.3,5.11,98.8,19.5,28,0.05569,0.5648,141.0,0.8529,-0.28809,0.28809,fouling
2020-01-29 16:00:00,2020,Q1,0.9573,150.7,5.2,90.8,16.7,29,0.05609,0.5671,138.8,0.8696,-0.30252,0.30252,fouling
2020-01-29 20:00:00,2020,Q1,0.9563,150.2,5.11,90.6,16.1,29,0.05648,0.561,139.5,0.8643,-0.30323,0.30323,fouling
2020-01-30 00:00:00,2020,Q1,0.9516,152.6,5.11,100.9,19.6,29,0.05687,0.5526,144.6,0.8476,-0.29501,0.29501,fouling
2020-01-30 04:00:00,2020,Q1,0.9651,153.8,5.06,108.6,26.4,29,0.05726,0.5517,144.8,0.8401,-0.28839,0.28839,fouling
2020-01-30 08:00:00,2020,Q1,0.9664,154.5,5.22,107.3,27.1,29,0.05765,0.5611,144.8,0.8486,-0.28747,0.28747,fouling
2020-01-30 12:00:00,2020,Q1,0.955,152.3,5.06,99.5,20.4,30,0.05805,0.5573,143.6,0.8562,-0.29897,0.29897,fouling
2020-01-30 16:00:00,2020,Q1,0.9615,151.6,5.18,90.2,16.4,30,0.05844,0.568,141.4,0.8683,-0.30027,0.30027,fouling
