timestamp,grade,in_transitie,temp_setpoint_C,temp_actueel_C,temp_sensor_C,druk_setpoint_bar,druk_actueel_bar,katalysator_flow_kgh,monomeer_flow_kgh,waterstof_flow_kgh,comonomeer_flow_kgh,koelwater_inlet_C,koelwater_outlet_C,koelwater_flow_m3h,melt_flow_index_g10min,viscositeit_Pas,dichtheid_gcm3,vermogen_kW,verstoring
2025-01-01 00:36:00,HDPE_A,0,180.0,180.32,180.32,25.0,25.55,1.986,99.6,0.489,0.1,25.4,40.4,49.4,2.07,2442.7,0.9501,81.2,normaal
2025-01-01 00:37:00,HDPE_A,0,180.0,180.02,180.02,25.0,25.49,1.99,98.7,0.499,0.11,25.4,40.9,50.6,2.11,2349.3,0.9511,81.2,normaal
2025-01-01 00:38:00,HDPE_A,0,180.0,179.98,179.98,25.0,25.35,1.996,99.8,0.51,0.08,25.9,40.1,48.3,2.19,2267.6,0.9497,82.7,normaal
2025-01-01 00:39:00,HDPE_A,0,180.0,179.89,179.89,25.0,25.18,1.974,99.8,0.493,0.1,25.6,40.5,52.2,1.93,2645.6,0.9502,85.9,normaal
2025-01-01 00:40:00,HDPE_A,0,180.0,180.03,180.03,25.0,25.05,2.051,100.3,0.513,0.11,25.4,40.5,52.1,2.05,2467.9,0.949,79.6,normaal
2025-01-01 00:41:00,HDPE_A,0,180.0,179.82,179.82,25.0,24.92,2.038,100.2,0.498,0.1,25.0,38.8,51.0,1.75,2868.9,0.9488,84.3,normaal
2025-01-01 00:42:00,HDPE_A,0,180.0,179.81,179.81,25.0,24.85,1.973,100.6,0.514,0.09,25.6,39.7,49.2,1.95,2507.7,0.9488,80.3,normaal
2025-01-01 00:43:00,HDPE_A,0,180.0,179.65,179.65,25.0,24.9,2.003,99.4,0.499,0.1,25.2,39.5,49.9,2.02,2491.0,0.9482,81.8,normaal
2025-01-01 00:44:00,HDPE_A,0,180.0,179.38,179.38,25.0,24.95,2.011,100.0,0.52,0.1,25.5,40.4,50.8,2.07,2416.8,0.9491,84.9,normaal
2025-01-01 00:45:00,HDPE_A,0,180.0,179.27,179.27,25.0,24.99,1.992,101.0,0.506,0.12,25.9,40.0,48.2,1.84,2693.7,0.9473,79.3,normaal
2025-01-01 00:46:00,HDPE_A,0,180.0,179.33,179.33,25.0,25.14,2.0,99.5,0.498,0.09,25.9,40.1,49.4,1.91,2660.2,0.9501,82.7,normaal
2025-01-01 00:47:00,HDPE_A,0,180.0,179.19,179.19,25.0,25.16,1.981,99.5,0.488,0.1,25.5,39.7,50.8,1.8,2788.8,0.9495,81.7,normaal
2025-01-01 00:48:00,HDPE_A,0,180.0,179.25,179.25,25.0,25.04,2.007,99.5,0.493,0.09,25.0,39.8,49.6,2.08,2389.7,0.95,79.2,normaal
2025-01-01 00:49:00,HDPE_A,0,180.0,179.27,179.27,25.0,25.18,2.017,99.4,0.5,0.1,25.9,40.2,49.2,1.66,3016.6,0.9511,85.8,normaal
2025-01-01 00:50:00,HDPE_A,0,180.0,179.39,179.39,25.0,25.14,2.0,99.5,0.504,0.1,25.5,39.5,50.7,1.9,2598.0,0.9505,80.2,normaal
2025-01-01 00:51:00,HDPE_A,0,180.0,179.34,179.34,25.0,25.31,1.969,99.7,0.484,0.11,25.3,39.4,49.8,1.94,2554.8,0.9479,83.6,normaal
2025-01-01 00:52:00,HDPE_A,0,180.0,179.36,179.36,25.0,25.52,1.98,99.7,0.498,0.09,25.2,39.6,49.7,2.08,2399.8,0.9501,78.9,normaal
2025-01-01 00:53:00,HDPE_A,0,180.0,179.23,179.23,25.0,25.42,1.997,99.4,0.506,0.09,25.9,40.0,50.0,1.95,2523.4,0.9476,81.8,normaal
2025-01-01 00:54:00,HDPE_A,0,180.0,179.28,179.28,25.0,25.34,2.012,99.9,0.518,0.11,25.5,40.6,48.9,1.83,2738.0,0.9502,78.3,normaal
2025-01-01 00:55:00,HDPE_A,0,180.0,179.16,179.16,25.0,25.28,2.008,99.9,0.501,0.08,25.4,40.7,50.9,1.75,2890.9,0.95,84.5,normaal
2025-01-01 00:56:00,HDPE_A,0,180.0,179.0,179.0,25.0,25.32,1.969,100.5,0.498,0.08,25.6,39.4,47.7,1.73,2893.5,0.9485,79.2,normaal
2025-01-01 00:57:00,HDPE_A,0,180.0,178.99,178.99,25.0,25.42,1.98,99.9,0.486,0.09,26.1,40.1,49.2,2.09,2406.9,0.9505,81.2,normaal
2025-01-01 00:58:00,HDPE_A,0,180.0,178.94,178.94,25.0,25.52,1.999,99.3,0.502,0.11,25.5,39.2,49.0,1.96,2515.0,0.9508,78.8,normaal
2025-01-01 00:59:00,HDPE_A,0,180.0,178.89,178.89,25.0,25.47,1.992,99.3,0.512,0.09,25.9,41.2,49.4,1.91,2661.4,0.9484,83.1,normaal
2025-01-01 01:00:00,HDPE_A,0,180.0,178.77,178.77,25.0,25.55,1.981,99.9,0.493,0.12,25.9,41.4,49.8,1.83,2770.0,0.9496,78.3,normaal
2025-01-01 01:01:00,HDPE_A,0,180.0,178.72,178.72,25.0,25.56,1.999,100.2,0.501,0.09,26.0,40.8,51.1,1.56,3195.5,0.9498,81.9,normaal
2025-01-01 01:02:00,HDPE_A,0,180.0,178.76,178.76,25.0,25.45,1.972,99.8,0.515,0.09,25.9,40.5,49.4,1.68,2965.5,0.9492,82.6,normaal
2025-01-01 01:03:00,HDPE_A,0,180.0,178.89,178.89,25.0,25.44,1.974,100.1,0.497,0.11,25.7,41.1,52.2,1.75,2847.9,0.9492,79.5,normaal
2025-01-01 01:04:00,HDPE_A,0,180.0,179.07,179.07,25.0,25.48,2.017,100.0,0.5,0.11,26.1,40.6,49.7,1.84,2707.4,0.9489,80.5,normaal
2025-01-01 01:05:00,HDPE_A,0,180.0,179.0,179.0,25.0,25.33,2.001,99.5,0.5,0.09,25.8,40.5,49.9,1.79,2736.3,0.9509,83.3,normaal
2025-01-01 01:06:00,HDPE_A,0,180.0,178.93,178.93,25.0,25.15,2.016,99.8,0.484,0.1,25.9,41.7,52.4,2.0,2509.6,0.9482,79.7,normaal
2025-01-01 01:07:00,HDPE_A,0,180.0,178.68,178.68,25.0,25.05,1.981,100.2,0.513,0.09,26.3,40.6,50.7,1.79,2777.1,0.9499,85.1,normaal
2025-01-01 01:08:00,HDPE_A,0,180.0,178.67,178.67,25.0,25.08,1.985,99.4,0.501,0.12,26.1,39.6,49.9,1.97,2517.6,0.9493,75.4,normaal
2025-01-01 01:09:00,HDPE_A,0,180.0,179.02,179.02,25.0,24.94,2.037,100.5,0.508,0.11,25.9,41.0,49.3,1.83,2731.7,0.9497,84.6,normaal
2025-01-01 01:10:00,HDPE_A,0,180.0,178.95,178.95,25.0,25.09,1.989,99.7,0.489,0.1,25.9,39.7,50.1,1.74,2852.3,0.95,79.5,normaal
2025-01-01 01:11:00,HDPE_A,0,180.0,178.99,178.99,25.0,24.91,1.984,99.7,0.502,0.09,25.2,40.3,48.8,1.86,2700.9,0.9488,80.8,normaal
2025-01-01 01:12:00,HDPE_A,0,180.0,178.98,178.98,25.0,25.11,1.969,99.2,0.488,0.09,26.2,41.5,50.8,2.02,2490.8,0.9493,81.6,normaal
2025-01-01 01:13:00,HDPE_A,0,180.0,178.91,178.91,25.0,25.04,1.981,100.0,0.519,0.1,25.8,40.0,49.8,2.28,2181.0,0.9495,87.2,normaal
2025-01-01 01:14:00,HDPE_A,0,180.0,178.95,178.95,25.0,24.98,2.015,100.5,0.508,0.11,25.8,40.3,50.8,1.85,2671.3,0.9495,77.8,normaal
2025-01-01 01:15:00,HDPE_A,0,180.0,178.99,178.99,25.0,25.0,1.968,101.0,0.495,0.1,26.1,40.6,51.2,1.84,2730.4,0.9492,83.0,normaal
2025-01-01 01:16:00,HDPE_A,0,180.0,179.16,179.16,25.0,24.84,1.987,99.5,0.487,0.11,26.6,40.2,49.4,1.92,2615.4,0.9495,81.2,normaal
2025-01-01 01:17:00,HDPE_A,0,180.0,179.14,179.14,25.0,24.89,2.014,100.9,0.519,0.09,25.5,39.4,50.8,1.82,2742.4,0.9505,83.4,normaal
2025-01-01 01:18:00,HDPE_A,0,180.0,179.23,179.23,25.0,24.77,1.997,100.2,0.514,0.1,25.8,39.8,50.7,1.93,2553.8,0.9497,81.4,normaal
2025-01-01 01:19:00,HDPE_A,0,180.0,179.32,179.32,25.0,24.88,1.97,99.7,0.483,0.11,26.1,39.7,50.5,1.98,2481.8,0.9497,78.6,normaal
2025-01-01 01:20:00,HDPE_A,0,180.0,179.7,179.7,25.0,24.92,2.023,100.0,0.491,0.11,25.8,40.5,48.3,2.06,2490.9,0.9506,80.5,normaal
2025-01-01 01:21:00,HDPE_A,0,180.0,179.71,179.71,25.0,24.86,2.009,100.2,0.496,0.11,25.5,40.0,49.4,2.03,2473.6,0.9505,82.0,normaal
2025-01-01 01:22:00,HDPE_A,0,180.0,179.58,179.58,25.0,24.77,1.978,99.5,0.487,0.09,25.9,40.7,51.2,2.06,2422.4,0.9479,81.3,normaal
2025-01-01 01:23:00,HDPE_A,0,180.0,179.68,179.68,25.0,24.77,1.979,99.5,0.479,0.09,26.1,40.7,50.9,1.83,2709.4,0.9482,78.2,normaal
2025-01-01 01:24:00,HDPE_A,0,180.0,179.81,179.81,25.0,24.79,1.964,99.5,0.501,0.09,26.0,39.9,49.9,1.72,2882.8,0.95,77.2,normaal
2025-01-01 01:25:00,HDPE_A,0,180.0,179.77,179.77,25.0,24.72,1.993,100.2,0.485,0.11,26.0,40.4,49.6,2.19,2298.1,0.9479,81.4,normaal
2025-01-01 01:26:00,HDPE_A,0,180.0,179.92,179.92,25.0,24.76,2.029,99.7,0.506,0.12,25.9,40.5,50.4,1.79,2738.8,0.951,79.8,normaal
2025-01-01 01:27:00,HDPE_A,0,180.0,180.1,180.1,25.0,24.85,2.005,99.3,0.497,0.1,25.9,39.7,49.9,2.1,2374.3,0.9493,84.1,normaal
2025-01-01 01:28:00,HDPE_A,0,180.0,179.69,179.69,25.0,24.91,2.011,99.5,0.514,0.1,25.6,40.3,51.2,2.1,2367.0,0.9486,82.0,normaal
2025-01-01 01:29:00,HDPE_A,0,180.0,179.54,179.54,25.0,24.94,2.011,100.1,0.487,0.08,26.2,40.8,49.5,1.98,2544.1,0.9495,79.0,normaal
2025-01-01 01:30:00,HDPE_A,0,180.0,179.59,179.59,25.0,24.97,1.992,99.8,0.504,0.1,26.1,40.8,50.2,1.99,2500.7,0.9489,84.8,normaal
2025-01-01 01:31:00,HDPE_A,0,180.0,179.58,179.58,25.0,25.06,2.059,100.1,0.51,0.08,26.2,40.7,50.4,1.96,2523.9,0.9488,82.7,normaal
2025-01-01 01:32:00,HDPE_A,0,180.0,179.54,179.54,25.0,25.02,1.99,100.0,0.515,0.1,25.6,39.9,50.2,1.89,2632.9,0.9492,82.1,normaal
2025-01-01 01:33:00,HDPE_A,0,180.0,179.65,179.65,25.0,25.07,2.049,99.9,0.515,0.09,26.1,41.0,49.8,1.95,2561.3,0.952,81.9,normaal
2025-01-01 01:34:00,HDPE_A,0,180.0,179.69,179.69,25.0,25.11,1.971,100.8,0.514,0.09,26.0,40.7,49.0,2.11,2397.0,0.9521,83.3,normaal
2025-01-01 01:35:00,HDPE_A,0,180.0,179.82,179.82,25.0,24.93,1.989,99.9,0.486,0.1,26.6,40.5,50.2,1.88,2672.8,0.9486,79.7,normaal
2025-01-01 01:36:00,HDPE_A,0,180.0,179.9,179.9,25.0,24.99,1.991,100.6,0.509,0.11,26.2,41.5,50.3,2.24,2239.2,0.949,83.3,normaal
2025-01-01 01:37:00,HDPE_A,0,180.0,180.13,180.13,25.0,25.03,2.014,100.6,0.5,0.1,26.1,39.5,49.8,2.32,2157.4,0.949,83.8,normaal
2025-01-01 01:38:00,HDPE_A,0,180.0,180.15,180.15,25.0,25.07,1.965,99.5,0.506,0.11,26.2,40.6,50.0,2.19,2300.6,0.9494,81.7,normaal
2025-01-01 01:39:00,HDPE_A,0,180.0,180.06,180.06,25.0,25.02,2.008,100.7,0.505,0.1,26.5,41.3,49.2,2.22,2173.6,0.9485,84.8,normaal
2025-01-01 01:40:00,HDPE_A,0,180.0,179.79,179.79,25.0,24.9,2.023,99.5,0.503,0.12,26.8,41.3,49.8,1.97,2603.0,0.9501,83.0,normaal
2025-01-01 01:41:00,HDPE_A,0,180.0,179.83,179.83,25.0,25.01,1.994,100.5,0.521,0.1,25.8,40.4,49.2,2.0,2469.9,0.9494,81.0,normaal
2025-01-01 01:42:00,HDPE_A,0,180.0,179.48,179.48,25.0,24.95,1.987,100.6,0.495,0.09,26.5,41.2,50.1,1.92,2561.2,0.9499,82.7,normaal
2025-01-01 01:43:00,HDPE_A,0,180.0,179.37,179.37,25.0,24.91,1.997,100.0,0.504,0.09,25.8,39.8,50.3,1.8,2764.1,0.95,82.1,normaal
2025-01-01 01:44:00,HDPE_A,0,180.0,179.6,179.6,25.0,24.88,1.984,101.0,0.506,0.09,26.1,40.8,49.0,1.99,2514.1,0.9498,78.0,normaal
2025-01-01 01:45:00,HDPE_A,0,180.0,179.79,179.79,25.0,25.07,2.014,100.6,0.508,0.08,25.9,40.7,51.1,2.02,2418.3,0.9491,78.8,normaal
2025-01-01 01:46:00,HDPE_A,0,180.0,179.81,179.81,25.0,24.96,2.005,99.7,0.506,0.08,26.8,41.2,49.0,1.96,2558.9,0.9503,79.1,normaal
2025-01-01 01:47:00,HDPE_A,0,180.0,179.73,179.73,25.0,25.1,2.015,99.6,0.52,0.09,26.4,40.1,51.4,1.98,2533.9,0.9494,83.2,normaal
2025-01-01 01:48:00,HDPE_A,0,180.0,179.8,179.8,25.0,24.79,1.983,99.4,0.5,0.09,26.4,40.9,50.9,2.0,2528.3,0.9487,79.1,normaal
2025-01-01 01:49:00,HDPE_A,0,180.0,179.56,179.56,25.0,24.81,2.011,100.1,0.52,0.09,26.6,41.3,50.9,2.01,2516.9,0.9481,78.8,normaal
2025-01-01 01:50:00,HDPE_A,0,180.0,179.81,179.81,25.0,24.8,1.997,99.4,0.502,0.08,26.6,40.4,52.2,1.91,2611.7,0.9491,81.3,normaal
2025-01-01 01:51:00,HDPE_A,0,180.0,179.85,179.85,25.0,24.85,2.042,100.2,0.496,0.09,26.3,40.7,50.6,2.01,2470.7,0.9495,81.4,normaal
2025-01-01 01:52:00,HDPE_A,0,180.0,180.19,180.19,25.0,24.78,2.006,99.5,0.508,0.1,26.9,40.9,48.2,2.45,2073.2,0.9503,77.8,normaal
2025-01-01 01:53:00,HDPE_A,0,180.0,180.19,180.19,25.0,24.84,2.023,100.8,0.49,0.08,26.7,40.4,50.5,1.95,2595.3,0.9507,78.6,normaal
2025-01-01 01:54:00,HDPE_A,0,180.0,180.19,180.19,25.0,24.77,1.981,100.4,0.499,0.09,26.3,41.2,49.1,1.78,2821.3,0.9488,83.3,normaal
2025-01-01 01:55:00,HDPE_A,0,180.0,180.11,180.11,25.0,24.68,2.012,99.0,0.494,0.12,27.5,42.0,49.6,1.96,2524.1,0.9497,81.0,normaal
2025-01-01 01:56:00,HDPE_A,0,180.0,179.76,179.76,25.0,24.69,1.987,101.1,0.513,0.11,25.9,39.8,50.1,2.33,2075.0,0.9487,81.8,normaal
2025-01-01 01:57:00,HDPE_A,0,180.0,179.95,179.95,25.0,24.61,2.02,101.0,0.512,0.12,26.4,41.4,51.0,1.87,2666.8,0.9489,83.5,normaal
2025-01-01 01:58:00,HDPE_A,0,180.0,179.93,179.93,25.0,24.54,1.99,100.1,0.492,0.09,26.0,40.1,49.1,1.8,2675.5,0.949,78.2,normaal
2025-01-01 01:59:00,HDPE_A,0,180.0,179.71,179.71,25.0,24.52,1.98,100.7,0.477,0.09,26.8,39.9,49.6,1.96,2550.7,0.9509,80.4,normaal
2025-01-01 02:00:00,HDPE_A,0,180.0,180.02,180.02,25.0,24.56,2.003,100.4,0.499,0.11,26.5,40.7,50.9,2.09,2366.3,0.9486,80.8,normaal
2025-01-01 02:01:00,HDPE_A,0,180.0,180.12,180.12,25.0,24.63,2.006,99.7,0.496,0.1,26.5,41.0,50.0,2.2,2287.3,0.9485,81.3,normaal
2025-01-01 02:02:00,HDPE_A,0,180.0,180.2,180.2,25.0,24.72,2.008,100.1,0.493,0.11,26.8,41.7,49.7,1.87,2680.8,0.9482,77.1,normaal
2025-01-01 02:03:00,HDPE_A,0,180.0,180.4,180.4,25.0,24.62,2.012,99.8,0.497,0.1,26.8,41.9,50.5,1.99,2545.3,0.9491,79.4,normaal
2025-01-01 02:04:00,HDPE_A,0,180.0,180.53,180.53,25.0,24.73,2.021,99.7,0.511,0.1,26.4,41.8,50.0,1.91,2593.4,0.9478,83.9,normaal
2025-01-01 02:05:00,HDPE_A,0,180.0,180.61,180.61,25.0,24.87,2.024,100.0,0.49,0.08,26.6,40.8,50.1,2.07,2403.7,0.9508,83.0,normaal
2025-01-01 02:06:00,HDPE_A,0,180.0,180.49,180.49,25.0,24.98,1.99,100.4,0.509,0.11,26.4,42.2,49.5,2.19,2245.6,0.9496,81.5,normaal
2025-01-01 02:07:00,HDPE_A,0,180.0,180.53,180.53,25.0,25.02,1.981,99.7,0.506,0.1,26.2,40.5,49.4,2.01,2509.0,0.9473,80.6,normaal
2025-01-01 02:08:00,HDPE_A,0,180.0,180.49,180.49,25.0,25.05,1.976,99.4,0.487,0.1,26.7,40.6,50.8,1.99,2535.5,0.9504,82.7,normaal
2025-01-01 02:09:00,HDPE_A,0,180.0,180.34,180.34,25.0,25.05,1.997,101.1,0.491,0.12,26.9,41.5,51.4,2.11,2389.7,0.9488,81.8,normaal
2025-01-01 02:10:00,HDPE_A,0,180.0,180.18,180.18,25.0,25.13,2.012,99.7,0.506,0.08,26.1,39.8,50.8,2.02,2475.2,0.9505,81.6,normaal
2025-01-01 02:11:00,HDPE_A,0,180.0,180.08,180.08,25.0,24.95,1.995,100.4,0.489,0.11,26.7,41.6,46.9,2.01,2502.7,0.9506,83.7,normaal
2025-01-01 02:12:00,HDPE_A,0,180.0,180.21,180.21,25.0,25.06,1.968,100.2,0.5,0.11,26.0,40.4,50.4,1.91,2614.8,0.9488,79.2,normaal
2025-01-01 02:13:00,HDPE_A,0,180.0,180.25,180.25,25.0,25.05,2.032,99.2,0.498,0.11,27.0,41.6,49.5,2.04,2468.9,0.9477,82.7,normaal
2025-01-01 02:14:00,HDPE_A,0,180.0,180.09,180.09,25.0,25.03,2.01,99.6,0.521,0.09,27.1,42.6,51.4,1.9,2662.2,0.9486,81.6,normaal
2025-01-01 02:15:00,HDPE_A,0,180.0,180.3,180.3,25.0,25.27,1.976,100.9,0.51,0.1,26.9,42.1,49.5,1.98,2560.7,0.9499,80.9,normaal
2025-01-01 02:16:00,HDPE_A,0,180.0,180.32,180.32,25.0,25.32,1.993,99.7,0.509,0.08,26.6,41.4,50.3,2.01,2498.2,0.9492,82.9,normaal
2025-01-01 02:17:00,HDPE_A,0,180.0,180.1,180.1,25.0,25.38,1.983,99.6,0.512,0.11,26.4,39.9,49.8,2.21,2284.0,0.9492,81.8,normaal
2025-01-01 02:18:00,HDPE_A,0,180.0,180.04,180.04,25.0,25.28,2.001,100.8,0.49,0.08,26.7,40.7,49.8,1.88,2664.6,0.9491,82.0,normaal
2025-01-01 02:19:00,HDPE_A,0,180.0,180.0,180.0,25.0,25.09,2.01,100.2,0.486,0.1,27.0,41.3,49.0,2.09,2356.0,0.9504,80.0,normaal
2025-01-01 02:20:00,HDPE_A,0,180.0,179.75,179.75,25.0,25.05,2.005,99.3,0.499,0.08,26.8,41.3,50.4,2.09,2418.5,0.9499,81.9,normaal
2025-01-01 02:21:00,HDPE_A,0,180.0,179.71,179.71,25.0,25.04,2.012,99.9,0.5,0.1,25.9,40.0,51.1,1.99,2484.5,0.9508,80.9,normaal
2025-01-01 02:22:00,HDPE_A,0,180.0,179.67,179.67,25.0,25.07,2.027,99.7,0.502,0.11,26.6,40.9,51.8,2.02,2457.4,0.9493,81.3,normaal
2025-01-01 02:23:00,HDPE_A,0,180.0,179.65,179.65,25.0,25.18,2.012,100.0,0.494,0.09,26.4,40.6,50.2,1.99,2540.6,0.9496,80.6,normaal
2025-01-01 02:24:00,HDPE_A,0,180.0,179.76,179.76,25.0,25.08,1.985,100.4,0.493,0.09,26.8,40.2,50.0,2.03,2489.7,0.9497,83.8,normaal
2025-01-01 02:25:00,HDPE_A,0,180.0,179.95,179.95,25.0,25.03,2.019,100.6,0.504,0.09,26.7,40.5,50.5,1.88,2645.5,0.9498,83.4,normaal
2025-01-01 02:26:00,HDPE_A,0,180.0,179.94,179.94,25.0,25.11,2.029,100.8,0.504,0.1,26.7,41.0,51.0,1.73,2884.7,0.9481,84.0,normaal
2025-01-01 02:27:00,HDPE_A,0,180.0,179.77,179.77,25.0,25.15,2.0,100.0,0.49,0.11,26.5,40.4,50.1,1.96,2554.7,0.9504,83.3,normaal
