timestamp,CV_top_zuiverheid,CV_bodem_zuiverheid,CV_kolom_druk_bar,CV_condenser_niveau_pct,SP_top_zuiverheid,SP_bodem_zuiverheid,SP_kolom_druk_bar,SP_condenser_niveau_pct,MV_reflux_flow_kgh,MV_reboiler_duty_kW,MV_feed_flow_kgh,DV_feed_compositie,DV_omgevingstemp_C,mpc_status,sp_verandering,cv_constraint_overtreding,mv_constraint_actief,objectieffunctie
2025-07-01 00:15:00,0.99504,0.00509,1.5,59.7,0.995,0.005,1.5,60.0,99.7,199.6,101.3,0.5127,25.2,actief,0,0,0,20.3
2025-07-01 00:16:00,0.99499,0.00506,1.505,59.3,0.995,0.005,1.5,60.0,99.3,200.0,101.0,0.5191,24.6,actief,0,0,0,20.1
2025-07-01 00:17:00,0.99516,0.00499,1.507,59.4,0.995,0.005,1.5,60.0,99.4,200.1,101.4,0.5105,26.2,actief,0,0,0,21.6
2025-07-01 00:18:00,0.99505,0.00514,1.504,59.8,0.995,0.005,1.5,60.0,99.0,199.3,102.4,0.494,24.3,actief,0,0,0,20.4
2025-07-01 00:19:00,0.99477,0.00494,1.504,59.7,0.995,0.005,1.5,60.0,99.2,200.0,101.0,0.5106,25.6,actief,0,0,0,22.3
2025-07-01 00:20:00,0.995,0.00514,1.486,59.6,0.995,0.005,1.5,60.0,99.4,199.3,101.3,0.5048,25.2,actief,0,0,0,20.0
2025-07-01 00:21:00,0.99485,0.00516,1.507,59.8,0.995,0.005,1.5,60.0,99.0,199.3,100.8,0.511,25.6,actief,0,0,0,21.4
2025-07-01 00:22:00,0.99458,0.00512,1.484,60.1,0.995,0.005,1.5,60.0,99.2,199.8,101.7,0.5147,25.4,actief,0,0,0,24.1
2025-07-01 00:23:00,0.99498,0.00508,1.495,60.2,0.995,0.005,1.5,60.0,99.9,200.5,101.3,0.5061,25.6,actief,0,0,0,20.2
2025-07-01 00:24:00,0.99486,0.00508,1.486,60.1,0.995,0.005,1.5,60.0,99.7,201.3,101.1,0.511,25.7,actief,0,0,0,21.5
2025-07-01 00:25:00,0.99478,0.00508,1.501,60.5,0.995,0.005,1.5,60.0,99.2,201.7,101.6,0.5081,25.6,actief,0,0,0,22.4
2025-07-01 00:26:00,0.99502,0.00492,1.512,60.7,0.995,0.005,1.5,60.0,99.4,202.1,102.1,0.512,25.6,actief,0,0,0,20.4
2025-07-01 00:27:00,0.99483,0.00507,1.498,60.6,0.995,0.005,1.5,60.0,99.0,200.9,101.8,0.5059,26.6,actief,0,0,0,21.7
2025-07-01 00:28:00,0.99504,0.00493,1.498,60.4,0.995,0.005,1.5,60.0,99.3,201.1,102.3,0.5028,25.5,actief,0,0,0,20.5
2025-07-01 00:29:00,0.99514,0.00491,1.503,60.1,0.995,0.005,1.5,60.0,99.6,200.0,102.0,0.517,25.4,actief,0,0,0,21.4
2025-07-01 00:30:00,0.99507,0.00482,1.5,60.5,0.995,0.005,1.5,60.0,100.0,199.6,101.5,0.5096,25.2,actief,0,0,0,20.6
2025-07-01 00:31:00,0.99493,0.00494,1.476,60.5,0.995,0.005,1.5,60.0,99.4,198.6,102.0,0.5124,25.5,actief,0,0,0,20.6
2025-07-01 00:32:00,0.99523,0.00496,1.512,60.4,0.995,0.005,1.5,60.0,99.2,198.3,102.2,0.5114,25.7,actief,0,0,0,22.1
2025-07-01 00:33:00,0.99479,0.00503,1.508,60.6,0.995,0.005,1.5,60.0,98.5,197.9,101.6,0.5213,26.1,actief,0,0,0,21.9
2025-07-01 00:34:00,0.99501,0.00503,1.499,60.4,0.995,0.005,1.5,60.0,99.6,198.2,101.4,0.5229,26.4,actief,0,0,0,19.9
2025-07-01 00:35:00,0.99508,0.00488,1.492,60.3,0.995,0.005,1.5,60.0,99.8,197.8,103.2,0.5105,25.1,actief,0,0,0,20.5
2025-07-01 00:36:00,0.99528,0.00488,1.495,60.2,0.995,0.005,1.5,60.0,99.8,197.3,102.1,0.5087,25.5,actief,0,0,0,22.6
2025-07-01 00:37:00,0.99509,0.00516,1.495,59.9,0.995,0.005,1.5,60.0,98.9,197.2,102.0,0.5188,25.7,actief,0,0,0,20.7
2025-07-01 00:38:00,0.99482,0.0052,1.491,59.6,0.995,0.005,1.5,60.0,99.2,197.1,101.7,0.5195,26.7,actief,0,0,0,21.5
2025-07-01 00:39:00,0.99467,0.0052,1.496,59.6,0.995,0.005,1.5,60.0,99.6,198.2,101.8,0.5163,25.8,actief,0,0,0,23.1
2025-07-01 00:40:00,0.99492,0.00523,1.496,59.7,0.995,0.005,1.5,60.0,100.2,200.1,103.0,0.5224,25.7,actief,0,0,0,20.8
2025-07-01 00:41:00,0.99483,0.00514,1.518,59.7,0.995,0.005,1.5,60.0,100.5,202.1,102.9,0.5161,26.2,actief,0,0,0,21.9
2025-07-01 00:42:00,0.99509,0.00518,1.507,59.9,0.995,0.005,1.5,60.0,101.0,202.5,103.5,0.5183,25.6,actief,0,0,0,21.1
2025-07-01 00:43:00,0.99508,0.00505,1.51,59.5,0.995,0.005,1.5,60.0,101.1,203.7,102.7,0.517,25.9,actief,0,0,0,21.1
2025-07-01 00:44:00,0.99515,0.00491,1.492,59.6,0.995,0.005,1.5,60.0,101.3,203.8,102.9,0.514,25.7,actief,0,0,0,21.9
2025-07-01 00:45:00,0.9952,0.00507,1.515,59.7,0.995,0.005,1.5,60.0,101.0,203.9,102.8,0.5225,25.3,actief,0,0,0,22.4
2025-07-01 00:46:00,0.99487,0.00502,1.506,60.0,0.995,0.005,1.5,60.0,100.3,203.9,102.9,0.5151,26.0,actief,0,0,0,21.7
2025-07-01 00:47:00,0.99522,0.00504,1.506,60.2,0.995,0.005,1.5,60.0,100.5,204.7,102.5,0.512,26.5,actief,0,0,0,22.7
2025-07-01 00:48:00,0.99511,0.00504,1.506,60.2,0.995,0.005,1.5,60.0,99.9,205.1,103.8,0.521,26.0,actief,0,0,0,21.6
2025-07-01 00:49:00,0.9953,0.00515,1.505,60.1,0.995,0.005,1.5,60.0,99.3,205.2,102.7,0.5234,25.9,actief,0,0,0,23.6
2025-07-01 00:50:00,0.99494,0.00524,1.502,60.0,0.995,0.005,1.5,60.0,98.2,206.1,103.7,0.5225,26.6,actief,0,0,0,21.2
2025-07-01 00:51:00,0.99497,0.00503,1.494,59.9,0.995,0.005,1.5,60.0,98.8,207.4,103.0,0.5267,26.9,actief,0,0,0,21.0
2025-07-01 00:52:00,0.99489,0.00506,1.504,60.1,0.995,0.005,1.5,60.0,98.7,208.2,103.3,0.526,25.6,actief,0,0,0,22.0
2025-07-01 00:53:00,0.99468,0.00506,1.508,60.3,0.995,0.005,1.5,60.0,99.4,208.3,102.8,0.5169,26.1,actief,0,0,0,24.0
2025-07-01 00:54:00,0.99495,0.00513,1.504,60.3,0.995,0.005,1.5,60.0,99.6,208.2,103.5,0.5261,26.0,actief,0,0,0,21.3
2025-07-01 00:55:00,0.99489,0.00515,1.514,60.1,0.995,0.005,1.5,60.0,100.2,207.8,103.4,0.5234,26.8,actief,0,0,0,21.9
2025-07-01 00:56:00,0.99515,0.00503,1.498,59.9,0.995,0.005,1.5,60.0,100.2,208.3,102.4,0.5189,26.1,actief,0,0,0,22.3
2025-07-01 00:57:00,0.99487,0.00515,1.489,59.8,0.995,0.005,1.5,60.0,100.7,207.7,103.3,0.5197,26.9,actief,0,0,0,22.0
2025-07-01 00:58:00,0.99507,0.0049,1.524,60.1,0.995,0.005,1.5,60.0,100.9,209.0,103.2,0.5217,26.3,actief,0,0,0,21.6
2025-07-01 00:59:00,0.99509,0.00499,1.494,60.2,0.995,0.005,1.5,60.0,101.0,208.4,103.5,0.5322,25.3,actief,0,0,0,21.7
2025-07-01 01:00:00,0.99511,0.00508,1.503,59.7,0.995,0.005,1.5,60.0,100.4,208.2,104.0,0.5248,26.0,actief,0,0,0,21.9
2025-07-01 01:01:00,0.9951,0.00508,1.514,59.5,0.995,0.005,1.5,60.0,99.7,208.2,103.2,0.5311,27.0,actief,0,0,0,21.9
2025-07-01 01:02:00,0.99456,0.00504,1.495,59.3,0.995,0.005,1.5,60.0,99.8,208.4,104.2,0.531,26.8,actief,0,0,0,25.2
2025-07-01 01:03:00,0.995,0.00506,1.49,58.9,0.995,0.005,1.5,60.0,100.6,208.9,103.4,0.5244,26.9,actief,0,0,0,20.9
2025-07-01 01:04:00,0.995,0.00492,1.504,58.6,0.995,0.005,1.5,60.0,100.5,209.7,103.4,0.5177,26.8,actief,0,0,0,21.0
2025-07-01 01:05:00,0.9948,0.00498,1.493,58.5,0.995,0.005,1.5,60.0,100.5,209.4,103.6,0.5333,27.1,actief,0,0,0,22.9
2025-07-01 01:06:00,0.99488,0.00512,1.508,58.8,0.995,0.005,1.5,60.0,100.7,209.2,104.7,0.527,25.8,actief,0,0,0,22.1
2025-07-01 01:07:00,0.99536,0.00499,1.512,59.1,0.995,0.005,1.5,60.0,100.8,210.0,104.4,0.5233,26.4,actief,0,0,0,24.6
2025-07-01 01:08:00,0.99482,0.00496,1.521,59.0,0.995,0.005,1.5,60.0,100.5,209.9,104.1,0.5217,26.9,actief,0,0,0,22.7
2025-07-01 01:09:00,0.9953,0.00507,1.516,58.7,0.995,0.005,1.5,60.0,100.9,210.6,103.7,0.5293,27.1,actief,0,0,0,24.1
2025-07-01 01:10:00,0.99507,0.0049,1.533,58.8,0.995,0.005,1.5,60.0,100.3,211.4,104.1,0.5308,26.6,actief,0,0,0,21.9
2025-07-01 01:11:00,0.99498,0.00514,1.519,58.7,0.995,0.005,1.5,60.0,100.0,210.9,103.9,0.5342,25.8,actief,0,0,0,21.2
2025-07-01 01:12:00,0.99524,0.00506,1.514,59.0,0.995,0.005,1.5,60.0,100.1,211.9,103.4,0.5256,26.1,actief,0,0,0,23.6
2025-07-01 01:13:00,0.99501,0.00515,1.501,59.1,0.995,0.005,1.5,60.0,99.2,212.2,104.3,0.534,26.6,actief,0,0,0,21.3
2025-07-01 01:14:00,0.99492,0.0052,1.497,59.1,0.995,0.005,1.5,60.0,99.3,212.2,104.2,0.5277,26.5,actief,0,0,0,22.0
2025-07-01 01:15:00,0.99509,0.00525,1.509,59.1,0.995,0.005,1.5,60.0,99.5,213.0,103.7,0.5271,26.5,actief,0,0,0,22.2
2025-07-01 01:16:00,0.99476,0.00528,1.512,59.2,0.995,0.005,1.5,60.0,99.5,214.3,104.2,0.5242,27.3,actief,0,0,0,23.9
2025-07-01 01:17:00,0.9953,0.00522,1.507,59.4,0.995,0.005,1.5,60.0,99.9,215.7,104.4,0.5347,27.2,actief,0,0,0,24.5
2025-07-01 01:18:00,0.99483,0.00535,1.513,59.2,0.995,0.005,1.5,60.0,99.6,216.4,104.4,0.5316,26.1,actief,0,0,0,23.3
2025-07-01 01:19:00,0.995,0.0053,1.52,59.4,0.995,0.005,1.5,60.0,99.8,219.0,104.7,0.5299,26.9,actief,0,0,0,21.9
2025-07-01 01:20:00,0.995,0.00536,1.498,59.6,0.995,0.005,1.5,60.0,99.7,221.1,104.9,0.5325,26.2,actief,0,0,0,22.1
2025-07-01 01:21:00,0.99494,0.00515,1.518,59.5,0.995,0.005,1.5,60.0,99.8,223.1,105.2,0.5411,26.5,actief,0,0,0,22.9
2025-07-01 01:22:00,0.99506,0.00537,1.541,59.5,0.995,0.005,1.5,60.0,99.6,224.0,104.0,0.5335,26.5,actief,0,0,0,23.0
2025-07-01 01:23:00,0.99495,0.00515,1.535,59.6,0.995,0.005,1.5,60.0,99.7,225.3,104.6,0.537,27.0,actief,0,0,0,23.0
2025-07-01 01:24:00,0.99495,0.00531,1.526,59.8,0.995,0.005,1.5,60.0,99.9,226.5,103.8,0.5225,26.1,actief,0,0,0,23.2
2025-07-01 01:25:00,0.99486,0.00529,1.528,59.7,0.995,0.005,1.5,60.0,100.2,228.4,104.5,0.5313,26.9,actief,0,0,0,24.2
2025-07-01 01:26:00,0.99537,0.00521,1.51,59.7,0.995,0.005,1.5,60.0,99.9,229.7,105.3,0.5436,26.7,actief,0,0,0,26.7
2025-07-01 01:27:00,0.99524,0.00535,1.532,59.7,0.995,0.005,1.5,60.0,98.6,230.7,105.7,0.5337,27.4,actief,0,0,0,25.5
2025-07-01 01:28:00,0.99502,0.00555,1.519,59.7,0.995,0.005,1.5,60.0,98.0,232.2,104.7,0.527,26.0,actief,0,0,0,23.4
2025-07-01 01:29:00,0.99484,0.00542,1.54,59.5,0.995,0.005,1.5,60.0,98.3,234.8,105.0,0.5316,27.6,actief,0,0,0,25.1
2025-07-01 01:30:00,0.99498,0.00543,1.535,59.4,0.995,0.005,1.5,60.0,99.3,236.5,103.5,0.5416,26.6,actief,0,0,0,23.9
2025-07-01 01:31:00,0.99516,0.00552,1.541,59.5,0.995,0.005,1.5,60.0,99.7,239.1,104.6,0.5382,26.7,actief,0,0,0,25.5
2025-07-01 01:32:00,0.99517,0.00534,1.544,59.6,0.995,0.005,1.5,60.0,99.5,241.4,104.4,0.5296,26.4,actief,0,0,0,25.8
2025-07-01 01:33:00,0.99485,0.00562,1.541,59.5,0.995,0.005,1.5,60.0,99.8,242.9,104.6,0.5346,26.9,actief,0,0,0,25.8
2025-07-01 01:34:00,0.99533,0.0055,1.553,59.3,0.995,0.005,1.5,60.0,100.5,245.8,104.8,0.5324,27.3,actief,0,0,0,27.8
2025-07-01 01:35:00,0.99507,0.0055,1.576,59.4,0.995,0.005,1.5,60.0,99.8,248.5,104.8,0.5391,26.8,actief,0,0,0,25.5
2025-07-01 01:36:00,0.99508,0.00564,1.558,59.1,0.995,0.005,1.5,60.0,100.0,250.0,104.5,0.527,26.7,actief,0,0,0,25.8
2025-07-01 01:37:00,0.99558,0.00555,1.564,59.1,0.995,0.005,1.5,60.0,100.0,253.5,104.2,0.5354,27.0,actief,0,0,0,31.1
2025-07-01 01:38:00,0.99548,0.00569,1.538,59.9,0.995,0.005,1.5,60.0,98.9,255.9,104.6,0.5423,27.2,actief,0,0,0,30.3
2025-07-01 01:39:00,0.99528,0.00568,1.557,60.3,0.995,0.005,1.5,60.0,97.9,260.0,105.4,0.547,27.0,actief,0,0,0,28.8
2025-07-01 01:40:00,0.99486,0.00574,1.548,60.3,0.995,0.005,1.5,60.0,97.0,264.3,104.5,0.5383,27.7,actief,0,0,0,27.9
2025-07-01 01:41:00,0.99487,0.00577,1.579,60.2,0.995,0.005,1.5,60.0,97.3,268.4,105.7,0.5401,26.7,actief,0,0,0,28.2
2025-07-01 01:42:00,0.99518,0.00577,1.569,60.1,0.995,0.005,1.5,60.0,97.5,271.8,104.9,0.5377,27.5,actief,0,0,0,29.0
2025-07-01 01:43:00,0.99509,0.00609,1.584,60.2,0.995,0.005,1.5,60.0,96.4,275.5,105.3,0.543,27.8,actief,0,0,0,28.4
2025-07-01 01:44:00,0.99492,0.00614,1.573,60.2,0.995,0.005,1.5,60.0,96.2,280.9,104.8,0.5479,27.7,actief,0,0,0,28.9
2025-07-01 01:45:00,0.99488,0.00609,1.581,60.1,0.995,0.005,1.5,60.0,95.9,287.1,105.2,0.5398,26.5,actief,0,0,0,29.9
2025-07-01 01:46:00,0.99513,0.00624,1.591,60.0,0.995,0.005,1.5,60.0,96.4,292.4,105.1,0.5431,26.5,actief,0,0,0,30.5
2025-07-01 01:47:00,0.99457,0.00631,1.6,60.1,0.995,0.005,1.5,60.0,95.6,299.4,104.2,0.5353,26.7,actief,0,0,0,34.3
2025-07-01 01:48:00,0.99497,0.00625,1.599,59.9,0.995,0.005,1.5,60.0,96.5,300.0,104.9,0.54,27.0,actief,0,0,1,30.3
2025-07-01 01:49:00,0.99479,0.00621,1.597,59.5,0.995,0.005,1.5,60.0,97.1,300.0,104.8,0.5299,27.4,actief,0,0,1,32.1
2025-07-01 01:50:00,0.99493,0.0061,1.594,59.3,0.995,0.005,1.5,60.0,97.2,300.0,104.5,0.5376,27.2,actief,0,0,1,30.7
2025-07-01 01:51:00,0.99512,0.00624,1.603,59.4,0.995,0.005,1.5,60.0,97.6,300.0,105.8,0.545,26.4,actief,0,0,1,31.2
2025-07-01 01:52:00,0.99531,0.00608,1.595,59.4,0.995,0.005,1.5,60.0,97.1,300.0,105.6,0.5414,27.3,actief,0,0,1,33.1
2025-07-01 01:53:00,0.99467,0.00652,1.601,59.6,0.995,0.005,1.5,60.0,95.9,300.0,104.9,0.5403,27.5,actief,0,0,1,33.3
2025-07-01 01:54:00,0.99525,0.00616,1.587,59.3,0.995,0.005,1.5,60.0,96.6,300.0,104.8,0.5397,27.4,actief,0,0,1,32.5
2025-07-01 01:55:00,0.99504,0.00642,1.599,59.3,0.995,0.005,1.5,60.0,95.7,300.0,105.2,0.5356,27.8,actief,0,0,1,30.4
2025-07-01 01:56:00,0.99449,0.00633,1.582,59.6,0.995,0.005,1.5,60.0,95.5,300.0,105.3,0.5469,28.2,actief,0,0,1,35.1
2025-07-01 01:57:00,0.99506,0.00614,1.618,59.7,0.995,0.005,1.5,60.0,96.8,300.0,105.3,0.5468,26.9,actief,0,0,1,30.6
2025-07-01 01:58:00,0.99493,0.00638,1.616,59.6,0.995,0.005,1.5,60.0,96.6,300.0,104.9,0.5361,26.0,actief,0,0,1,30.7
2025-07-01 01:59:00,0.99541,0.00628,1.597,59.6,0.995,0.005,1.5,60.0,96.4,300.0,105.5,0.5492,27.1,actief,0,0,1,34.1
2025-07-01 02:00:00,0.99482,0.00637,1.587,59.2,0.995,0.005,1.5,60.0,96.1,300.0,105.6,0.5456,27.7,actief,0,0,1,31.8
2025-07-01 02:01:00,0.99488,0.00627,1.604,59.4,0.995,0.005,1.5,60.0,96.1,300.0,104.0,0.5474,27.0,actief,0,0,1,31.2
2025-07-01 02:02:00,0.99483,0.00618,1.61,59.3,0.995,0.005,1.5,60.0,96.4,300.0,105.5,0.551,27.1,actief,0,0,1,31.7
2025-07-01 02:03:00,0.99526,0.00627,1.608,59.7,0.995,0.005,1.5,60.0,96.3,300.0,105.4,0.5337,27.0,actief,0,0,1,32.6
2025-07-01 02:04:00,0.99505,0.00629,1.584,59.8,0.995,0.005,1.5,60.0,95.8,300.0,104.2,0.5447,28.2,actief,0,0,1,30.5
2025-07-01 02:05:00,0.99491,0.00633,1.595,59.6,0.995,0.005,1.5,60.0,95.5,300.0,105.5,0.5505,27.0,actief,0,0,1,30.9
2025-07-01 02:06:00,0.99493,0.00613,1.584,59.7,0.995,0.005,1.5,60.0,95.6,300.0,104.6,0.5408,27.2,actief,0,0,1,30.7
2025-07-01 02:07:00,0.99478,0.00634,1.591,59.6,0.995,0.005,1.5,60.0,95.8,300.0,105.0,0.5463,27.4,actief,0,0,1,32.2
2025-07-01 02:08:00,0.99502,0.00627,1.609,59.5,0.995,0.005,1.5,60.0,96.0,300.0,106.3,0.5389,27.6,actief,0,0,1,30.2
2025-07-01 02:09:00,0.99513,0.0062,1.592,59.5,0.995,0.005,1.5,60.0,96.2,300.0,105.2,0.5499,27.3,actief,0,0,1,31.3
2025-07-01 02:10:00,0.99479,0.00637,1.604,59.2,0.995,0.005,1.5,60.0,95.6,300.0,104.3,0.5529,28.2,actief,0,0,1,32.1
2025-07-01 02:11:00,0.99493,0.0062,1.604,59.2,0.995,0.005,1.5,60.0,96.2,300.0,104.2,0.5519,27.8,actief,0,0,1,30.7
2025-07-01 02:12:00,0.99485,0.00617,1.599,59.0,0.995,0.005,1.5,60.0,96.5,300.0,104.8,0.5554,27.7,actief,0,0,1,31.5
2025-07-01 02:13:00,0.99507,0.00615,1.6,59.3,0.995,0.005,1.5,60.0,96.2,300.0,104.9,0.5385,27.0,actief,0,0,1,30.7
2025-07-01 02:14:00,0.99503,0.00626,1.607,59.4,0.995,0.005,1.5,60.0,96.7,300.0,105.1,0.5475,28.8,actief,0,0,1,30.3
2025-07-01 02:15:00,0.99528,0.00621,1.6,59.4,0.995,0.005,1.5,60.0,96.7,300.0,104.3,0.5484,27.9,actief,0,0,1,32.8
2025-07-01 02:16:00,0.99546,0.00611,1.608,59.7,0.995,0.005,1.5,60.0,96.8,300.0,105.2,0.5396,26.3,actief,0,0,1,34.6
2025-07-01 02:17:00,0.99496,0.0062,1.602,59.6,0.995,0.005,1.5,60.0,95.7,300.0,104.6,0.5497,28.6,actief,0,0,1,30.4
2025-07-01 02:18:00,0.99445,0.00625,1.589,59.3,0.995,0.005,1.5,60.0,96.1,300.0,104.3,0.5399,27.5,actief,0,0,1,35.5
2025-07-01 02:19:00,0.9949,0.00625,1.604,59.2,0.995,0.005,1.5,60.0,96.9,300.0,104.5,0.5387,27.9,actief,0,0,1,31.0
2025-07-01 02:20:00,0.99532,0.00639,1.61,59.0,0.995,0.005,1.5,60.0,97.0,300.0,105.6,0.5463,28.0,actief,0,0,1,33.2
2025-07-01 02:21:00,0.9946,0.00629,1.598,59.0,0.995,0.005,1.5,60.0,96.6,300.0,105.3,0.5513,28.0,actief,0,0,1,34.0
2025-07-01 02:22:00,0.99516,0.00629,1.595,59.1,0.995,0.005,1.5,60.0,97.5,300.0,104.5,0.5464,28.6,actief,0,0,1,31.6
2025-07-01 02:23:00,0.99488,0.00628,1.604,59.3,0.995,0.005,1.5,60.0,97.0,300.0,105.1,0.5455,27.2,actief,0,0,1,31.2
2025-07-01 02:24:00,0.99486,0.00614,1.612,59.0,0.995,0.005,1.5,60.0,97.3,300.0,104.4,0.5463,27.1,actief,0,0,1,31.4
2025-07-01 02:25:00,0.99496,0.00622,1.61,59.4,0.995,0.005,1.5,60.0,97.4,300.0,104.2,0.5402,28.8,actief,0,0,1,30.4
2025-07-01 02:26:00,0.99497,0.00609,1.602,59.6,0.995,0.005,1.5,60.0,97.2,300.0,105.3,0.5452,27.2,actief,0,0,1,30.3
2025-07-01 02:27:00,0.99535,0.00625,1.598,59.7,0.995,0.005,1.5,60.0,97.4,300.0,105.2,0.5521,27.6,actief,0,0,1,33.5
2025-07-01 02:28:00,0.995,0.00609,1.588,59.8,0.995,0.005,1.5,60.0,96.8,300.0,104.4,0.5489,27.9,actief,0,0,1,30.0
2025-07-01 02:29:00,0.99487,0.00622,1.59,59.7,0.995,0.005,1.5,60.0,96.8,300.0,104.6,0.5489,28.3,actief,0,0,1,31.3
2025-07-01 02:30:00,0.99475,0.00633,1.59,60.1,0.995,0.005,1.5,60.0,97.7,300.0,104.2,0.5451,27.9,actief,0,0,1,32.5
2025-07-01 02:31:00,0.99497,0.00633,1.592,59.7,0.995,0.005,1.5,60.0,97.8,300.0,104.3,0.5448,28.2,actief,0,0,1,30.3
2025-07-01 02:32:00,0.99503,0.0064,1.584,59.6,0.995,0.005,1.5,60.0,97.3,300.0,104.4,0.5351,28.4,actief,0,0,1,30.3
2025-07-01 02:33:00,0.99497,0.00625,1.595,59.6,0.995,0.005,1.5,60.0,97.6,300.0,103.8,0.5539,28.8,actief,0,0,1,30.3
2025-07-01 02:34:00,0.99504,0.00618,1.61,60.0,0.995,0.005,1.5,60.0,97.9,300.0,104.5,0.5517,27.4,actief,0,0,1,30.4
2025-07-01 02:35:00,0.99494,0.00619,1.592,60.3,0.995,0.005,1.5,60.0,98.2,300.0,105.7,0.5526,28.2,actief,0,0,1,30.6
2025-07-01 02:36:00,0.99534,0.0061,1.59,60.3,0.995,0.005,1.5,60.0,98.5,300.0,103.8,0.5529,28.2,actief,0,0,1,33.4
2025-07-01 02:37:00,0.99518,0.00619,1.612,60.4,0.995,0.005,1.5,60.0,97.7,300.0,104.6,0.5473,28.5,actief,0,0,1,31.8
2025-07-01 02:38:00,0.99504,0.00604,1.603,60.6,0.995,0.005,1.5,60.0,97.7,300.0,104.5,0.5512,28.2,actief,0,0,1,30.4
2025-07-01 02:39:00,0.9953,0.00614,1.612,61.1,0.995,0.005,1.5,60.0,98.0,300.0,104.0,0.5487,28.2,actief,0,0,1,33.0
2025-07-01 02:40:00,0.99517,0.00631,1.585,60.9,0.995,0.005,1.5,60.0,97.1,300.0,104.0,0.553,29.2,actief,0,0,1,31.7
2025-07-01 02:41:00,0.99492,0.00622,1.624,61.3,0.995,0.005,1.5,60.0,96.6,300.0,104.8,0.5588,27.4,actief,0,0,1,30.8
2025-07-01 02:42:00,0.99476,0.00639,1.593,61.1,0.995,0.005,1.5,60.0,96.7,300.0,104.4,0.5405,28.3,actief,0,0,1,32.4
2025-07-01 02:43:00,0.99476,0.00612,1.597,60.6,0.995,0.005,1.5,60.0,97.1,300.0,104.2,0.5483,27.8,actief,0,0,1,32.4
2025-07-01 02:44:00,0.9951,0.00616,1.571,61.0,0.995,0.005,1.5,60.0,97.0,300.0,104.3,0.5461,28.4,actief,0,0,1,31.0
2025-07-01 02:45:00,0.99516,0.00612,1.604,61.0,0.995,0.005,1.5,60.0,96.8,300.0,104.8,0.5428,29.3,actief,0,0,1,31.6
2025-07-01 02:46:00,0.99475,0.00595,1.596,60.8,0.995,0.005,1.5,60.0,96.5,300.0,104.2,0.5504,28.2,actief,0,0,1,32.5
